"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"Andy Jones" "WR" 0.51 0.54 0.47 0.56 0.6 NA 0.68 0.7 0.56 0.55 0.78 0.57 0.89 0.68 0.64 0.58 0.87
"Anthony Firkser" "TE" NA NA NA NA NA NA 0.65 NA 0.59 0.51 0.51 0.51 0.66 0.64 0.55 0.56 0.52
"Anthony Miller" "WR" 5.15 4.07 3.4 0 NA 4.19 4.04 3.53 3.24 3.39 4.01 3.32 2.81 3.1 3.49 3.08 3.86
"Anthony Sherman" "RB" 0.41 0.56 0.6 0.63 0.5 0.47 0.45 0.44 0.43 0.42 0.43 NA 0.41 0.44 0.46 0.46 0.43
"Antonio Brown" "WR" 12.94 14.65 15.35 15.87 15.59 14.88 NA 14.53 12.4 12.4 11.86 11.73 14.4 15.24 12.35 15.83 12.47
"Antonio Callaway" "WR" 4.39 4.32 6.27 6.42 6.8 6.97 6.24 2.59 2.35 3.23 NA 2.74 2.85 2.78 2.81 2.84 3.35
"Antonio Gates" "TE" 3.05 2.44 2.54 3.09 3.78 2.57 2.46 NA 1.88 2.82 2.68 2.36 2.53 2.79 2.73 2.09 2.59
"Antony Auclair" "TE" 0.62 0.53 0.66 0.69 NA 1.05 0.45 0.37 0.34 0.39 0.35 0.38 0.36 0.34 0.35 0.3 0.38
"Austin Carr" "WR" 4.3 4.06 2.13 2.18 1.24 NA 3.75 1.56 2.03 2.03 1.46 1.99 1.53 2 2 1.69 2.05
"Austin Ekeler" "RB" 5.93 5.43 5.26 6.53 7.42 6.56 12.89 NA 7.39 7.05 8.31 8.58 8.03 9.18 8.39 7.24 7.68
"Austin Hooper" "TE" 3.37 4.61 3.39 3.94 4.21 6.12 8.2 NA 6.99 4.19 7.13 7.12 4.19 7.42 5.97 7.28 6.77
"Baker Mayfield" "QB" 2.19 1.78 0.88 18.36 13.22 17.36 17.72 16.12 17.93 19.88 NA 15.79 17.46 18.25 13.22 16.58 12.76
"Ben Braunecker" "TE" 0.59 0.59 0.42 0.61 NA 0.48 0.32 0.3 0.27 0.33 0.21 0.32 0.24 0.25 0.3 0.23 0.21
"Ben Roethlisberger" "QB" 16.58 18.92 21.35 19.29 22.82 20.06 NA 19.65 17.61 20.4 17.79 18.13 20.59 19.85 20.44 20.7 19.57
"Benjamin Watson" "TE" 4.43 5.18 4.84 5.88 5.16 NA 4.51 5.02 5.27 5.41 4.83 6.34 4.99 6.06 5.56 4.77 5.79
"Bennie Fowler" "WR" NA 0 NA NA NA NA 1.99 0.84 NA 0.38 0.4 0.41 0.33 0.42 0.39 0.39 0.36
"Benny Cunningham" "RB" 1.06 1.03 1.2 0.52 NA 0.48 0.61 0.46 0.46 0.46 0.41 0.43 0.44 0.46 0.5 0.46 0.39
"Bilal Powell" "RB" 5.55 5.95 6.92 6.09 8.05 7.59 5.53 NA NA NA NA NA NA NA NA NA NA
"Blaine Gabbert" "QB" 0.4 15.24 9.72 0 0.34 0.69 0.48 NA 0.55 0.59 0.55 0.64 0.54 0.52 0.64 0.56 0.58
"Blake Bell" "TE" NA NA NA NA NA NA 1.05 2.21 NA 0.47 0.53 0.46 0.49 0.47 0.57 0.48 0.5
"Blake Bortles" "QB" 14.58 16.97 17.51 16.2 19.98 18.66 17.1 14.78 NA 16.85 14.9 14.44 17.92 19.04 16.36 19.09 17.52
"Blake Jarwin" "TE" 4.51 3.15 1.56 1.74 1.59 1.25 1.24 NA 2.04 1.14 2.42 1.85 2.43 1.16 1.81 2.29 1.94
"Brandin Cooks" "WR" 8.64 9.77 9.96 10.84 12.13 10.51 12.47 12.4 14.02 13.43 10.08 NA 11.37 13.34 12.27 12.43 13.31
"Brandon Bolden" "RB" 0.54 0.52 0.52 0.43 0.58 0.37 0.61 0.52 0.39 0.67 NA 0.55 0.44 0.47 0.4 0.38 0.42
"Brandon LaFell" "WR" 0 2.33 0.72 0 0 0 NA 2.35 2.19 2.54 2.4 2.03 2.9 2.55 2.04 2.36 2.84
"Brandon Marshall" "WR" 4.59 6.41 5.46 4.19 3.08 3.69 NA 2.38 2.72 2.72 2.79 2.64 2.86 2.34 2.76 2.47 2.12
"Brandon Weeden" "QB" 0.77 0.73 0.94 0.82 0.88 0.8 0.73 0.77 0.65 NA 0.75 0.75 0.72 0.77 0.69 0.68 0.75
"Brandon Zylstra" "WR" NA NA NA NA NA 0.52 0.59 0.81 0.81 NA 0.93 0.8 0.82 0.93 0.88 0.78 0.97
"Breshad Perriman" "WR" NA NA 0 NA NA 0 1.07 0.55 0.23 0.24 NA 0.21 0.25 0.22 0.25 0.21 0.24
"Brett Hundley" "QB" 0.64 0.62 1.01 0.88 1.04 1.1 NA 0.91 1 0.86 1 0.91 0.98 0.82 0.93 0.9 0.95
"Brian Hill" "RB" NA 0.51 1.51 0.94 0 0 0 NA 0.53 0.45 0.57 0.53 0.54 0.57 0.47 0.52 0.54
"Brian Hoyer" "QB" 0.78 0.58 0.73 0.99 0.99 0.98 0.67 0.69 0.93 0.89 NA 0.58 0.67 0.86 0.74 0.73 0.61
"Brian Parker" "TE" NA NA NA NA 0.45 0.4 0.37 0.33 0.29 NA 0.24 0.28 0.28 0.25 0.27 0.39 0.25
"Brian Quick" "WR" NA 0.81 0.77 NA 0.67 1.73 3.41 0.68 0.35 0.34 0.32 0.3 0.29 0.34 0.31 0.33 0.3
"Brice Butler" "WR" NA NA NA 0.81 0.87 0 1.91 NA 0.43 0.51 0.46 0.53 0.36 0.53 0.44 0.35 0.44
"Brock Osweiler" "QB" 0 0 0 0 0 11.9 14.25 14.66 1.31 1.31 NA 1.27 1.28 1.31 1.16 1.24 1.2
"Bruce Ellington" "WR" 3.18 2.71 3.1 0 0 0 0 0 0 NA 0 2.31 2.91 2.5 2.51 2.62 2.99
"Buddy Howell" "RB" NA NA NA 1.39 1.62 0.41 0.34 0.72 0.54 NA 0.64 0.73 0.39 0.58 0.42 0.48 0.45
"C.J. Anderson" "RB" 5.1 5.74 5.37 NA 6.18 3.54 1.8 2.41 1.83 1.73 2.17 1.75 1.7 1.82 1.53 2.23 1.44
"C.J. Beathard" "QB" 0.67 0.9 0.86 14.05 12.92 14.14 15.46 11.84 15.55 16.9 NA 15.21 10.11 11.56 10.76 12.65 11.78
"C.J. Ham" "RB" 0.53 0.6 0.55 0.48 0.45 0.41 0.61 0.62 0.78 NA 0.62 0.59 0.55 0.53 0.65 0.72 0.66
"C.J. Prosise" "RB" 1.61 2.16 0 0 0 0 NA 0.34 0.36 0.36 0.38 0.33 0.33 0.38 0.32 0.38 0.42
"C.J. Uzomah" "TE" 0.5 0.33 0.36 0.56 3.49 4.03 5.74 5.35 NA 5.73 3.98 5.34 4.55 5.16 5.18 5.1 3.63
"Calvin Ridley" "WR" 4.15 4.23 3.09 6.83 7.75 8.17 6.86 NA 7.52 7.44 8.07 7.48 9.5 7.54 7.77 7.82 7.84
"Cam Newton" "QB" 19.87 18.22 20.18 NA 23.25 20.43 18.19 19.66 26.53 18.97 21.55 18.73 24.6 17.08 25.87 23.49 23.97
"Cam Phillips" "WR" NA NA NA NA NA NA NA 0.46 0.6 0.57 NA 0.6 0.52 0.59 0.56 0.46 0.53
"Cameron Artis-Payne" "RB" 0 2 1.25 NA 0 0 0 0.54 0.64 0.52 0.53 0.53 0.6 0.54 0.59 0.57 0.56
"Cameron Batson" "WR" NA NA NA NA NA NA 0.6 NA 0.31 0.36 0.34 0.27 0.39 0.38 0.31 0.31 0.34
"Cameron Brate" "TE" 4.81 2.42 2.43 3.89 NA 4.41 3.62 3.64 3.17 3.6 3.13 3.05 3.25 3.68 3.31 2.82 3.08
"Cameron Meredith" "WR" 0 0 1.13 2.75 4.09 NA 2.84 2.95 2.68 2.69 2.69 2.07 2.27 2.07 2.69 2.73 2.87
"Carlos Hyde" "RB" 8.59 10.03 11.24 11.7 10.39 12.06 0 8.16 NA 4.57 4.69 4.34 4.94 4.01 4.5 3.99 2.99
"Carson Wentz" "QB" 0 0 19.52 19.86 19.39 17.73 18 15.23 NA 19.33 23.44 23.82 19.59 18.22 16.82 21.98 18.38
"Case Keenum" "QB" 12.53 17.08 12.85 17.84 15.61 16.86 16.94 19.49 20.75 NA 19.06 17.77 17.99 19.41 14.96 19.96 20.32
"Chad Henne" "QB" 0.46 0.54 0.58 0.35 0.47 0.42 0.49 0.72 0.59 0.67 0.7 NA 0.61 0.55 0.67 0.52 0.64
"Chad Kelly" "QB" NA NA NA NA NA NA 0.71 0 0 NA 0 0 0 0 0 0 0
"Chad Williams" "WR" 1.73 1.88 1.94 0.78 3.86 3.11 2.38 1.81 NA 1.86 1.6 1.85 1.65 1.63 1.61 1.74 1.51
"Charles Clay" "TE" 4.25 4.32 4.02 4.18 4.51 4.77 4.37 4.35 4.15 3.9 NA 4.11 5.12 4.05 4.34 5.2 5.31
"Charone Peake" "WR" 0.6 0.67 0.73 0 0 0 1.39 0.84 0.45 0.32 NA 0.45 0.49 0.31 0.49 0.42 0.44
"Chase Daniel" "QB" 0.75 0.76 0.79 0.91 NA 0.77 0.81 0.68 0.71 0.78 0.67 0.73 0.79 0.8 0.79 0.73 0.63
"Chase Edmonds" "RB" 4.47 3.93 4.04 3.81 4.03 1.22 1.13 1.28 NA 1.37 1.36 1.12 1.33 1.44 1.24 1.61 1.31
"Chester Rogers" "WR" 3.47 2.78 2.6 2.78 6.73 7.4 7.35 5.11 NA 5.02 5.8 5.47 4.86 5.18 5.6 5.78 5.64
"Chris Carson" "RB" 7.79 7.98 6 0 7.35 11.48 NA 10.02 9.39 8.8 10.16 8.2 9.28 7.62 8.52 9.57 8.33
"Chris Conley" "WR" 2.15 2.51 3.21 3.54 4.03 2.15 2.3 2.03 1.78 2 1.83 NA 2.28 2.08 2.07 1.99 2.37
"Chris Godwin" "WR" 4.36 5.11 4.49 5.58 NA 6.1 6.08 6.59 5.87 6.32 6.34 6.68 6.1 6.81 6.27 5.33 7.13
"Chris Herndon" "TE" NA NA 2.91 0.95 0.93 1.12 2.78 3.07 3.88 2.83 NA 3.33 3.84 2.64 3.85 4.14 3.14
"Chris Hogan" "WR" 10.52 9.55 8.48 5.93 4.64 4.85 5 4.2 5.3 4.69 NA 4.12 4.38 4.69 3.98 4.33 4.27
"Chris Ivory" "RB" 4.03 4.69 6.79 5.6 5.61 4.79 4.77 6.09 3.89 3.98 NA 4.11 4.2 4.32 4.49 4.87 4.52
"Chris Manhertz" "TE" 0.37 0.39 2.96 NA 1.25 0.52 0.15 0.14 0.14 0.13 0.12 0.09 0.14 0.18 0.14 0.13 0.14
"Chris Moore" "WR" 0.29 0.39 0.49 0.45 0.66 0.5 0.43 0.49 0.4 NA 0.55 0.55 0.48 0.51 0.52 0.49 0.45
"Chris Thompson" "RB" 6.44 9.95 8.98 NA 8.8 0 0 3.37 7.59 6.86 6.24 5.76 6.01 7.03 6.5 6.85 6.38
"Christian Kirk" "WR" 3.94 4.56 4.59 3.99 5.75 5.28 7.17 6.22 NA 6.39 5.9 6.11 6.04 6.11 5.9 5.72 4.73
"Christian McCaffrey" "RB" 14.11 12.35 13.11 NA 15.54 14.75 13.01 13.5 13.49 13.1 14.17 14.88 12.72 12.72 14 15.72 13.18
"Cody Core" "WR" 0 0 0.39 0.58 1.51 1.35 0.07 0.75 NA 0.34 0.42 0.41 0.44 0.36 0.35 0.41 0.43
"Cody Kessler" "QB" 0.46 0.59 0.55 0.54 0.88 0.79 0.8 0.38 NA 0.31 0.38 0.39 0.34 0.33 0.33 0.35 0.34
"Cole Beasley" "WR" 2.6 4.49 4.38 4.44 4.5 4.5 5.8 NA 5.78 5.51 5.5 5.43 5.76 5.69 5.22 5.77 5.6
"Colt McCoy" "QB" 0.68 0.78 0.83 NA 0.82 0.82 0.81 0.72 0.81 0.73 0.74 0.61 0.71 0.76 0.67 0.72 0.75
"Cooper Kupp" "WR" 7.59 5.72 6 8.02 9.57 10.27 0 0 11.04 12.14 10.56 NA 11.04 11.06 11.34 10.8 11.9
"Cooper Rush" "QB" 0.68 0.73 0.65 0.82 0.79 0.79 0.66 NA 0.66 0.73 0.61 0.73 0.62 0.78 0.65 0.61 0.63
"Cordarrelle Patterson" "WR" 1.95 1.36 0.91 0.31 1.97 2.85 3.34 3.34 2.54 2.52 NA 2.87 2.83 2.41 3.42 3.44 2.93
"Corey Clement" "RB" 4.8 5.73 10.4 0 2.04 9.33 9.29 6.67 NA 7.27 8.1 8.54 7.66 6.93 8.01 8.35 7.07
"Corey Davis" "WR" 7.61 8.25 8.03 8.35 9.16 8.49 6.97 NA 8.09 8.09 7.83 7.97 8.57 7.53 7.46 7.59 8.21
"Courtland Sutton" "WR" 3.08 4.48 2.41 4.06 4.99 4.7 4.69 3.73 3.22 NA 3.44 2.91 3.3 3.41 2.51 3.29 3.54
"Curtis Samuel" "WR" 0 0 0 NA 1.68 2.52 0.94 2.99 1.6 1.34 1.4 1.52 1.47 1.28 1.59 1.5 1.59
"D'Onta Foreman" "RB" 0 0 0 0 0 0 0 2.11 3.18 NA 4.31 4.49 3.15 4.69 4.11 3.56 3.38
"D.J. Chark" "WR" 1.58 1.44 0.62 0.56 0.61 1.52 1.28 0.84 NA 0.95 0.76 0.82 1.08 0.85 0.87 0.79 0.68
"D.J. Moore" "WR" 5.19 4.31 3.41 NA 3.25 5.88 4.94 3.22 2.26 3.21 2.49 2.31 2.2 2.37 2.41 2.44 2.33
"DaeSean Hamilton" "WR" NA NA NA 0.55 0.57 0.65 0.57 0.4 0.66 NA 0.73 0.67 0.7 0.71 0.64 0.66 0.76
"Dak Prescott" "QB" 15.04 15.59 13.81 17.43 17.57 14.58 17.95 NA 19.45 16.92 19.09 19.24 20.52 18.18 17.72 19.97 18.28
"Dallas Goedert" "TE" 2.47 3.02 3.15 3.45 2.64 2.93 2.77 1.8 NA 1.52 2.35 2.25 2.19 1.48 1.96 2 2.09
"Dalton Schultz" "TE" NA NA NA NA NA NA NA NA 0.36 0.24 0.36 0.26 0.46 0.25 0.31 0.42 0.34
"Dalvin Cook" "RB" 13.38 12.7 0 8.07 0 0 0 0 0 NA 7.72 12.68 9.69 7.33 12.38 12.71 8.17
"Damien Williams" "RB" 0.33 0.4 0.35 0.32 0.27 0.28 0.37 0.34 0.32 0.29 0.35 NA 0.38 0.38 0.34 0.29 0.4
"Damiere Byrd" "WR" 0.61 0 0 NA 1.2 0 0.67 0.84 0.36 0.37 0.37 0.35 0.35 0.38 0.37 0.38 0.36
"Damion Ratley" "WR" NA NA NA NA NA NA 4.01 2 2.29 2.77 NA 2.08 2.05 2.41 2.1 2.13 1.86
"Dan Arnold" "TE" NA NA NA NA NA NA NA 0.4 0.52 0.51 0.47 0.58 0.44 0.56 0.49 0.47 0.51
"Daniel Brown" "TE" 0 0.58 0.49 0.63 NA 0.49 0.61 0.51 0.55 0.55 0.54 0.52 0.48 0.53 0.46 0.56 0.51
"Danny Amendola" "WR" 5.16 4.27 4.64 5.39 4.95 4.26 5.12 6 4.24 6.34 NA 6.19 4.72 5.88 4.52 4.22 4.66
"Dante Pettis" "WR" NA 5.99 4.74 2.39 0 0 0 1.25 2.69 2.47 NA 2.38 2.53 1.68 2.66 2.44 1.74
"Darius Jennings" "WR" 0.65 0.7 0.45 0.48 0.5 0.45 0.41 NA 0.26 0.29 0.27 0.22 0.27 0.27 0.27 0.3 0.28
"Darrell Daniels" "TE" 0.27 0.21 2.87 0 NA 2.42 NA 0.82 0.83 0.68 0.85 0.64 0.52 0.48 0.51 0.85 0.49
"Darren Fells" "TE" 1.48 1.33 2.14 2.99 2.29 3.17 2.55 2.01 2.43 2.54 NA 2.29 2.5 2.43 2.03 2.38 2.02
"Darren Sproles" "RB" 3.72 0 0 0 0 0 0 0 NA 2.56 3.98 4.65 4.85 2.43 4.16 3.86 4.45
"Darrius Heyward-Bey" "WR" 1.62 1.51 0.77 2.12 0 0 NA 0.36 0.63 0.84 0.62 0.76 0.78 0.84 0.84 0.73 0.9
"Davante Adams" "WR" 9.99 9.71 11.35 11.85 13.1 12.33 NA 12.43 9.81 14.02 9.6 11.78 9.89 15.32 11.89 9.95 15.67
"David Fales" "QB" 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0
"David Fluellen" "RB" 0.97 0.91 0 0 1.01 1.39 1.55 NA 0.5 0.7 0.65 0.51 0.59 0.59 0.72 0.7 0.7
"David Grinnage" "TE" NA NA NA NA NA NA 3.02 1.38 NA 0.38 0.35 0.33 0.38 0.35 0.37 0.38 0.31
"David Johnson" "RB" 18.44 14.9 11.35 10.72 14.08 10.57 10.87 12.74 NA 12.58 13 10.93 11.38 13.05 12.06 12.16 9.28
"David Moore" "WR" NA 0.63 1.67 1.31 0.48 3.76 NA 3.3 2.74 2.86 3.31 2.66 2.94 2.58 2.83 3.49 2.95
"David Morgan" "TE" 1.36 1.27 0 1.77 1.74 1.53 1.55 1.47 1.47 NA 1.07 1.93 1.65 1.09 1.41 1.41 1.11
"David Njoku" "TE" 4.12 5.14 4.43 5.89 5.83 6.44 7.19 7.31 6.24 6.98 NA 5.42 7.11 7.25 6.04 5.65 4.83
"David Williams" "RB" NA NA NA NA NA NA NA 0.57 NA 0.3 0.29 0.27 0.32 0.34 0.32 0.33 0.35
"De'Lance Turner" "RB" NA NA NA NA 0.94 1.37 1.4 1.19 1.27 NA 0.56 0.68 0.6 0.6 0.65 0.52 0.63
"DeAndre Carter" "WR" NA 0.81 0 0.76 0.78 0.66 0.43 0.32 NA 0.31 0.32 0.35 0.38 0.31 0.37 0.3 0.37
"DeAndre Hopkins" "WR" 14.98 12.4 13.01 14.53 15.31 14.46 11.41 15.01 11.9 NA 13.47 15.45 11.01 14.05 11.01 12.2 11.24
"DeAndre Washington" "RB" 0 0 0 0 0 0 NA 1.06 0.89 1.1 0.71 1.01 1.22 0.96 1.01 0.91 1.18
"Dede Westbrook" "WR" 4.79 4.34 4.82 4.5 6.16 6.09 6.42 5.6 NA 6.68 5.81 6.03 6.87 7.2 7.04 6.81 5.84
"Demarcus Robinson" "WR" 0.47 0.39 0.38 0.39 1.03 0.29 0.29 0.54 0.57 0.55 0.55 NA 0.51 0.61 0.6 0.56 0.53
"Demaryius Thomas" "WR" 8.73 9.74 8.51 8.78 7.92 8.7 7.66 9.38 7.53 NA 9.09 9.34 9.17 8.63 7.01 9.04 9.41
"Demetrius Harris" "TE" 0 1.86 2.97 1.95 2.81 1.97 2.23 3.79 3.3 3.77 3.3 NA 2.72 3.62 3.16 3.47 2.86
"Deontay Burnett" "WR" NA NA NA NA NA NA NA 0.36 0.38 0.47 NA 0.44 0.38 0.46 0.36 0.39 0.43
"Deonte Thompson" "WR" 1.87 2.28 3.68 3.49 3.36 2.71 1.07 NA 0.53 0.38 0.57 0.49 0.61 0.38 0.48 0.65 0.52
"Derek Anderson" "QB" NA NA NA NA NA 0 14.11 8.79 5.61 5.59 NA 0.19 0.19 0.19 0.2 0.19 0.2
"Derek Carr" "QB" 14.26 11.98 13.33 15.92 14.83 15.77 NA 15.57 15.32 16.68 12.98 11.87 15.66 13.03 13.73 13.49 14.79
"Derek Carrier" "TE" 1.01 1.18 1.37 1.6 1.24 1.09 NA 0.81 0.81 0.89 0.89 0.94 0.86 0.82 0.73 0.82 0.84
"Derek Watt" "RB" 0.75 0.72 0.74 0.91 1.04 0.56 1.94 NA 0.38 0.49 0.56 0.53 0.48 0.55 0.44 0.35 0.51
"Derrick Coleman" "RB" NA 0.28 0.18 0.24 0.2 0.2 0.23 0.21 NA 0.24 0.22 0.22 0.23 0.22 0.22 0.24 0.22
"Derrick Henry" "RB" 9.4 9.16 8.99 8.74 10.03 7.21 7.6 NA 5.55 7.08 6.78 5.45 5.81 4.99 6.87 7.92 7.3
"DeSean Jackson" "WR" 5.87 6.54 6.97 6.04 NA 7.25 6.61 6.64 6.2 6.44 6.56 6.35 6.42 6.19 6.03 6.08 7.73
"Deshaun Watson" "QB" 19.16 18.95 19.66 22.18 23.21 20.62 18.15 21.47 17.62 NA 18.78 21.41 18.54 19.79 17.19 17.87 17.39
"DeShone Kizer" "QB" 0.98 1.39 0.77 0.96 0.72 0.6 NA 0.15 0.2 0.2 0.17 0.16 0.19 0.21 0.18 0.17 0.21
"Detrez Newsome" "RB" NA NA 0.49 NA NA NA 1.17 NA 0.19 0.26 0.27 0.24 0.25 0.27 0.28 0.19 0.25
"DeVante Parker" "WR" 0 0 5.34 0 0 3.97 0 4.72 2.5 2.11 NA 2.36 2.52 2.27 2.52 2.81 2.46
"Devin Funchess" "WR" 7.9 7.73 8.26 NA 9.53 7.95 7.44 8.4 10.14 7.93 9.31 9.16 9.8 8.39 10.47 9.49 10.07
"Devontae Booker" "RB" 5.35 5.6 1.92 2.25 1.58 3.08 2.88 3.14 1.55 NA 1.47 1.37 1.63 1.37 1.33 1.92 1.56
"Dion Lewis" "RB" 6.85 8.04 8.89 8.45 8.28 8.42 7.42 NA 6.74 8.25 7.54 6.49 6.81 6.12 8.12 7.42 8.07
"Dion Sims" "TE" 2.15 2.48 1.06 2.06 NA 1.29 1.05 1.03 0.97 1.22 0.81 1.17 0.98 0.92 1.05 0.87 0.78
"Donte Moncrief" "WR" 4.45 4.17 6.04 5.71 5.69 6.78 5.55 5.52 NA 6.51 5.89 5.27 6.85 6.66 6.11 7.13 5.6
"Dontrell Hilliard" "RB" NA NA NA NA NA NA 0.58 0.58 0.61 0.63 NA 0.68 0.45 0.57 0.6 0.73 0.48
"Dontrelle Inman" "WR" NA NA NA NA NA NA 0.94 1.46 NA 0.62 0.62 0.58 0.59 0.59 0.61 0.63 0.61
"Doug Baldwin" "WR" 9.27 0 0 7.83 9.06 9.08 NA 7.45 8.25 6.55 8.21 7.83 9.03 7.66 8.67 6.67 7.45
"Doug Martin" "RB" 4.94 3.81 5.43 4.49 4.94 3.26 NA 6.55 5.65 5.9 5.11 7.36 8.66 5.35 6.19 5.65 8.35
"Drew Brees" "QB" 24.06 23.92 19.97 22.68 21.26 NA 19.45 22.63 20.73 19.19 21.81 24.68 23.1 24.36 20.06 21.3 21.34
"Drew Stanton" "QB" 0 0 0 0.96 0 0 0 0 0 0 NA 0 0 0 0 0 0
"Duke Johnson Jr." "RB" 7.5 6.42 4.67 6.12 4.55 4.83 8.44 5.21 5.65 6.19 NA 5.57 5.24 5.99 4.88 5.73 4.35
"Durham Smythe" "TE" NA NA NA NA 0.49 0.48 0.48 0.3 0.33 0.3 NA 0.29 0.41 0.32 0.3 0.34 0.4
"Dwayne Allen" "TE" 1.99 0.72 1.19 1.49 1.17 0.79 0.83 0.52 0.68 0.65 NA 0.4 0.4 0.66 0.67 0.43 0.41
"Dwayne Harris" "WR" 0.62 0 0.65 0.4 0.38 0.44 NA 0.38 0.42 0.51 0.4 0.31 0.47 0.43 0.49 0.42 0.45
