"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"A.J. Derby" "TE" 1.73 1.73 2.65 0 0 0 2.29 2.2 1.77 2.12 NA 2.05 1.78 1.84 1.68 1.94 1.74
"A.J. Green" "WR" 12.65 10.69 11.96 9.6 11.17 11.93 12.36 14.7 NA 12.72 9.85 9.52 10.88 9.71 14.6 9.25 10.81
"A.J. McCarron" "QB" 0.54 0.5 0.63 0.61 0.57 0.58 NA 0.69 0.66 0.83 0.62 0.55 0.82 0.72 0.81 0.84 0.77
"Aaron Jones" "RB" 0 0 5.42 5.58 8.76 7.16 NA 7.94 7.03 7.52 5.75 6.11 6.68 7.82 5.45 5.89 7.56
"Aaron Rodgers" "QB" 22.36 19.52 20.7 22.61 21.59 21.89 NA 20.21 23.06 22.15 18.3 18.78 20.6 23.96 18.46 18.95 25.22
"Adam Humphries" "WR" 2.14 2.32 2.2 3.92 NA 3.72 3.57 2.99 3.9 2.77 3.86 4.04 4.02 3.52 3.27 3.93 3.17
"Adam Shaheen" "TE" 0 0 0 0 NA 0 0 0.56 0.41 0.45 0.56 0.43 0.41 0.45 0.51 0.52 0.53
"Adam Thielen" "WR" 11.05 10.03 11.35 9.78 12.27 13.17 14.47 16.39 14.83 NA 13.38 14.21 13.95 13.43 14.71 14.41 13.79
"Adrian Peterson" "RB" 3.71 9.35 9.32 NA 9.69 11.34 11.45 11.04 12.74 11.52 12.12 10.62 8.73 12 9.51 11.3 9.42
"Alan Cross" "TE" 0.67 0.57 0.54 0.49 NA 1.06 0.44 0.44 0.42 0.42 0.51 0.55 0.44 0.67 0.39 0.54 0.59
"Albert Wilson" "WR" 4.01 3.73 4.78 4.57 5.13 4.96 6.15 5.66 5.42 5.21 NA 5.06 5.56 5.42 5.17 5.04 5.27
"Aldrick Robinson" "WR" NA NA 0.5 0.43 2.13 0.51 0.54 0.74 0.67 NA 0.4 0.66 0.63 0.46 0.72 0.64 0.41
"Alex Armah" "RB" 0.69 0.61 0.63 NA 0.59 0.39 0.3 0.29 0.45 0.3 0.38 0.3 0.41 0.27 0.43 0.42 0.4
"Alex Collins" "RB" 10.28 8.1 9.93 9.97 7.62 5.99 10.35 10.24 10.59 NA 10.63 10.74 10.29 10.3 10.77 9.93 9.65
"Alex Erickson" "WR" 0.47 0.5 0.79 0.82 1.26 1.07 1.48 0.59 NA 0.56 0.46 0.47 0.5 0.45 0.62 0.46 0.45
"Alex Smith" "QB" 14.97 20.24 18.71 NA 19.7 19.02 16.03 18.49 17.78 18.95 19.58 15.09 13.82 19.73 13.71 18.64 14.8
"Alex Tanney" "QB" 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"Alfred Blue" "RB" 3.38 2.71 4.54 4.98 8.86 6.58 5.31 4.62 4.56 NA 4.77 5.39 3.79 5.32 3.86 3.86 3.29
"Alfred Morris" "RB" 5.23 7.48 8.35 6.96 6.2 6.73 3.74 3.15 3.87 3.68 NA 3.45 3 4.11 3.28 3.48 3.44
"Allen Hurns" "WR" 4.5 4.92 4.66 4.73 4.9 4.48 3.64 NA 3.07 3.34 4.46 3.77 4.26 3.46 2.91 5.01 3.3
"Allen Robinson" "WR" 8.56 8.46 8.4 7.7 NA 8.03 7.2 6.56 5.53 6.72 6.55 6.52 6.4 6.3 6.85 6.64 6.37
"Alshon Jeffery" "WR" 0 0 0 3.85 9.19 9.03 10.67 10.37 NA 11.08 11.06 9.93 8.89 10.66 9.09 11.86 8.55
"Alvin Kamara" "RB" 19.29 18.49 16.06 17.7 17.45 NA 13.68 13.62 14.9 13.95 13.86 15.27 13.14 13.62 12.93 14.25 13.86
"Amari Cooper" "WR" 8.35 8.45 8.25 10.1 9.01 7.5 NA 7.76 7.09 5.51 6.02 5.58 6.21 5.31 6.6 5.85 6.14
"Ameer Abdullah" "RB" 0 0 1.71 0 2.31 NA 1.6 1.65 1.33 1.5 1.65 1.59 2.37 1.6 1.52 1.41 2.18
"Andre Holmes" "WR" 0.97 0.44 0.45 0.53 0.39 2.02 2.46 2.69 2.2 2.39 NA 2.1 2.48 2.48 2.78 2.59 2.56
"Andre Roberts" "WR" NA NA 0.43 0.26 0.27 0.24 0.58 0.23 0.27 0.24 NA 0.25 0.22 0.24 0.22 0.22 0.24
"Andrew Luck" "QB" 18.05 15.88 14.26 18.38 16.92 15.45 18.69 21.03 NA 14.17 20.44 17.55 13.12 20.19 15.64 20.78 19.37
"Andy Dalton" "QB" 18.67 12.73 13.15 18.63 18.71 17.1 19.76 21.28 NA 22.31 12.64 15.9 18.52 16.85 20.98 14.99 15.39
"Andy Janovich" "RB" 0.84 0.85 1.25 1.01 1.34 1.31 1.49 1.36 1.45 NA 1.68 1.78 1.38 1.5 1.57 1.39 1.81
"Andy Jones" "WR" 0.51 0.54 0.47 0.56 0.6 NA 0.68 0.61 0.56 0.62 0.74 0.64 0.57 0.57 0.58 0.58 0.62
"Anthony Firkser" "TE" NA NA NA NA NA NA 0.65 NA 0.67 0.6 0.67 0.68 0.71 0.65 0.61 0.61 0.7
"Anthony Miller" "WR" 5.15 4.07 3.4 0 NA 4.19 4.04 4.48 4.66 2.93 4.64 2.82 3.83 4.01 3.76 3.86 4.52
"Anthony Sherman" "RB" 0.41 0.56 0.6 0.63 0.5 0.47 0.45 0.45 0.45 0.46 0.42 NA 0.49 0.47 0.44 0.45 0.52
"Antonio Brown" "WR" 12.94 14.65 15.35 15.87 15.59 14.88 NA 13.55 13.17 14.87 12.59 15.2 14.61 17.86 16.71 17.44 16.44
"Antonio Callaway" "WR" 4.39 4.32 6.27 6.42 6.8 6.97 6.24 5.78 5.3 5.6 NA 5.69 5.6 4.83 5.21 5.89 5.79
"Antonio Gates" "TE" 3.05 2.44 2.54 3.09 3.78 2.57 2.46 NA 2.47 2.83 2.94 2.17 2.63 2.66 2.56 2.26 2.8
"Antony Auclair" "TE" 0.62 0.53 0.66 0.69 NA 1.05 0.45 0.4 0.41 0.42 0.43 0.45 0.42 0.45 0.4 0.43 0.42
"Austin Carr" "WR" 4.3 4.06 2.13 2.18 1.24 NA 2.47 1.94 2.46 2.44 1.95 2.61 2.21 2.54 2.25 1.95 2.3
"Austin Ekeler" "RB" 5.93 5.43 5.26 6.53 7.42 6.56 7.05 NA 7.03 5.98 8.28 7.67 6.94 7.48 6.57 6 7.67
"Austin Hooper" "TE" 3.37 4.61 3.39 3.94 4.21 6.12 8.2 NA 5.76 4.36 7.07 7.46 4.8 8 4.34 6.93 8.01
"Baker Mayfield" "QB" 2.19 1.78 0.88 18.36 13.22 17.36 17.72 13.52 15.89 16.61 NA 15.79 17.71 15.32 15.26 16.74 10.48
"Ben Braunecker" "TE" 0.59 0.59 0.42 0.61 NA 0.48 0.32 0.3 0.34 0.39 0.29 0.38 0.33 0.28 0.31 0.3 0.28
"Ben Roethlisberger" "QB" 16.58 18.92 21.35 19.29 22.82 20.06 NA 19.62 18.24 21.6 18.82 20.86 21.1 22.33 22.56 22.34 21.54
"Benjamin Watson" "TE" 4.43 5.18 4.84 5.88 5.16 NA 4.51 4.82 5.45 6.27 4.45 5.69 5.43 6.21 5.95 4.83 6.2
"Benny Cunningham" "RB" 1.06 1.03 1.2 0.52 NA 0.48 0.61 0.6 0.53 0.52 0.56 0.49 0.54 0.57 0.53 0.55 0.53
