"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"Blaine Gabbert" "QB" 0.4 15.24 9.72 0 0.34 0.69 0.48 NA 0.51 0.53 0.48 0.47 0.48 0.51 0.45 0.56 0.52
"Blake Bell" "TE" NA NA NA NA NA NA 1.05 2.21 NA 2.65 0.86 0.76 1.3 1.29 1.52 1.27 1
"Blake Bortles" "QB" 14.58 16.97 17.51 16.2 19.98 18.66 17.1 14.78 NA 15.87 15.42 13.84 17.87 16.88 16.85 17.18 16.41
"Blake Jarwin" "TE" 4.51 3.15 1.56 1.74 1.59 1.25 1.24 NA 1.79 1.93 1.91 1.95 1.83 2.04 1.92 1.91 1.8
"Brandin Cooks" "WR" 8.64 9.77 9.96 10.84 12.13 10.51 12.47 12.4 12.71 12.59 13.53 NA 12.83 13.54 10.98 11.3 12.73
"Brandon Bolden" "RB" 0.54 0.52 0.52 0.43 0.58 0.37 0.61 0.52 0.44 0.57 NA 0.57 0.41 0.54 0.39 0.41 0.39
"Brandon LaFell" "WR" 0 2.33 0.72 0 0 0 NA 2.35 3.68 2.1 1.96 2.25 2.18 1.92 2.22 2.38 2.12
"Brandon Powell" "WR" NA NA NA NA NA NA NA NA 2.19 0.57 0.77 0.59 0.81 0.67 0.59 0.58 0.81
"Brandon Weeden" "QB" 0.77 0.73 0.94 0.82 0.88 0.8 0.73 0.77 0.68 NA 0.67 0.71 0.66 0.7 0.6 0.69 0.71
"Brandon Zylstra" "WR" NA NA NA NA NA 0.52 0.59 0.81 0.62 NA 0.58 0.61 0.58 0.58 0.61 0.61 0.59
"Breshad Perriman" "WR" NA NA 0 NA NA 0 1.07 0.55 0.41 3.97 NA 2.73 3.83 2.49 4.05 2.94 3.3
"Brett Hundley" "QB" 0.64 0.62 1.01 0.88 1.04 1.1 NA 0.91 0.61 0.64 0.67 0.63 0.66 0.61 0.62 0.66 0.74
"Brian Hill" "RB" NA 0.51 1.51 0.94 0 0 0 NA 0 0.43 0.44 0.62 0.41 0.61 0.41 0.59 0.71
"Brian Hoyer" "QB" 0.78 0.58 0.73 0.99 0.99 0.98 0.67 0.69 0.65 0.62 NA 0.56 0.53 0.63 0.63 0.54 0.6
"Brian Parker" "TE" NA NA NA NA 0.45 0.4 0.37 0.33 0.14 NA 0.15 0.15 0.14 0.14 0.17 0.15 0.16
"Brian Quick" "WR" NA 0.81 0.77 NA 0.67 1.73 3.41 0 0 0.35 0.17 0.17 0.17 0.17 0.17 0.17 0.17
"Brock Osweiler" "QB" 0 0 0 0 0 11.9 14.25 14.66 14.29 14.08 NA 0.91 0.83 0.92 0.79 0.9 0.78
"Buddy Howell" "RB" NA NA NA 1.39 1.62 0.41 0.34 0.72 0.53 NA 0.58 0.67 0.47 0.72 0.46 0.46 0.47
"C.J. Anderson" "RB" 5.1 5.74 5.37 NA 6.18 3.54 1.8 2.41 1.84 1.74 1.77 1.87 1.74 1.77 1.3 1.82 1.19
"C.J. Beathard" "QB" 0.67 0.9 0.86 14.05 12.92 14.14 15.46 11.84 0.81 0.92 NA 7.49 5.45 5.45 5.79 6.42 5.85
"C.J. Ham" "RB" 0.53 0.6 0.55 0.48 0.45 0.41 0.61 0.62 0.4 NA 0.26 0.24 0.25 0.26 0.27 0.24 0.27
"C.J. Prosise" "RB" 1.61 2.16 0 0 0 0 NA 0.34 0 0.2 0.2 0.2 0.2 0.18 0.2 0.2 0.2
"C.J. Uzomah" "TE" 0.5 0.33 0.36 0.56 3.49 4.03 5.74 5.35 NA 5.3 3.73 3.82 3.57 4.13 5.78 3.69 3.78
"Calvin Ridley" "WR" 4.15 4.23 3.09 6.83 7.75 8.17 6.86 NA 7.99 7.59 9.4 8.78 7.89 8.47 7.7 8.12 8.19
"Cam Newton" "QB" 19.87 18.22 20.18 NA 23.25 20.43 18.19 19.66 25.72 21.17 22.03 20.01 23.54 18.71 24.34 23.44 22.53
"Cam Phillips" "WR" NA NA NA NA NA NA NA 0.46 0 0.17 NA 0.18 0.17 0.18 0.17 0.17 0.17
"Cameron Artis-Payne" "RB" 0 2 1.25 NA 0 0 0 0 0 0.49 0.67 0.54 0.65 0.52 0.7 0.65 0.66
"Cameron Batson" "WR" NA NA NA NA NA NA 0.6 NA 0.26 0.4 0.36 0.44 0.45 0.41 0.39 0.38 0.36
"Cameron Brate" "TE" 4.81 2.42 2.43 3.89 NA 4.41 3.62 3.64 2.12 3.27 2.55 2.83 3.17 3.31 2.9 2.73 2.76
"Cameron Meredith" "WR" 0 0 1.13 2.75 4.09 NA 2.84 2.95 0.99 1.06 1.2 1.12 1.04 0.98 1.07 1.19 1.19
"Carlos Hyde" "RB" 8.59 10.03 11.24 11.7 10.39 12.06 0 8.16 NA 2.46 2.1 1.95 2.7 2.7 2.71 2.5 1.96
"Carson Wentz" "QB" 0 0 19.52 19.86 19.39 17.73 18 15.23 NA 19.58 19.98 21.62 21.53 18.42 19.85 19.05 20.28
"Case Keenum" "QB" 12.53 17.08 12.85 17.84 15.61 16.86 16.94 19.49 18.34 NA 18.68 16.49 17.5 18.55 13.75 20.51 19.94
"Chad Beebe" "WR" NA NA NA NA NA NA NA NA NA NA 0.77 0.83 0.72 0.7 0.91 0.81 0.81
"Chad Henne" "QB" 0.46 0.54 0.58 0.35 0.47 0.42 0.49 0.72 0.55 0.65 0.6 NA 0.58 0.59 0.64 0.59 0.62
"Chad Williams" "WR" 1.73 1.88 1.94 0.78 3.86 3.11 2.38 1.81 NA 2.05 2.09 1.93 2 2.09 1.81 2.36 1.54
"Charles Clay" "TE" 4.25 4.32 4.02 4.18 4.51 4.77 4.37 4.35 2.96 1.37 NA 2.86 3.81 2.82 3.91 3.36 3.97
"Charone Peake" "WR" 0.6 0.67 0.73 0 0 0 1.39 0.84 2.35 0.34 NA 0.35 0.51 0.33 0.41 0.48 0.35
"Chase Daniel" "QB" 0.75 0.76 0.79 0.91 NA 0.77 0.81 0.68 0.6 0.67 0.62 0.63 0.65 0.68 0.68 0.65 0.58
"Chase Edmonds" "RB" 4.47 3.93 4.04 3.81 4.03 1.22 1.13 1.28 NA 0.61 0.66 0.61 0.5 0.66 0.57 0.54 0.5
"Chester Rogers" "WR" 3.47 2.78 2.6 2.78 6.73 7.4 7.35 7.08 NA 4 6.16 5.58 3.9 4.98 5.3 6.78 5.94
"Chris Carson" "RB" 7.79 7.98 6 0 7.35 11.48 NA 10.02 11.73 5.32 11.31 9.72 10.39 9.77 9.72 11.33 9.67
"Chris Conley" "WR" 2.15 2.51 3.21 3.54 4.03 2.15 2.3 2.03 2.58 1.26 1.64 NA 1.67 1.44 1.75 1.34 1.74
"Chris Godwin" "WR" 4.36 5.11 4.49 5.58 NA 6.1 6.08 6.59 5.94 5.51 5.95 5.6 5.33 5.01 5.41 4.92 5.88
"Chris Herndon" "TE" NA NA 2.91 0.95 0.93 1.12 2.78 3.07 4.21 2.29 NA 2.6 2.86 2.21 3.02 2.83 2.51
"Chris Hogan" "WR" 10.52 9.55 8.48 5.93 4.64 4.85 5 4.2 6.04 3.71 NA 4.01 4.64 3.65 3.72 4.47 4.17
"Chris Ivory" "RB" 4.03 4.69 6.79 5.6 5.61 4.79 4.77 5.29 4.05 4.5 NA 4.75 4.81 4.88 6.46 4.4 5.23
"Chris Manhertz" "TE" 0.37 0.39 2.96 NA 1.25 0.52 0.15 0.14 0.16 0.15 0.21 0.1 0.24 0.16 0.22 0.23 0.21
"Chris Moore" "WR" 0.29 0.39 0.49 0.45 0.66 0.5 0.43 0.49 0.32 NA 0.48 0.45 0.41 0.43 0.42 0.37 0.39
"Chris Thompson" "RB" 6.44 9.95 8.98 NA 8.8 0 0 6.68 0 3.66 7 6.37 5.52 8.72 5.25 7.26 5.74
"Christian Kirk" "WR" 3.94 4.56 4.59 3.99 5.75 5.28 7.17 6.22 NA 6.63 7.23 5.64 6.13 7.12 6.57 5.85 5.22
"Christian McCaffrey" "RB" 14.11 12.35 13.11 NA 15.54 14.75 13.01 13.5 15.65 14.3 18.58 14.42 17.6 12.3 15.58 19.97 14.56
"Cody Core" "WR" 0 0 0.39 0.58 1.51 1.35 0.07 0.75 NA 1.39 0.34 0.33 0.27 0.29 0.36 0.33 0.3
"Cody Kessler" "QB" 0.46 0.59 0.55 0.54 0.88 0.79 0.8 0.38 NA 0.22 0.25 0.24 0.24 0.21 0.19 0.21 0.23
"Cole Beasley" "WR" 2.6 4.49 4.38 4.44 4.5 4.5 5.8 NA 5.84 4.29 3.9 3.57 5.42 3.66 3.93 5.29 4.48
"Colt McCoy" "QB" 0.68 0.78 0.83 NA 0.82 0.82 0.81 0.72 0.68 0.66 0.74 0.71 0.7 0.78 0.7 0.73 0.74
"Cooper Kupp" "WR" 7.59 5.72 6 8.02 9.57 10.27 0 0 10.33 9.22 12.22 NA 10.77 9 10.13 8.93 11.77
"Cooper Rush" "QB" 0.68 0.73 0.65 0.82 0.79 0.79 0.66 NA 0.71 0.7 0.7 0.75 0.72 0.74 0.73 0.69 0.73
"Cordarrelle Patterson" "WR" 1.95 1.36 0.91 0.31 1.97 2.85 3.34 3.34 5.08 4.87 NA 4.09 4.51 4.6 5.66 4.29 4.3
"Corey Clement" "RB" 4.8 5.73 10.4 0 2.04 9.33 9.29 6.67 NA 4.71 4.72 4.93 4.43 4.9 3.83 4.93 4.19
"Corey Coleman" "WR" NA 0 NA NA NA NA NA 1.87 NA 2.82 2.99 2.49 2.63 2.75 2.92 2.52 2.44
"Corey Davis" "WR" 7.61 8.25 8.03 8.35 9.16 8.49 6.97 NA 6.25 6.94 6.73 7.09 6.8 6.39 6.54 7.08 6.95
"Courtland Sutton" "WR" 3.08 4.48 2.41 4.06 4.99 4.7 4.69 3.73 7.26 NA 6.45 5.26 6.9 8 5.23 8.53 6.68
"Curtis Samuel" "WR" 0 0 0 NA 1.68 2.52 0.94 2.99 5.35 4.52 4.48 3.74 4.88 3.23 5 4.33 4.75
"D'Onta Foreman" "RB" 0 0 0 0 0 0 0 0 0 NA 4.56 4.41 4.4 4.72 3.85 3.6 4.13
"D.J. Chark" "WR" 1.58 1.44 0.62 0.56 0.61 1.52 1.28 0.84 NA 1.42 1.71 1.64 1.44 1.25 1.25 1.2 1.57
"DaeSean Hamilton" "WR" NA NA NA 0.55 0.57 0.65 0.57 0 0 NA 0.64 0.61 0.61 0.65 0.56 0.56 0.66
"Dak Prescott" "QB" 15.04 15.59 13.81 17.43 17.57 14.58 17.95 NA 18.59 15.86 18.71 16.62 18.64 17.03 17.66 18.96 16.84
"Dallas Goedert" "TE" 2.47 3.02 3.15 3.45 2.64 2.93 2.77 1.8 NA 2.41 2.57 2.44 2.55 2.34 2.19 2.3 2.44
"Dalton Schultz" "TE" NA NA NA NA NA NA NA NA 0.47 0.5 0.22 0.25 0.27 0.27 0.24 0.28 0.25
"Dalvin Cook" "RB" 13.38 12.7 0 8.07 0 0 0 0 4.12 NA 10.64 12.64 10.49 10.16 12.77 12.5 10.28
"Damien Williams" "RB" 0.33 0.4 0.35 0.32 0.27 0.28 0.37 0.34 0.28 0.27 0.26 NA 0.39 0.33 0.23 0.3 0.41
"Damiere Byrd" "WR" 0.61 0 0 NA 1.2 0 0.67 0.84 0.39 0.51 0.22 0.27 0.23 0.25 0.25 0.23 0.25
"Damion Ratley" "WR" NA NA NA NA NA NA 4.01 2.9 2.35 0.89 NA 1.33 1.28 0.97 1 1.33 1.21
"Dan Arnold" "TE" NA NA NA NA NA NA NA 0.4 0.6 0.46 0.48 0.48 0.4 0.45 0.47 0.4 0.5
"Daniel Brown" "TE" 0 0.58 0.49 0.63 NA 0.49 0.61 0.51 0.51 0.57 0.48 0.54 0.53 0.56 0.48 0.59 0.46
"Danny Amendola" "WR" 5.16 4.27 4.64 5.39 4.95 4.26 5.12 6 5.16 4.41 NA 3.97 4.18 3.46 3.46 4.24 4.07
"Dante Pettis" "WR" NA 5.99 4.74 2.39 0 0 0 3.39 3.07 3.02 NA 2.83 2.22 2.01 2.34 2.45 2.53
"Darius Jennings" "WR" 0.65 0.7 0.45 0.48 0.5 0.45 0.41 NA 0.19 0.48 0.44 0.48 0.41 0.46 0.42 0.44 0.45
"Darrell Daniels" "TE" 0.27 0.21 2.87 0 NA 2.42 NA 0.82 0.61 0.5 0.64 0.49 0.63 0.51 0.59 0.56 0.56
"Darren Fells" "TE" 1.48 1.33 2.14 2.99 2.29 3.17 2.55 2.01 2.69 2.78 NA 2.25 2.15 2.43 2.11 2.37 2.08
"Darren Sproles" "RB" 3.72 0 0 0 0 0 0 0 NA 1.55 3.93 4.3 4.1 2.9 4.62 3.08 3.81
"Darrius Heyward-Bey" "WR" 1.62 1.51 0.77 2.12 0 0 NA 0.36 0.59 0.76 0.69 0.72 0.77 0.82 0.71 0.74 0.7
"Davante Adams" "WR" 9.99 9.71 11.35 11.85 13.1 12.33 NA 12.43 10.76 13.99 9.73 10.18 10.29 12.71 11.44 9.86 13.01
"David Fales" "QB" 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0
"David Fluellen" "RB" 0.97 0.91 0 0 1.01 1.39 1.55 NA 0.19 0.27 0.24 0.25 0.26 0.27 0.24 0.28 0.26
"David Grinnage" "TE" NA NA NA NA NA NA 3.02 1.38 NA 3.58 1.56 1.31 1.75 1.48 1.76 1.52 1.42
"David Johnson" "RB" 18.44 14.9 11.35 10.72 14.08 10.57 10.87 12.74 NA 12.77 12.2 11.3 11.11 12.2 12.65 13.25 10.41
"David Moore" "WR" NA 0.63 1.67 1.31 0.48 3.76 NA 3.3 2.65 4.04 4.78 3.85 4.4 3.41 4.19 4.5 3.96
"David Morgan" "TE" 1.36 1.27 0 1.77 1.74 1.53 1.55 1.47 1.24 NA 1.27 1.53 1.59 1.47 1.43 1.39 1.33
"David Njoku" "TE" 4.12 5.14 4.43 5.89 5.83 6.44 7.19 7.31 7.54 7.31 NA 7.47 8.22 7.06 6.66 7.71 7.7
"David Williams" "RB" NA NA NA NA NA NA NA 0.57 NA 0.11 0.1 0.1 0.12 0.11 0.12 0.11 0.1
"De'Lance Turner" "RB" NA NA NA NA 0.94 1.37 1.4 1.19 0.87 NA 0.58 0.49 0.39 0.5 0.58 0.33 0.43
"DeAndre Carter" "WR" NA 0.81 0 0.76 0.78 0.66 0.43 0.32 NA 0 0 0 0 0 0 0 0
"DeAndre Hopkins" "WR" 14.98 12.4 13.01 14.53 15.31 14.46 11.41 15.01 12.6 NA 14.17 14.55 13.34 14.07 14.17 14.27 14.25
"DeAndre Washington" "RB" 0 0 0 0 0 0 NA 1.06 0.1 0.48 0.44 0.39 0.53 0.45 0.45 0.39 0.48
"Dede Westbrook" "WR" 4.79 4.34 4.82 4.5 6.16 6.09 6.42 5.6 NA 6.45 4.91 4.73 6.65 6.15 6.16 5.93 5.43
"Demarcus Robinson" "WR" 0.47 0.39 0.38 0.39 1.03 0.29 0.29 0.54 0.75 0.25 0.17 NA 0.19 0.28 0.2 0.26 0.2
"Demaryius Thomas" "WR" 8.73 9.74 8.51 8.78 7.92 8.7 7.66 9.38 8.28 NA 7.82 7.13 6.23 8.3 7.35 7 7.93
"Demetrius Harris" "TE" 0 1.86 2.97 1.95 2.81 1.97 2.23 3.79 3.25 3.29 2.82 NA 2.67 3.24 3.28 3.27 2.82
"Deontay Burnett" "WR" NA NA NA NA NA NA NA 0.98 0.55 0.37 NA 0.34 0.4 0.36 0.27 0.45 0.33
"Deonte Thompson" "WR" 1.87 2.28 3.68 3.49 3.36 2.71 1.07 NA 0.99 0.39 0.4 0.42 0.41 0.39 0.43 0.42 0.43
"Derek Anderson" "QB" NA NA NA NA NA 0 14.11 8.79 0 3.32 NA 0.35 0.32 0.35 0.32 0.3 0.34
"Derek Carr" "QB" 14.26 11.98 13.33 15.92 14.83 15.77 NA 15.57 16.38 17.31 14.71 13.58 17.27 15.78 16.49 15.89 16.21
"Derek Carrier" "TE" 1.01 1.18 1.37 1.6 1.24 1.09 NA 0.81 0.95 0.94 0.79 0.85 0.87 0.82 0.79 0.8 0.83
"Derek Watt" "RB" 0.75 0.72 0.74 0.91 1.04 0.56 1.94 NA 0.35 0.42 0.42 0.4 0.34 0.45 0.4 0.38 0.37
"Derrick Coleman" "RB" NA 0.28 0.18 0.24 0.2 0.2 0.23 0.21 NA 0.24 0.22 0.22 0.25 0.23 0.23 0.23 0.25
"Derrick Henry" "RB" 9.4 9.16 8.99 8.74 10.03 7.21 7.6 NA 5.89 5.65 4.54 4.39 5.55 5.74 5.59 4.96 5.06
"DeSean Jackson" "WR" 5.87 6.54 6.97 6.04 NA 7.25 6.61 6.64 7.53 6.05 7.34 6.76 6.24 7.26 8.87 8.06 8.21
"Deshaun Watson" "QB" 19.16 18.95 19.66 22.18 23.21 20.62 18.15 21.47 19.24 NA 19.91 24.09 19.31 21.89 18.94 20.1 19.52
"DeShone Kizer" "QB" 0.98 1.39 0.77 0.96 0.72 0.6 NA 0.15 0.17 0.2 0.16 0.15 0.13 0.2 0.15 0.16 0.2
"Detrez Newsome" "RB" NA NA 0.49 NA NA NA 1.17 NA 0 0.12 0.09 0.12 0.11 0.09 0.12 0.13 0.09
"DeVante Parker" "WR" 0 0 5.34 0 0 3.97 0 4.72 5.15 6.31 NA 5.17 7.15 7.32 7.7 6.93 6.95
"Devin Funchess" "WR" 7.9 7.73 8.26 NA 9.53 7.95 7.44 8.4 9.23 8.73 9.7 8.19 10.49 8.59 8.93 9.38 8.57
"Devontae Booker" "RB" 5.35 5.6 1.92 2.25 1.58 3.08 2.88 4.87 5.59 NA 3.91 3.97 3.73 4.23 3.3 3.7 4.14
"Dion Lewis" "RB" 6.85 8.04 8.89 8.45 8.28 8.42 7.42 NA 6.12 7.49 8.5 7.94 7.01 6.62 8.62 8.52 8.14
"Dion Sims" "TE" 2.15 2.48 1.06 2.06 NA 1.29 1.05 1.03 0.27 0.66 0.32 0.63 0.51 0.6 0.67 0.43 0.32
"DJ Moore" "WR" 5.19 4.31 3.41 NA 3.25 5.88 4.94 4.24 7.5 5.49 4.09 4.46 4.04 3.93 3.84 4.03 3.75
"Donte Moncrief" "WR" 4.45 4.17 6.04 5.71 5.69 6.78 5.55 5.52 NA 6.11 5.3 3.82 6.41 6.59 5.94 6.27 5.04
"Dontrell Hilliard" "RB" NA NA NA NA NA NA 0.58 0.58 0.33 0.23 NA 0.21 0.21 0.24 0.23 0.22 0.22
"Dontrelle Inman" "WR" NA NA NA NA NA NA 0.94 1.46 NA 2.05 2.79 2.84 2.02 2.55 2.43 2.84 2.7
"Doug Baldwin" "WR" 9.27 0 0 7.83 9.06 9.08 NA 7.45 7.96 8.07 9.02 8.3 9.3 8.32 8.84 7.91 9.73
"Doug Martin" "RB" 4.94 3.81 5.43 4.49 4.94 3.26 NA 6.55 7.26 8.17 8.19 6.94 8.94 8.33 7.72 7.9 8.22
"Drew Brees" "QB" 24.06 23.92 19.97 22.68 21.26 NA 19.45 22.63 23.12 22.13 22.15 23.92 23.78 24.84 19.91 23.09 21.17
"Drew Stanton" "QB" 0 0 0 0.96 0 0 0 0 0 0 NA 0 0 0 0 0 0
"Duke Johnson Jr." "RB" 7.5 6.42 4.67 6.12 4.55 4.83 8.44 5.21 6.04 6.84 NA 5.82 5.04 5.88 5.82 6.09 5.51
"Durham Smythe" "TE" NA NA NA NA 0.49 0.48 0.48 0.3 0.18 0.2 NA 0.2 0.16 0.18 0.14 0.16 0.15
"Dwayne Allen" "TE" 1.99 0.72 1.19 1.49 1.17 0.79 0.83 0.52 1.36 0.9 NA 0.51 0.42 0.94 0.8 0.52 0.53
"Dwayne Harris" "WR" 0.62 0 0.65 0.4 0.38 0.44 NA 0.38 0.14 0.32 0.38 0.47 0.42 0.35 0.26 0.34 0.41
"Dwayne Washington" "RB" NA NA NA 1.2 0.36 NA 0.23 0.18 0.09 0.09 0.09 0.13 0.11 0.11 0.11 0.12 0.12
"Ed Dickson" "TE" 0 0 0 0 0 0 NA 1.7 3.03 2.91 3.43 2.92 3.17 2.59 2.99 3.24 2.25
"Eli Manning" "QB" 10.9 15.42 15.64 18.07 13.7 14.69 18.5 16.16 NA 16.04 18.23 14.84 15.18 15.03 17.41 15.52 15.99
"Eli Rogers" "WR" 0 0 0 0 0 0.5 NA 0.52 0.59 0.76 0.69 0.72 0.77 0.82 0.71 0.74 0.7
