"Week" "Player" "range" "pts_all" "sacks" "INT" "fum" "SAF" "TD" "rnk" "max" "min" "std" "Var" "pts_all_grp" "pts_all_score" "yrds_est" "yrds_all_grp" "yrds_all_score" "Full_Proj"
"13" "Chiefs D/ST" "2.71-15.39" 20.97 2.59 1.21 0.91 0.06 0.21 "#26" 15.39 2.71 6.34 40.1956 5 0 339.044 4 0 8.21
"3" "Bears D/ST" "3.72-14.46" 16.01 2.44 1.09 0.49 0.02 0.26 "#32" 14.46 3.72 5.37 28.8369 4 1 313.252 4 0 8.2
"7" "Colts D/ST" "1.91-15.61" 20.87 2.51 1.13 0.76 0.04 0.3 "#31" 15.61 1.91 6.85 46.9225 5 0 338.524 4 0 8.17
"12" "Ravens D/ST" "3.68-15.92" 18.57 2.96 1.09 0.95 0.02 0.18 "#26" 15.92 3.68 6.12 37.4544 5 0 326.564 4 0 8.16
"2" "Vikings D/ST" "2.99-16.13" 18.67 2.35 1.34 0.8 0.04 0.24 "#10" 16.13 2.99 6.57 43.1649 5 0 327.084 4 0 8.15
"12" "Chargers D/ST" "5.53-14.27" 13.97 2.54 1.03 0.55 0.03 0.23 "#32" 14.27 5.53 4.37 19.0969 4 1 302.644 4 0 8.14
"4" "Jaguars D/ST" "4.01-14.65" 15.29 2.5 1.06 0.61 0.02 0.21 "#30" 14.65 4.01 5.32 28.3024 4 1 309.508 4 0 8.14
"1" "Steelers D/ST" "3.28-16.28" 18.21 2.46 1.16 0.82 0.02 0.28 "#27" 16.28 3.28 6.5 42.25 5 0 324.692 4 0 8.14
"8" "Patriots D/ST" "3.08-16.16" 18.51 2.79 1.26 0.64 0.02 0.25 "#31" 16.16 3.08 6.54 42.7716 5 0 326.252 4 0 8.13
"16" "Colts D/ST" "3.69-13.95" 20.56 2.75 1.13 0.81 0.02 0.24 "#20" 13.95 3.69 5.13 26.3169 5 0 336.912 4 0 8.11
"17" "Patriots D/ST" "4.08-14.90" 15.3 2.46 1.06 0.7 0.02 0.18 "#30" 14.9 4.08 5.41 29.2681 4 1 309.56 4 0 8.1
"12" "Cowboys D/ST" "3.33-14.67" 19.57 2.75 1.24 0.87 0.02 0.18 "#28" 14.67 3.33 5.67 32.1489 5 0 331.764 4 0 8.09
"15" "Falcons D/ST" "2.18-15.80" 20.36 2.78 1.32 0.76 0.09 0.16 "#32" 15.8 2.18 6.81 46.3761 5 0 335.872 4 0 8.08
"1" "Rams D/ST" "3.44-15.00" 20.04 2.72 1.18 0.8 0.04 0.22 "#26" 15 3.44 5.78 33.4084 5 0 334.208 4 0 8.08
"7" "Rams D/ST" "3.25-13.31" 22.79 2.2 1.34 0.74 0.07 0.26 "#25" 13.31 3.25 5.03 25.3009 5 0 348.508 4 0 8.06
"3" "Texans D/ST" "2.57-14.63" 22.06 2.56 0.95 0.79 0.04 0.32 "#20" 14.63 2.57 6.03 36.3609 5 0 344.712 4 0 8.04
"10" "Bears D/ST" "0.80-16.18" 22.08 2.73 0.83 0.63 0.02 0.39 "#19" 16.18 0.8 7.69 59.1361 5 0 344.816 4 0 8.03
"10" "Eagles D/ST" "1.67-15.13" 21.95 3.11 1.08 0.55 0.05 0.26 "#22" 15.13 1.67 6.73 45.2929 5 0 344.14 4 0 8.03
"6" "Vikings D/ST" "3.70-14.88" 18.58 2.78 1.18 0.86 0.04 0.18 "#32" 14.88 3.7 5.59 31.2481 5 0 326.616 4 0 8.02
"1" "Jets D/ST" "0.99-16.83" 21.84 2.3 1.09 0.8 0 0.32 "#19" 16.83 0.99 7.92 62.7264 5 0 343.568 4 0 8
"1" "Saints D/ST" "2.89-14.39" 22.48 2.3 1.02 0.94 0.04 0.28 "#11" 14.39 2.89 5.75 33.0625 5 0 346.896 4 0 7.98
"10" "Chargers D/ST" "2.94-14.68" 21.25 2.33 1.09 0.88 0.04 0.27 "#26" 14.68 2.94 5.87 34.4569 5 0 340.5 4 0 7.97
"17" "Bills D/ST" "2.52-15.54" 20.12 2.64 1.44 0.7 0.04 0.16 "#24" 15.54 2.52 6.51 42.3801 5 0 334.624 4 0 7.96
"6" "Bears D/ST" "3.67-14.19" 16.98 2.3 0.75 0.79 0.01 0.26 "#24" 14.19 3.67 5.26 27.6676 4 1 318.296 4 0 7.96
"8" "Eagles D/ST" "3.87-13.25" 17.11 2.46 1.04 0.53 0.05 0.21 "#29" 13.25 3.87 4.69 21.9961 4 1 318.972 4 0 7.96
"8" "Steelers D/ST" "3.14-14.30" 16.43 2.43 1.14 0.47 0.02 0.21 "#27" 14.3 3.14 5.58 31.1364 4 1 315.436 4 0 7.95
"17" "Cowboys D/ST" "3.51-15.27" 18.03 2.96 1.04 0.8 0.04 0.2 "#20" 15.27 3.51 5.88 34.5744 5 0 323.756 4 0 7.92
"16" "Cowboys D/ST" "2.15-14.35" 21.65 2.54 1.03 0.71 0.05 0.3 "#11" 14.35 2.15 6.1 37.21 5 0 342.58 4 0 7.92
"8" "Bears D/ST" "2.32-16.04" 17.71 2.7 0.79 0.89 0.02 0.3 "#30" 16.04 2.32 6.86 47.0596 5 0 322.092 4 0 7.9
"4" "Seahawks D/ST" "4.29-13.39" 15.66 2.24 0.94 0.67 0.02 0.23 "#32" 13.39 4.29 4.55 20.7025 4 1 311.432 4 0 7.88
"2" "Bears D/ST" "1.92-16.08" 19.47 2.38 1 0.78 0.06 0.3 "#9" 16.08 1.92 7.08 50.1264 5 0 331.244 4 0 7.86
"11" "Cardinals D/ST" "3.48-13.64" 16.92 2 1.15 0.54 0.03 0.23 "#26" 13.64 3.48 5.08 25.8064 4 1 317.984 4 0 7.82
"16" "Dolphins D/ST" "2.46-14.24" 21.94 3.22 1.14 0.69 0.05 0.14 "#29" 14.24 2.46 5.89 34.6921 5 0 344.088 4 0 7.82
"4" "Rams D/ST" "1.28-15.34" 22.92 2.5 1.2 0.63 0.02 0.27 "#23" 15.34 1.28 7.03 49.4209 5 0 349.184 4 0 7.82
"13" "Seahawks D/ST" "1.67-16.23" 20.94 2.9 1.07 0.63 0.04 0.24 "#25" 16.23 1.67 7.28 52.9984 5 0 338.888 4 0 7.82
"13" "Patriots D/ST" "2.13-13.93" 22.76 2.45 1.18 0.91 0 0.19 "#23" 13.93 2.13 5.9 34.81 5 0 348.352 4 0 7.77
"15" "Ravens D/ST" "1.35-16.37" 20.37 2.43 0.97 0.83 0.02 0.28 "#11" 16.37 1.35 7.51 56.4001 5 0 335.924 4 0 7.75
"16" "Bears D/ST" "3.31-14.09" 16.01 2.3 0.8 0.77 0.05 0.2 "#25" 14.09 3.31 5.39 29.0521 4 1 313.252 4 0 7.74
"7" "Chargers D/ST" "1.86-15.06" 21.68 2.46 1.02 0.78 0.06 0.26 "#18" 15.06 1.86 6.6 43.56 5 0 342.736 4 0 7.74
"13" "Eagles D/ST" "1.81-14.79" 22.34 2.66 1.04 0.53 0.04 0.31 "#28" 14.79 1.81 6.49 42.1201 5 0 346.168 4 0 7.74
"5" "Panthers D/ST" "3.73-13.83" 19.18 2.1 1.3 0.56 0.05 0.3 "#20" 13.83 3.73 5.05 25.5025 5 0 329.736 4 0 7.72
"5" "49ers D/ST" "3.00-13.78" 21.45 2.58 0.92 0.77 0.02 0.28 "#32" 13.78 3 5.39 29.0521 5 0 341.54 4 0 7.68
"13" "Dolphins D/ST" "2.75-14.35" 20.15 2.54 1.07 0.68 0.04 0.26 "#31" 14.35 2.75 5.8 33.64 5 0 334.78 4 0 7.68
"16" "Browns D/ST" "2.98-14.50" 19.25 2.38 1.2 0.7 0.04 0.23 "#21" 14.5 2.98 5.76 33.1776 5 0 330.1 4 0 7.64
"13" "Rams D/ST" "3.94-12.98" 22.39 2.51 1.36 0.64 0.02 0.18 "#19" 12.98 3.94 4.52 20.4304 5 0 346.428 4 0 7.63
"12" "Jaguars D/ST" "3.17-14.13" 16.4 2.06 0.97 0.54 0.02 0.25 "#31" 14.13 3.17 5.48 30.0304 4 1 315.28 4 0 7.62
"14" "Patriots D/ST" "3.20-14.16" 19.65 2.06 0.89 0.88 0.02 0.33 "#24" 14.16 3.2 5.48 30.0304 5 0 332.18 4 0 7.62
"10" "Patriots D/ST" "1.30-14.80" 22.56 2.61 1.14 0.89 0.05 0.14 "#18" 14.8 1.3 6.75 45.5625 5 0 347.312 4 0 7.61
"2" "Bengals D/ST" "2.91-14.19" 19.99 2.4 1.14 0.66 0.02 0.26 "#16" 14.19 2.91 5.64 31.8096 5 0 333.948 4 0 7.6
"8" "Texans D/ST" "2.05-14.87" 21.19 2.95 0.89 0.71 0 0.24 "#24" 14.87 2.05 6.41 41.0881 5 0 340.188 4 0 7.59
"15" "Jaguars D/ST" "2.15-16.23" 18.37 2.93 1.22 0.6 0.05 0.15 "#28" 16.23 2.15 7.04 49.5616 5 0 325.524 4 0 7.57
"1" "Titans D/ST" "3.59-14.83" 17.91 2.76 0.86 0.78 0.04 0.24 "#24" 14.83 3.59 5.62 31.5844 5 0 323.132 4 0 7.56
"6" "Packers D/ST" "1.53-16.15" 23.83 2.56 1.52 0.9 0.03 0.18 "#25" 16.15 1.53 7.31 53.4361 5 0 353.916 5 -1 7.54
"1" "Patriots D/ST" "2.39-13.99" 21.84 2.42 1.12 0.7 0.02 0.24 "#12" 13.99 2.39 5.8 33.64 5 0 343.568 4 0 7.54
"11" "Chargers D/ST" "2.04-15.10" 25.84 3.1 1.16 0.65 0 0.3 "#17" 15.1 2.04 6.53 42.6409 5 0 364.368 5 -1 7.52
"3" "Chiefs D/ST" "1.66-13.94" 22.72 2.41 1.07 0.66 0.04 0.26 "#25" 13.94 1.66 6.14 37.6996 5 0 348.144 4 0 7.51
"15" "Bears D/ST" "1.57-15.27" 21.08 2.18 1.33 0.62 0.05 0.22 "#10" 15.27 1.57 6.85 46.9225 5 0 339.616 4 0 7.5
"16" "Chargers D/ST" "1.63-14.33" 22.26 2.96 1.18 0.66 0.07 0.12 "#16" 14.33 1.63 6.35 40.3225 5 0 345.752 4 0 7.5
"9" "Cowboys D/ST" "2.36-14.88" 19.03 2.36 0.87 0.81 0.02 0.29 "#18" 14.88 2.36 6.26 39.1876 5 0 328.956 4 0 7.5
"17" "Redskins D/ST" "1.71-14.01" 22.86 2.62 0.96 0.62 0.02 0.28 "#15" 14.01 1.71 6.15 37.8225 5 0 348.872 4 0 7.5
"11" "Texans D/ST" "2.85-13.65" 21.11 2.66 1.17 0.73 0.04 0.16 "#28" 13.65 2.85 5.4 29.16 5 0 339.772 4 0 7.5
"11" "Ravens D/ST" "0.69-16.59" 19.43 2.59 0.86 0.81 0.06 0.24 "#21" 16.59 0.69 7.95 63.2025 5 0 331.036 4 0 7.49
"5" "Rams D/ST" "2.54-13.94" 20.34 2.14 1.26 0.71 0.04 0.22 "#9" 13.94 2.54 5.7 32.49 5 0 335.768 4 0 7.48
"13" "Saints D/ST" "1.33-14.55" 22.47 2.76 0.93 0.78 0.07 0.19 "#22" 14.55 1.33 6.61 43.6921 5 0 346.844 4 0 7.46
"13" "Colts D/ST" "2.70-12.96" 22.66 2.71 0.87 0.91 0.05 0.18 "#29" 12.96 2.7 5.13 26.3169 5 0 347.832 4 0 7.45
"4" "Chargers D/ST" "0.96-16.42" 24.07 3.22 1.34 0.55 0.03 0.23 "#25" 16.42 0.96 7.73 59.7529 5 0 355.164 5 -1 7.44
"14" "Steelers D/ST" "2.53-14.73" 19.64 2.62 1.04 0.72 0.02 0.21 "#26" 14.73 2.53 6.1 37.21 5 0 332.128 4 0 7.44
"12" "Eagles D/ST" "2.06-14.12" 21.74 2.52 1.01 0.71 0.02 0.24 "#20" 14.12 2.06 6.03 36.3609 5 0 343.048 4 0 7.44
"6" "Rams D/ST" "2.86-13.60" 21.09 2.1 1.3 0.61 0.1 0.22 "#17" 13.6 2.86 5.37 28.8369 5 0 339.668 4 0 7.44
"15" "Seahawks D/ST" "3.36-13.40" 17.44 2.18 0.91 0.62 0.08 0.17 "#25" 13.4 3.36 5.02 25.2004 4 1 320.688 4 0 7.42
"12" "Saints D/ST" "-0.46-16.66" 26.03 2.9 1.16 0.99 0.03 0.19 "#8" 16.66 -0.46 8.56 73.2736 5 0 365.356 5 -1 7.4
"15" "Vikings D/ST" "2.37-15.23" 19.13 2.28 1 0.76 0.02 0.26 "#24" 15.23 2.37 6.43 41.3449 5 0 329.476 4 0 7.4
"6" "Panthers D/ST" "1.69-13.67" 22.14 2.31 1.01 0.6 0.02 0.3 "#28" 13.67 1.69 5.99 35.8801 5 0 345.128 4 0 7.37
"16" "Vikings D/ST" "3.52-14.20" 18.22 2.34 1.04 0.52 0.05 0.3 "#19" 14.2 3.52 5.34 28.5156 5 0 324.744 4 0 7.36
"5" "Patriots D/ST" "1.59-15.93" 23.08 2.8 1.45 0.88 0.02 0.14 "#7" 15.93 1.59 7.17 51.4089 5 0 350.016 5 -1 7.34
"17" "Rams D/ST" "3.65-14.13" 17.82 2.28 1.24 0.7 0.04 0.18 "#25" 14.13 3.65 5.24 27.4576 5 0 322.664 4 0 7.32
"3" "Panthers D/ST" "2.08-14.36" 20.15 2.03 1 0.72 0.05 0.29 "#21" 14.36 2.08 6.14 37.6996 5 0 334.78 4 0 7.31
"7" "Eagles D/ST" "2.12-14.40" 21.05 2.56 1.08 0.54 0.06 0.23 "#13" 14.4 2.12 6.14 37.6996 5 0 339.46 4 0 7.3
"2" "Raiders D/ST" "1.81-13.99" 20.89 2.5 0.86 0.7 0 0.28 "#17" 13.99 1.81 6.09 37.0881 5 0 338.628 4 0 7.3
"8" "Rams D/ST" "3.06-12.56" 22.42 2.71 1.1 0.51 0.02 0.22 "#10" 12.56 3.06 4.75 22.5625 5 0 346.584 4 0 7.29
"7" "Cowboys D/ST" "1.60-14.26" 21.94 3.05 0.73 0.92 0.04 0.14 "#28" 14.26 1.6 6.33 40.0689 5 0 344.088 4 0 7.27
"5" "Titans D/ST" "2.59-15.03" 19.65 2.61 0.73 0.86 0.07 0.22 "#31" 15.03 2.59 6.22 38.6884 5 0 332.18 4 0 7.25
"13" "Broncos D/ST" "2.88-13.34" 20.81 2.55 1.2 0.65 0.02 0.16 "#21" 13.34 2.88 5.23 27.3529 5 0 338.212 4 0 7.25
"12" "Steelers D/ST" "2.53-13.09" 21.74 2.49 1.34 0.35 0.02 0.22 "#17" 13.09 2.53 5.28 27.8784 5 0 343.048 4 0 7.23
"5" "Bengals D/ST" "3.70-13.00" 19.21 2.21 1.08 0.97 0.04 0.14 "#24" 13 3.7 4.65 21.6225 5 0 329.892 4 0 7.23
"14" "Panthers D/ST" "0.93-14.03" 22.97 2.48 0.98 0.55 0 0.28 "#27" 14.03 0.93 6.55 42.9025 5 0 349.444 4 0 7.22
"17" "Eagles D/ST" "2.18-13.48" 21.5 2.12 1.1 0.68 0.04 0.24 "#28" 13.48 2.18 5.65 31.9225 5 0 341.8 4 0 7.2
"15" "Bills D/ST" "3.23-13.71" 19.16 2.18 1.2 0.58 0.04 0.23 "#19" 13.71 3.23 5.24 27.4576 5 0 329.632 4 0 7.2
"3" "Browns D/ST" "2.86-13.58" 20.76 2.78 0.77 0.73 0.02 0.23 "#30" 13.58 2.86 5.36 28.7296 5 0 337.952 4 0 7.2
"9" "Dolphins D/ST" "1.23-15.11" 20.99 2.36 1.02 0.71 0 0.23 "#30" 15.11 1.23 6.94 48.1636 5 0 339.148 4 0 7.2
"8" "Colts D/ST" "1.60-13.62" 22.76 2.18 0.92 0.84 0.02 0.24 "#26" 13.62 1.6 6.01 36.1201 5 0 348.352 4 0 7.18
"8" "Redskins D/ST" "2.53-13.07" 21.81 2.71 0.93 0.71 0.02 0.19 "#20" 13.07 2.53 5.27 27.7729 5 0 343.412 4 0 7.17
"2" "Cowboys D/ST" "1.69-14.73" 20.48 2.27 1.34 0.72 0.02 0.12 "#20" 14.73 1.69 6.52 42.5104 5 0 336.496 4 0 7.15
"9" "Vikings D/ST" "0.90-15.12" 25.45 2.91 1.4 0.89 0.03 0.1 "#19" 15.12 0.9 7.11 50.5521 5 0 362.34 5 -1 7.15
"2" "Eagles D/ST" "1.88-15.58" 18.59 2.42 1 0.78 0.04 0.18 "#11" 15.58 1.88 6.85 46.9225 5 0 326.668 4 0 7.14
"12" "Panthers D/ST" "-0.66-16.46" 30.77 3.7 0.98 1.11 0.06 0.19 "#9" 16.46 -0.66 8.56 73.2736 6 -1 390.004 5 -1 7.14
"16" "Packers D/ST" "1.67-13.65" 21.43 2.26 0.9 0.78 0.04 0.24 "#30" 13.65 1.67 5.99 35.8801 5 0 341.436 4 0 7.14
"15" "Colts D/ST" "1.95-13.09" 26.17 3.29 0.67 1.14 0 0.2 "#22" 13.09 1.95 5.57 31.0249 5 0 366.084 5 -1 7.11
"14" "Chiefs D/ST" "-0.75-17.13" 23.99 2.72 1.24 0.94 0.03 0.16 "#16" 17.13 -0.75 8.94 79.9236 5 0 354.748 5 -1 7.1
"11" "Panthers D/ST" "-0.14-15.80" 26.29 2.97 1.2 0.64 0.03 0.23 "#19" 15.8 -0.14 7.97 63.5209 5 0 366.708 5 -1 7.09
"9" "Ravens D/ST" "2.24-13.02" 22.74 1.74 1.22 0.71 0.02 0.24 "#6" 13.02 2.24 5.39 29.0521 5 0 348.248 4 0 7.08
"14" "Saints D/ST" "0.63-16.07" 23.92 2.28 1.25 0.88 0.05 0.24 "#11" 16.07 0.63 7.72 59.5984 5 0 354.384 5 -1 7.08
"7" "Broncos D/ST" "4.04-11.70" 16.19 1.99 0.87 0.51 0.03 0.21 "#32" 11.7 4.04 3.83 14.6689 4 1 314.188 4 0 7.07
"3" "Ravens D/ST" "4.17-13.25" 13.94 1.93 0.96 0.39 0.04 0.22 "#17" 13.25 4.17 4.54 20.6116 4 1 302.488 4 0 7.03
"12" "Vikings D/ST" "2.11-13.59" 21.67 2.55 1.26 0.7 0.04 0.08 "#10" 13.59 2.11 5.74 32.9476 5 0 342.684 4 0 7.03
"4" "Lions D/ST" "1.94-12.68" 22.93 2.41 1.07 0.63 0 0.2 "#22" 12.68 1.94 5.37 28.8369 5 0 349.236 4 0 7.01
"2" "Cardinals D/ST" "1.86-13.04" 22.9 2.2 1.12 0.66 0.02 0.2 "#4" 13.04 1.86 5.59 31.2481 5 0 349.08 4 0 7
"2" "Ravens D/ST" "2.66-14.68" 18.21 2.36 1.04 0.68 0.06 0.18 "#21" 14.68 2.66 6.01 36.1201 5 0 324.692 4 0 7
"14" "Giants D/ST" "2.21-14.43" 23.39 2.23 1.34 0.72 0.04 0.26 "#28" 14.43 2.21 6.11 37.3321 5 0 351.628 5 -1 6.99
"9" "Raiders D/ST" "1.96-13.90" 25.2 3.03 0.95 1.11 0.03 0.13 "#25" 13.9 1.96 5.97 35.6409 5 0 361.04 5 -1 6.99
"12" "Texans D/ST" "1.01-15.45" 24.64 2.62 0.9 0.8 0.05 0.31 "#18" 15.45 1.01 7.22 52.1284 5 0 358.128 5 -1 6.98
"1" "Lions D/ST" "2.34-14.12" 20.43 2.3 1.16 0.74 0.02 0.14 "#30" 14.12 2.34 5.89 34.6921 5 0 336.236 4 0 6.98
"9" "Redskins D/ST" "0.65-14.41" 25.57 2.5 0.89 1.13 0.03 0.23 "#8" 14.41 0.65 6.88 47.3344 5 0 362.964 5 -1 6.98
"12" "Bengals D/ST" "3.15-12.25" 20.67 2.11 1.09 0.56 0.09 0.23 "#27" 12.25 3.15 4.55 20.7025 5 0 337.484 4 0 6.97
"2" "Titans D/ST" "2.19-12.69" 22.53 2.68 0.88 0.7 0.02 0.18 "#12" 12.69 2.19 5.25 27.5625 5 0 347.156 4 0 6.96
"15" "Broncos D/ST" "2.57-13.11" 20.31 2 1.14 0.63 0.05 0.22 "#27" 13.11 2.57 5.27 27.7729 5 0 335.612 4 0 6.96
"3" "Rams D/ST" "-0.99-16.57" 25.75 2.44 1.4 0.7 0 0.22 "#3" 16.57 -0.99 8.78 77.0884 5 0 363.9 5 -1 6.96
"4" "Texans D/ST" "2.11-12.63" 22.54 2.45 0.81 0.85 0.02 0.19 "#7" 12.63 2.11 5.26 27.6676 5 0 347.208 4 0 6.95
"9" "Chiefs D/ST" "2.77-13.65" 19.43 2.43 0.96 0.59 0.08 0.21 "#27" 13.65 2.77 5.44 29.5936 5 0 331.036 4 0 6.95
"3" "Patriots D/ST" "2.01-13.89" 19.75 2.08 1.07 0.54 0.04 0.26 "#19" 13.89 2.01 5.94 35.2836 5 0 332.7 4 0 6.94
"8" "49ers D/ST" "2.78-14.04" 18.21 2.21 0.84 0.71 0.03 0.26 "#32" 14.04 2.78 5.63 31.6969 5 0 324.692 4 0 6.93
"3" "Jets D/ST" "3.81-12.03" 16.64 1.83 0.8 0.63 0.05 0.19 "#27" 12.03 3.81 4.11 16.8921 4 1 316.528 4 0 6.93
"13" "Bears D/ST" "3.18-13.88" 17.61 2 0.96 0.73 0.07 0.23 "#20" 13.88 3.18 5.35 28.6225 5 0 321.572 4 0 6.9
