"Week" "Player" "range" "FGM" "FGA" "XPM" "XPA" "proj" "rnk" "XP_miss" "FG_miss" "Full_Proj" "max" "min" "std" "Var"
"9" "Graham Gano" "5.55-12.71" 1.69 1.81 3.42 3.46 9.13 "#28" 0.04 0.12 8.73 12.71 5.55 3.58 12.8164
"10" "Stephen Gostkowski" "5.54-13.12" 1.91 2.08 2.76 2.86 9.33 "#24" 0.1 0.17 8.72 13.12 5.54 3.79 14.3641
"11" "Graham Gano" "4.97-13.21" 1.69 1.81 3.3 3.32 9.09 "#31" 0.02 0.12 8.71 13.21 4.97 4.12 16.9744
"5" "Justin Tucker" "4.69-14.05" 1.93 2.14 2.51 2.54 9.37 "#1" 0.0300000000000002 0.21 8.71 14.05 4.69 4.68 21.9024
"4" "Wil Lutz" "5.47-13.31" 1.93 2.14 2.98 3.04 9.39 "#25" 0.0600000000000001 0.21 8.7 13.31 5.47 3.92 15.3664
"13" "Brett Maher" "5.60-13.74" 1.99 2.32 2.88 2.9 9.67 "#29" 0.02 0.33 8.66 13.74 5.6 4.07 16.5649
"12" "Matt Bryant" "4.57-13.61" 1.71 1.83 2.91 2.99 9.09 "#29" 0.0800000000000001 0.12 8.65 13.61 4.57 4.52 20.4304
"16" "Sebastian Janikowski" "4.95-14.13" 1.87 2.14 3.14 3.24 9.54 "#30" 0.1 0.27 8.63 14.13 4.95 4.59 21.0681
"9" "Wil Lutz" "6.55-13.37" 2.02 2.43 3.15 3.27 9.96 "#14" 0.12 0.41 8.61 13.37 6.55 3.41 11.6281
"2" "Matt Bryant" "5.13-13.31" 1.9 2.11 2.46 2.46 9.22 "#17" 0 0.21 8.59 13.31 5.13 4.09 16.7281
"5" "Stephen Gostkowski" "5.42-14.16" 2.01 2.41 2.82 2.82 9.79 "#18" 0 0.4 8.59 14.16 5.42 4.37 19.0969
"16" "Wil Lutz" "5.49-14.13" 2.14 2.51 2.54 2.66 9.81 "#9" 0.12 0.37 8.58 14.13 5.49 4.32 18.6624
"9" "Robbie Gould" "4.71-13.79" 1.91 2.12 2.71 2.75 9.25 "#27" 0.04 0.21 8.58 13.79 4.71 4.54 20.6116
"17" "Wil Lutz" "6.00-13.30" 1.94 2.27 3.19 3.29 9.65 "#17" 0.1 0.33 8.56 13.3 6 3.65 13.3225
"3" "Wil Lutz" "5.11-12.95" 1.69 1.83 3.28 3.35 9.03 "#32" 0.0700000000000003 0.14 8.54 12.95 5.11 3.92 15.3664
"14" "Robbie Gould" "3.83-14.33" 1.93 2.1 2.2 2.24 9.08 "#11" 0.04 0.17 8.53 14.33 3.83 5.25 27.5625
"12" "Wil Lutz" "5.49-13.01" 1.63 1.85 3.67 3.75 9.25 "#32" 0.0800000000000001 0.22 8.51 13.01 5.49 3.76 14.1376
"4" "Josh Lambo" "3.22-15.38" 2.08 2.35 2.8 2.8 9.3 "#3" 0 0.27 8.49 15.38 3.22 6.08 36.9664
"6" "Stephen Gostkowski" "5.38-13.36" 1.78 2.06 3.38 3.42 9.37 "#30" 0.04 0.28 8.49 13.36 5.38 3.99 15.9201
"7" "Robbie Gould" "4.67-12.63" 1.86 1.91 1.89 1.91 8.65 "#14" 0.02 0.0499999999999998 8.48 12.63 4.67 3.98 15.8404
"4" "Justin Tucker" "4.51-13.79" 1.99 2.21 2.64 2.66 9.15 "#9" 0.02 0.22 8.47 13.79 4.51 4.64 21.5296
"3" "Justin Tucker" "3.96-14.84" 2.06 2.36 1.81 1.86 9.4 "#11" 0.05 0.3 8.45 14.84 3.96 5.44 29.5936
"1" "Matt Prater" "4.73-13.83" 2.06 2.34 2.37 2.37 9.28 "#3" 0 0.28 8.44 13.83 4.73 4.55 20.7025
"4" "Stephen Gostkowski" "4.79-14.07" 2.15 2.47 2.1 2.13 9.43 "#26" 0.0299999999999998 0.32 8.44 14.07 4.79 4.64 21.5296
"5" "Wil Lutz" "5.25-13.33" 1.9 2.16 2.82 2.9 9.29 "#15" 0.0800000000000001 0.26 8.43 13.33 5.25 4.04 16.3216
"1" "Josh Lambo" "4.56-13.28" 2.02 2.18 2.01 2.03 8.92 "#25" 0.02 0.16 8.42 13.28 4.56 4.36 19.0096
"4" "Matt Bryant" "4.63-14.27" 1.74 2.07 2.85 2.9 9.45 "#20" 0.0499999999999998 0.33 8.41 14.27 4.63 4.82 23.2324
"3" "Graham Gano" "4.58-13.80" 1.9 2.16 2.68 2.7 9.19 "#20" 0.02 0.26 8.39 13.8 4.58 4.61 21.2521
"1" "Stephen Gostkowski" "5.52-13.12" 1.8 2.08 3.2 3.31 9.32 "#19" 0.11 0.28 8.37 13.12 5.52 3.8 14.44
"3" "Matt Bryant" "4.37-14.39" 1.81 2.14 2.87 2.91 9.38 "#29" 0.04 0.33 8.35 14.39 4.37 5.01 25.1001
"11" "Brett Maher" "5.28-13.66" 2.02 2.39 2.62 2.64 9.47 "#32" 0.02 0.37 8.34 13.66 5.28 4.19 17.5561
"13" "Sebastian Janikowski" "4.62-13.44" 1.85 2.06 2.65 2.71 9.03 "#21" 0.0600000000000001 0.21 8.34 13.44 4.62 4.41 19.4481
"16" "Justin Tucker" "5.19-12.91" 1.98 2.22 2.39 2.39 9.05 "#22" 0 0.24 8.33 12.91 5.19 3.86 14.8996
"5" "Matt Bryant" "5.52-12.28" 1.73 1.92 2.9 2.9 8.9 "#9" 0 0.19 8.33 12.28 5.52 3.38 11.4244
"10" "Wil Lutz" "6.09-12.99" 1.94 2.31 3.05 3.15 9.54 "#20" 0.1 0.37 8.33 12.99 6.09 3.45 11.9025
"4" "Caleb Sturgis" "5.02-12.76" 1.64 1.83 3.5 3.51 8.89 "#21" 0.00999999999999979 0.19 8.31 12.76 5.02 3.87 14.9769
"17" "Robbie Gould" "4.18-13.56" 1.94 2.12 2.1 2.12 8.87 "#14" 0.02 0.18 8.31 13.56 4.18 4.69 21.9961
"3" "Harrison Butker" "5.45-13.07" 1.94 2.26 2.87 2.87 9.26 "#21" 0 0.32 8.3 13.07 5.45 3.81 14.5161
"12" "Robbie Gould" "4.56-13.20" 1.82 2.01 2.62 2.66 8.88 "#28" 0.04 0.19 8.27 13.2 4.56 4.32 18.6624
"1" "Graham Gano" "4.23-13.69" 1.89 2.1 2.42 2.48 8.96 "#8" 0.0600000000000001 0.21 8.27 13.69 4.23 4.73 22.3729
"8" "Harrison Butker" "4.84-14.06" 1.85 2.22 3.23 3.3 9.45 "#11" 0.0699999999999998 0.37 8.27 14.06 4.84 4.61 21.2521
"15" "Graham Gano" "5.25-12.11" 1.52 1.65 3.43 3.47 8.68 "#29" 0.04 0.13 8.25 12.11 5.25 3.43 11.7649
"13" "Josh Lambo" "3.93-13.87" 1.95 2.16 2.23 2.25 8.9 "#18" 0.02 0.21 8.25 13.87 3.93 4.97 24.7009
"14" "Josh Lambo" "4.05-13.51" 1.97 2.14 2.08 2.1 8.78 "#24" 0.02 0.17 8.25 13.51 4.05 4.73 22.3729
"7" "Stephen Gostkowski" "4.58-13.20" 1.76 1.96 2.87 2.91 8.89 "#7" 0.04 0.2 8.25 13.2 4.58 4.31 18.5761
"12" "Justin Tucker" "4.93-12.85" 1.75 1.96 2.98 3 8.89 "#27" 0.02 0.21 8.24 12.85 4.93 3.96 15.6816
"2" "Cody Parkey" "4.70-13.40" 2.02 2.29 1.73 1.73 9.05 "#4" 0 0.27 8.24 13.4 4.7 4.35 18.9225
"13" "Graham Gano" "5.25-12.01" 1.59 1.71 3.23 3.27 8.63 "#28" 0.04 0.12 8.23 12.01 5.25 3.38 11.4244
"17" "Stephen Hauschka" "4.52-13.08" 1.95 2.14 2.08 2.1 8.8 "#26" 0.02 0.19 8.21 13.08 4.52 4.28 18.3184
"11" "Cody Parkey" "5.30-12.38" 1.89 2.08 2.3 2.36 8.84 "#12" 0.0600000000000001 0.19 8.21 12.38 5.3 3.54 12.5316
"17" "Brandon McManus" "4.94-13.52" 1.85 2.18 2.92 2.96 9.23 "#22" 0.04 0.33 8.2 13.52 4.94 4.29 18.4041
"17" "Harrison Butker" "5.92-12.58" 1.76 2.09 3.49 3.56 9.25 "#27" 0.0699999999999998 0.33 8.19 12.58 5.92 3.33 11.0889
"16" "Jason Myers" "4.35-14.03" 2.03 2.34 2.24 2.32 9.19 "#23" 0.0799999999999996 0.31 8.18 14.03 4.35 4.84 23.4256
"6" "Josh Lambo" "3.92-13.90" 1.71 1.94 2.84 2.88 8.91 "#8" 0.04 0.23 8.18 13.9 3.92 4.99 24.9001
"3" "Jake Elliott" "4.22-12.88" 1.57 1.69 3.19 3.23 8.55 "#18" 0.04 0.12 8.15 12.88 4.22 4.33 18.7489
"17" "Stephen Gostkowski" "4.94-12.66" 1.75 1.95 2.77 2.82 8.8 "#3" 0.0499999999999998 0.2 8.15 12.66 4.94 3.86 14.8996
"2" "Jake Elliott" "4.53-13.19" 1.81 2.03 2.75 2.8 8.86 "#28" 0.0499999999999998 0.22 8.15 13.19 4.53 4.33 18.7489
"5" "Randy Bullock" "4.43-14.09" 1.89 2.24 3.31 3.37 9.26 "#26" 0.0600000000000001 0.35 8.15 14.09 4.43 4.83 23.3289
"11" "Wil Lutz" "4.68-14.18" 2.04 2.43 2.46 2.58 9.43 "#13" 0.12 0.39 8.14 14.18 4.68 4.75 22.5625
"9" "Brandon McManus" "4.58-13.92" 1.96 2.31 2.65 2.71 9.25 "#19" 0.0600000000000001 0.35 8.14 13.92 4.58 4.67 21.8089
"5" "Caleb Sturgis" "5.26-11.76" 1.7 1.82 2.74 2.76 8.51 "#27" 0.0199999999999996 0.12 8.13 11.76 5.26 3.25 10.5625
"2" "Chris Boswell" "5.20-13.44" 1.91 2.27 2.63 2.75 9.32 "#30" 0.12 0.36 8.12 13.44 5.2 4.12 16.9744
"7" "Josh Lambo" "3.93-13.69" 1.85 2.04 2.64 2.76 8.81 "#19" 0.12 0.19 8.12 13.69 3.93 4.88 23.8144
"9" "Sebastian Janikowski" "4.60-13.32" 1.86 2.12 2.71 2.77 8.96 "#22" 0.0600000000000001 0.26 8.12 13.32 4.6 4.36 19.0096
"10" "Cody Parkey" "4.48-14.40" 1.73 2.16 3.31 3.35 9.44 "#31" 0.04 0.43 8.11 14.4 4.48 4.96 24.6016
"15" "Cody Parkey" "4.96-14.00" 1.88 2.33 3 3.02 9.48 "#23" 0.02 0.45 8.11 14 4.96 4.52 20.4304
"9" "Brett Maher" "4.99-13.07" 1.83 2.14 2.74 2.74 9.03 "#24" 0 0.31 8.1 13.07 4.99 4.04 16.3216
"4" "Harrison Butker" "4.46-13.44" 1.64 1.91 2.6 2.65 8.95 "#11" 0.0499999999999998 0.27 8.09 13.44 4.46 4.49 20.1601
"14" "Matt Bryant" "4.41-12.79" 1.65 1.81 2.71 2.74 8.6 "#23" 0.0300000000000002 0.16 8.09 12.79 4.41 4.19 17.5561
"13" "Stephen Gostkowski" "4.55-12.89" 1.73 1.92 2.84 2.9 8.72 "#12" 0.0600000000000001 0.19 8.09 12.89 4.55 4.17 17.3889
"15" "Wil Lutz" "5.67-12.57" 1.83 2.14 3.01 3.11 9.12 "#17" 0.1 0.31 8.09 12.57 5.67 3.45 11.9025
"14" "Caleb Sturgis" "5.28-13.38" 1.73 2.12 3.32 3.41 9.33 "#20" 0.0900000000000003 0.39 8.07 13.38 5.28 4.05 16.4025
"16" "Josh Lambo" "4.10-13.10" 1.91 2.09 2.08 2.08 8.6 "#26" 0 0.18 8.06 13.1 4.1 4.5 20.25
"3" "Robbie Gould" "3.50-14.04" 1.75 1.98 2.62 2.67 8.77 "#30" 0.0499999999999998 0.23 8.03 14.04 3.5 5.27 27.7729
"1" "Jake Elliott" "5.07-12.49" 1.91 2.13 2.33 2.42 8.78 "#32" 0.0899999999999999 0.22 8.03 12.49 5.07 3.71 13.7641
"1" "Chris Boswell" "4.84-12.52" 1.78 1.98 2.57 2.66 8.68 "#1" 0.0900000000000003 0.2 7.99 12.52 4.84 3.84 14.7456
"6" "Cody Parkey" "3.54-14.54" 1.98 2.32 2.37 2.41 9.04 "#26" 0.04 0.34 7.98 14.54 3.54 5.5 30.25
"11" "Sebastian Janikowski" "4.11-13.33" 1.73 1.94 2.78 2.9 8.72 "#23" 0.12 0.21 7.97 13.33 4.11 4.61 21.2521
"9" "Dustin Hopkins" "3.97-14.11" 1.67 2.02 2.92 2.94 9.04 "#32" 0.02 0.35 7.97 14.11 3.97 5.07 25.7049
"14" "Chandler Catanzaro" "4.94-12.96" 1.75 2.08 3.02 3.02 8.95 "#29" 0 0.33 7.96 12.96 4.94 4.01 16.0801
"15" "Josh Lambo" "4.07-13.19" 1.86 2.08 2.24 2.26 8.63 "#15" 0.0199999999999996 0.22 7.95 13.19 4.07 4.56 20.7936
"15" "Randy Bullock" "5.28-13.48" 1.87 2.32 2.82 2.9 9.38 "#27" 0.0800000000000001 0.45 7.95 13.48 5.28 4.1 16.81
"7" "Justin Tucker" "5.22-12.60" 1.95 2.26 2.38 2.42 8.91 "#29" 0.04 0.31 7.94 12.6 5.22 3.69 13.6161
"15" "Greg Zuerlein" "5.79-11.87" 1.68 1.95 3.06 3.14 8.83 "#13" 0.0800000000000001 0.27 7.94 11.87 5.79 3.04 9.2416
"11" "Matt Bryant" "3.22-14.20" 1.83 2.07 2.22 2.3 8.71 "#8" 0.0799999999999996 0.24 7.91 14.2 3.22 5.49 30.1401
"16" "Caleb Sturgis" "4.28-12.48" 1.68 1.82 2.85 2.91 8.38 "#2" 0.0600000000000001 0.14 7.9 12.48 4.28 4.1 16.81
"6" "Ka'imi Fairbairn" "4.32-13.74" 1.87 2.24 2.78 2.8 9.03 "#6" 0.02 0.37 7.9 13.74 4.32 4.71 22.1841
"8" "Sebastian Janikowski" "4.65-13.07" 1.81 2.1 2.62 2.72 8.86 "#31" 0.1 0.29 7.89 13.07 4.65 4.21 17.7241
"15" "Sebastian Janikowski" "4.37-12.71" 1.75 1.95 2.51 2.56 8.54 "#21" 0.0500000000000003 0.2 7.89 12.71 4.37 4.17 17.3889
"3" "Cody Parkey" "4.11-13.99" 2.05 2.44 1.58 1.58 9.05 "#10" 0 0.39 7.88 13.99 4.11 4.94 24.4036
"6" "Graham Gano" "3.90-13.82" 1.79 2.11 2.84 2.86 8.86 "#15" 0.02 0.32 7.88 13.82 3.9 4.96 24.6016
"16" "Stephen Gostkowski" "4.60-12.44" 1.67 1.87 2.79 2.83 8.52 "#6" 0.04 0.2 7.88 12.44 4.6 3.92 15.3664
"7" "Brett Maher" "3.56-13.92" 1.76 2.03 2.74 2.8 8.74 "#15" 0.0599999999999996 0.27 7.87 13.92 3.56 5.18 26.8324
"13" "Justin Tucker" "5.05-12.05" 1.71 1.94 2.76 2.76 8.55 "#32" 0 0.23 7.86 12.05 5.05 3.5 12.25
"1" "Robbie Gould" "3.62-13.50" 1.84 2.06 1.96 2 8.56 "#12" 0.04 0.22 7.86 13.5 3.62 4.94 24.4036
"5" "Chris Boswell" "5.04-13.88" 1.93 2.42 3.28 3.42 9.46 "#32" 0.14 0.49 7.85 13.88 5.04 4.42 19.5364
"14" "Mason Crosby" "4.20-13.24" 1.72 2.01 2.86 2.88 8.72 "#32" 0.02 0.29 7.83 13.24 4.2 4.52 20.4304
"7" "Brandon McManus" "3.05-15.77" 1.96 2.46 2.67 2.75 9.41 "#10" 0.0800000000000001 0.5 7.83 15.77 3.05 6.36 40.4496
"10" "Josh Lambo" "3.72-13.12" 1.85 2.04 2.1 2.12 8.42 "#18" 0.02 0.19 7.83 13.12 3.72 4.7 22.09
"17" "Graham Gano" "4.97-11.45" 1.44 1.56 3.25 3.28 8.21 "#29" 0.0299999999999998 0.12 7.82 11.45 4.97 3.24 10.4976
"10" "Greg Zuerlein" "5.12-12.36" 1.66 1.93 3.12 3.23 8.74 "#4" 0.11 0.27 7.82 12.36 5.12 3.62 13.1044
"17" "Greg Zuerlein" "6.05-12.09" 1.67 2.04 3.45 3.6 9.07 "#21" 0.15 0.37 7.81 12.09 6.05 3.02 9.1204
"1" "Matt Bryant" "5.05-11.89" 1.74 1.96 2.34 2.34 8.47 "#13" 0 0.22 7.81 11.89 5.05 3.42 11.6964
"13" "Stephen Hauschka" "4.27-12.37" 1.85 2.02 1.96 1.98 8.32 "#26" 0.02 0.17 7.79 12.37 4.27 4.05 16.4025
"2" "Josh Lambo" "4.40-12.88" 1.79 2.06 2.46 2.5 8.64 "#16" 0.04 0.27 7.79 12.88 4.4 4.24 17.9776
"15" "Stephen Gostkowski" "4.66-12.20" 1.71 1.92 2.55 2.57 8.43 "#9" 0.02 0.21 7.78 12.2 4.66 3.77 14.2129
"17" "Mason Crosby" "4.06-13.02" 1.64 1.89 2.94 2.96 8.54 "#31" 0.02 0.25 7.77 13.02 4.06 4.48 20.0704
"11" "Brandon McManus" "4.67-12.79" 1.75 2.06 2.76 2.8 8.73 "#22" 0.04 0.31 7.76 12.79 4.67 4.06 16.4836
"17" "Cody Parkey" "5.01-11.71" 1.79 1.97 2.17 2.23 8.36 "#12" 0.0600000000000001 0.18 7.76 11.71 5.01 3.35 11.2225
"3" "Chris Boswell" "5.22-12.26" 1.77 2.07 2.59 2.68 8.74 "#28" 0.0900000000000003 0.3 7.75 12.26 5.22 3.52 12.3904
"4" "Chris Boswell" "5.29-13.17" 2.02 2.49 2.53 2.6 9.23 "#2" 0.0700000000000003 0.47 7.75 13.17 5.29 3.94 15.5236
"6" "Harrison Butker" "4.47-12.49" 1.77 1.99 2.7 2.77 8.48 "#16" 0.0699999999999998 0.22 7.75 12.49 4.47 4.01 16.0801
"13" "Cody Parkey" "4.94-13.34" 1.83 2.29 2.8 2.84 9.14 "#25" 0.04 0.46 7.72 13.34 4.94 4.2 17.64
"13" "Harrison Butker" "5.59-11.89" 1.66 1.98 3.3 3.36 8.74 "#27" 0.0600000000000001 0.32 7.72 11.89 5.59 3.15 9.9225
"2" "Stephen Gostkowski" "4.40-13.14" 1.86 2.19 2.27 2.33 8.77 "#5" 0.0600000000000001 0.33 7.72 13.14 4.4 4.37 19.0969
"8" "Cody Parkey" "4.17-13.03" 1.8 2.08 2.42 2.46 8.6 "#3" 0.04 0.28 7.72 13.03 4.17 4.43 19.6249
"9" "Jason Myers" "4.10-13.12" 1.87 2.14 2.14 2.22 8.61 "#26" 0.0800000000000001 0.27 7.72 13.12 4.1 4.51 20.3401
"6" "Justin Tucker" "3.88-12.96" 1.79 2.01 2.4 2.46 8.42 "#24" 0.0600000000000001 0.22 7.7 12.96 3.88 4.54 20.6116
"12" "Brett Maher" "4.79-12.35" 1.77 2.06 2.41 2.41 8.57 "#15" 0 0.29 7.7 12.35 4.79 3.78 14.2884
"11" "Greg Zuerlein" "6.09-11.71" 1.6 1.97 3.47 3.57 8.9 "#30" 0.0999999999999996 0.37 7.69 11.71 6.09 2.81 7.8961
"16" "Brandon McManus" "5.01-12.03" 1.58 1.85 3.11 3.13 8.52 "#27" 0.02 0.27 7.69 12.03 5.01 3.51 12.3201
"16" "Robbie Gould" "3.02-13.46" 1.9 2.08 1.69 1.71 8.24 "#7" 0.02 0.18 7.68 13.46 3.02 5.22 27.2484
"12" "Stephen Gostkowski" "4.67-11.97" 1.65 1.85 2.62 2.66 8.32 "#3" 0.04 0.2 7.68 11.97 4.67 3.65 13.3225
"17" "Brett Maher" "4.72-12.36" 1.73 2.02 2.59 2.59 8.54 "#25" 0 0.29 7.67 12.36 4.72 3.82 14.5924
"8" "Brandon McManus" "4.86-11.94" 1.64 1.88 2.74 2.76 8.4 "#30" 0.0199999999999996 0.24 7.66 11.94 4.86 3.54 12.5316
"12" "Cody Parkey" "4.24-13.62" 1.64 2.05 3.13 3.17 8.93 "#31" 0.04 0.41 7.66 13.62 4.24 4.69 21.9961
"11" "Justin Tucker" "4.38-12.84" 1.95 2.27 2.18 2.18 8.61 "#20" 0 0.32 7.65 12.84 4.38 4.23 17.8929
"6" "Jason Myers" "3.58-13.86" 1.85 2.16 2.76 2.91 8.72 "#18" 0.15 0.31 7.64 13.86 3.58 5.14 26.4196
"8" "Jason Myers" "4.02-12.18" 1.82 1.96 1.82 1.86 8.1 "#7" 0.04 0.14 7.64 12.18 4.02 4.08 16.6464
"10" "Ryan Succop" "4.82-12.50" 1.83 2.16 2.22 2.26 8.66 "#16" 0.0399999999999996 0.33 7.63 12.5 4.82 3.84 14.7456
"8" "Wil Lutz" "4.71-12.79" 1.78 2.13 2.32 2.41 8.75 "#12" 0.0900000000000003 0.35 7.61 12.79 4.71 4.04 16.3216
"14" "Brandon McManus" "4.15-12.93" 1.79 2.1 2.41 2.43 8.54 "#21" 0.02 0.31 7.59 12.93 4.15 4.39 19.2721
"11" "Caleb Sturgis" "4.44-12.52" 1.63 1.9 2.9 2.98 8.48 "#11" 0.0800000000000001 0.27 7.59 12.52 4.44 4.04 16.3216
"3" "Chandler Catanzaro" "4.21-13.13" 1.81 2.15 2.48 2.55 8.67 "#9" 0.0699999999999998 0.34 7.58 13.13 4.21 4.46 19.8916
"15" "Robbie Gould" "3.05-13.25" 1.81 2 1.85 1.85 8.15 "#4" 0 0.19 7.58 13.25 3.05 5.1 26.01
"13" "Greg Zuerlein" "5.75-11.77" 1.68 2.03 3.17 3.31 8.76 "#31" 0.14 0.35 7.57 11.77 5.75 3.01 9.0601
"13" "Jason Myers" "3.94-12.78" 1.88 2.12 1.91 1.99 8.36 "#24" 0.0800000000000001 0.24 7.56 12.78 3.94 4.42 19.5364
"4" "Cody Parkey" "3.70-14.12" 1.83 2.18 2.45 2.77 8.91 "#28" 0.32 0.35 7.54 14.12 3.7 5.21 27.1441
"10" "Jason Myers" "3.63-12.87" 1.91 2.14 1.75 1.77 8.25 "#6" 0.02 0.23 7.54 12.87 3.63 4.62 21.3444
"14" "Brett Maher" "4.34-12.14" 1.81 2.04 2.07 2.09 8.24 "#13" 0.02 0.23 7.53 12.14 4.34 3.9 15.21
"12" "Sebastian Janikowski" "4.19-12.73" 1.71 2 2.54 2.6 8.46 "#17" 0.0600000000000001 0.29 7.53 12.73 4.19 4.27 18.2329
"16" "Cody Parkey" "4.87-12.83" 1.73 2.16 2.74 2.78 8.85 "#21" 0.0399999999999996 0.43 7.52 12.83 4.87 3.98 15.8404
"6" "Chris Boswell" "4.57-12.25" 1.62 1.9 2.8 2.87 8.41 "#20" 0.0700000000000003 0.28 7.5 12.25 4.57 3.84 14.7456
"8" "Ka'imi Fairbairn" "5.59-12.27" 1.99 2.46 2.51 2.53 8.93 "#26" 0.02 0.47 7.5 12.27 5.59 3.34 11.1556
"13" "Caleb Sturgis" "5.18-11.92" 1.57 1.91 3.19 3.23 8.55 "#9" 0.04 0.34 7.49 11.92 5.18 3.37 11.3569
"2" "Caleb Sturgis" "5.17-11.59" 1.78 2.08 2.28 2.28 8.38 "#6" 0 0.3 7.48 11.59 5.17 3.21 10.3041
"14" "Justin Tucker" "4.46-11.92" 1.73 1.96 2.35 2.37 8.19 "#30" 0.02 0.23 7.48 11.92 4.46 3.73 13.9129
"6" "Mason Crosby" "4.71-12.43" 1.74 2.08 2.36 2.44 8.57 "#21" 0.0800000000000001 0.34 7.47 12.43 4.71 3.86 14.8996
"5" "Ka'imi Fairbairn" "4.29-13.49" 1.86 2.34 2.68 2.69 8.89 "#8" 0.00999999999999979 0.48 7.44 13.49 4.29 4.6 21.16
