"Week" "Player" "range" "pts_all" "sacks" "INT" "fum" "SAF" "TD" "rnk" "max" "min" "std" "Var" "pts_all_grp" "pts_all_score" "yrds_est" "yrds_all_grp" "yrds_all_score" "Full_Proj"
"2" "Vikings D/ST" "2.99-16.13" 18.67 2.35 1.34 0.8 0.04 0.24 "#13" 16.13 2.99 6.57 43.1649 5 0 327.084 4 0 8.15
"4" "Jaguars D/ST" "4.01-14.65" 15.29 2.5 1.06 0.61 0.02 0.21 "#27" 14.65 4.01 5.32 28.3024 4 1 309.508 4 0 8.14
"13" "Seahawks D/ST" "3.06-16.74" 18.42 2.58 1.18 0.9 0.04 0.22 "#25" 16.74 3.06 6.84 46.7856 5 0 325.784 4 0 8.14
"15" "Seahawks D/ST" "3.06-16.74" 18.42 2.58 1.18 0.9 0.04 0.22 "#25" 16.74 3.06 6.84 46.7856 5 0 325.784 4 0 8.14
"1" "Steelers D/ST" "3.28-16.28" 18.21 2.46 1.16 0.82 0.02 0.28 "#30" 16.28 3.28 6.5 42.25 5 0 324.692 4 0 8.14
"10" "Bills D/ST" "3.70-15.64" 18.86 2.59 1.08 0.96 0.06 0.22 "#27" 15.64 3.7 5.97 35.6409 5 0 328.072 4 0 8.11
"14" "Bills D/ST" "3.70-15.64" 18.86 2.59 1.08 0.96 0.06 0.22 "#27" 15.64 3.7 5.97 35.6409 5 0 328.072 4 0 8.11
"15" "Falcons D/ST" "3.39-14.39" 21.47 2.28 1.06 0.9 0.04 0.3 "#31" 14.39 3.39 5.5 30.25 5 0 341.644 4 0 8.08
"1" "Rams D/ST" "3.44-15.00" 20.04 2.72 1.18 0.8 0.04 0.22 "#23" 15 3.44 5.78 33.4084 5 0 334.208 4 0 8.08
"7" "Rams D/ST" "3.25-13.31" 22.79 2.2 1.34 0.74 0.07 0.26 "#25" 13.31 3.25 5.03 25.3009 5 0 348.508 4 0 8.06
"3" "Texans D/ST" "2.57-14.63" 22.06 2.56 0.95 0.79 0.04 0.32 "#21" 14.63 2.57 6.03 36.3609 5 0 344.712 4 0 8.04
"14" "Lions D/ST" "3.25-14.99" 20 2.28 1.2 0.77 0 0.3 "#31" 14.99 3.25 5.87 34.4569 5 0 334 4 0 8.02
"6" "Vikings D/ST" "3.70-14.88" 18.58 2.78 1.18 0.86 0.04 0.18 "#31" 14.88 3.7 5.59 31.2481 5 0 326.616 4 0 8.02
"17" "Jaguars D/ST" "3.11-16.03" 18.6 2.72 0.9 0.96 0 0.26 "#18" 16.03 3.11 6.46 41.7316 5 0 326.72 4 0 8
"1" "Jets D/ST" "0.99-16.83" 21.84 2.3 1.09 0.8 0 0.32 "#17" 16.83 0.99 7.92 62.7264 5 0 343.568 4 0 8
"9" "Chiefs D/ST" "2.14-14.46" 22.42 2.66 1.14 0.64 0.04 0.28 "#30" 14.46 2.14 6.16 37.9456 5 0 346.584 4 0 7.98
"8" "Cardinals D/ST" "2.66-15.28" 20.62 2.54 1.16 0.84 0.06 0.22 "#25" 15.28 2.66 6.31 39.8161 5 0 337.224 4 0 7.98
"1" "Saints D/ST" "2.89-14.39" 22.48 2.3 1.02 0.94 0.04 0.28 "#9" 14.39 2.89 5.75 33.0625 5 0 346.896 4 0 7.98
"14" "Cardinals D/ST" "3.50-14.50" 20.27 2.29 1.34 0.64 0.02 0.28 "#17" 14.5 3.5 5.5 30.25 5 0 335.404 4 0 7.97
"6" "Bears D/ST" "3.67-14.19" 16.98 2.3 0.75 0.79 0.01 0.26 "#26" 14.19 3.67 5.26 27.6676 4 1 318.296 4 0 7.96
"17" "Cowboys D/ST" "1.56-17.46" 18.51 2.63 0.88 0.86 0.08 0.28 "#21" 17.46 1.56 7.95 63.2025 5 0 326.252 4 0 7.95
"11" "Panthers D/ST" "3.71-14.51" 23.56 2.39 1.26 1.02 0.02 0.32 "#17" 14.51 3.71 5.4 29.16 5 0 352.512 5 -1 7.91
"15" "Vikings D/ST" "3.02-15.16" 18.93 2.74 0.98 0.88 0.06 0.22 "#26" 15.16 3.02 6.07 36.8449 5 0 328.436 4 0 7.9
"4" "Seahawks D/ST" "4.29-13.39" 15.66 2.24 0.94 0.67 0.02 0.23 "#31" 13.39 4.29 4.55 20.7025 4 1 311.432 4 0 7.88
"2" "Bears D/ST" "1.92-16.08" 19.47 2.38 1 0.78 0.06 0.3 "#15" 16.08 1.92 7.08 50.1264 5 0 331.244 4 0 7.86
"14" "Seahawks D/ST" "3.11-13.97" 22.51 2.4 0.96 1.08 0.02 0.22 "#14" 13.97 3.11 5.43 29.4849 5 0 347.052 4 0 7.84
"16" "Jets D/ST" "3.33-15.21" 19.68 3.13 1.13 0.7 0.04 0.16 "#13" 15.21 3.33 5.94 35.2836 5 0 332.336 4 0 7.83
"4" "Rams D/ST" "1.28-15.34" 22.92 2.5 1.2 0.63 0.02 0.27 "#14" 15.34 1.28 7.03 49.4209 5 0 349.184 4 0 7.82
"13" "Browns D/ST" "3.07-14.81" 19.63 2.56 1.12 0.64 0.08 0.26 "#18" 14.81 3.07 5.87 34.4569 5 0 332.076 4 0 7.8
"7" "Chargers D/ST" "1.86-15.06" 21.68 2.46 1.02 0.78 0.06 0.26 "#28" 15.06 1.86 6.6 43.56 5 0 342.736 4 0 7.74
"17" "Browns D/ST" "3.27-14.35" 20.08 2.48 1.26 0.58 0.06 0.24 "#8" 14.35 3.27 5.54 30.6916 5 0 334.416 4 0 7.72
"5" "Panthers D/ST" "3.73-13.83" 19.18 2.1 1.3 0.56 0.05 0.3 "#21" 13.83 3.73 5.05 25.5025 5 0 329.736 4 0 7.72
"5" "49ers D/ST" "3.00-13.78" 21.45 2.58 0.92 0.77 0.02 0.28 "#31" 13.78 3 5.39 29.0521 5 0 341.54 4 0 7.68
"16" "Broncos D/ST" "2.77-14.27" 19.79 2.68 0.94 0.72 0 0.28 "#23" 14.27 2.77 5.75 33.0625 5 0 332.908 4 0 7.68
"13" "Eagles D/ST" "2.65-14.73" 20.56 2.84 1.2 0.64 0.02 0.18 "#22" 14.73 2.65 6.04 36.4816 5 0 336.912 4 0 7.64
"17" "Eagles D/ST" "2.65-14.73" 20.56 2.84 1.2 0.64 0.02 0.18 "#22" 14.73 2.65 6.04 36.4816 5 0 336.912 4 0 7.64
"11" "Seahawks D/ST" "4.12-13.02" 20.92 2.83 1.03 0.8 0.02 0.18 "#13" 13.02 4.12 4.45 19.8025 5 0 338.784 4 0 7.61
"2" "Bengals D/ST" "2.91-14.19" 19.99 2.4 1.14 0.66 0.02 0.26 "#8" 14.19 2.91 5.64 31.8096 5 0 333.948 4 0 7.6
"11" "Steelers D/ST" "4.18-13.92" 18.74 2.84 1.2 0.62 0.06 0.16 "#29" 13.92 4.18 4.87 23.7169 5 0 327.448 4 0 7.56
"1" "Titans D/ST" "3.59-14.83" 17.91 2.76 0.86 0.78 0.04 0.24 "#26" 14.83 3.59 5.62 31.5844 5 0 323.132 4 0 7.56
"6" "Packers D/ST" "1.53-16.15" 23.83 2.56 1.52 0.9 0.03 0.18 "#25" 16.15 1.53 7.31 53.4361 5 0 353.916 5 -1 7.54
"1" "Patriots D/ST" "2.39-13.99" 21.84 2.42 1.12 0.7 0.02 0.24 "#18" 13.99 2.39 5.8 33.64 5 0 343.568 4 0 7.54
"3" "Chiefs D/ST" "1.66-13.94" 22.72 2.41 1.07 0.66 0.04 0.26 "#25" 13.94 1.66 6.14 37.6996 5 0 348.144 4 0 7.51
"16" "Dolphins D/ST" "2.21-13.95" 21.59 2.92 0.88 0.76 0.04 0.2 "#29" 13.95 2.21 5.87 34.4569 5 0 342.268 4 0 7.48
"5" "Rams D/ST" "2.54-13.94" 20.34 2.14 1.26 0.71 0.04 0.22 "#15" 13.94 2.54 5.7 32.49 5 0 335.768 4 0 7.48
"4" "Chargers D/ST" "0.96-16.42" 24.07 3.22 1.34 0.55 0.03 0.23 "#25" 16.42 0.96 7.73 59.7529 5 0 355.164 5 -1 7.44
"6" "Rams D/ST" "2.86-13.60" 21.09 2.1 1.3 0.61 0.1 0.22 "#11" 13.6 2.86 5.37 28.8369 5 0 339.668 4 0 7.44
"15" "Browns D/ST" "2.49-14.75" 19.51 2.34 1.3 0.64 0.06 0.18 "#11" 14.75 2.49 6.13 37.5769 5 0 331.452 4 0 7.42
"17" "Rams D/ST" "3.06-12.32" 22.79 2.02 1.24 0.68 0.06 0.24 "#25" 12.32 3.06 4.63 21.4369 5 0 348.508 4 0 7.42
"13" "Bills D/ST" "3.06-14.10" 18.89 2.36 1.1 0.78 0.04 0.2 "#26" 14.1 3.06 5.52 30.4704 5 0 328.228 4 0 7.4
"17" "Bills D/ST" "3.06-14.10" 18.89 2.36 1.1 0.78 0.04 0.2 "#26" 14.1 3.06 5.52 30.4704 5 0 328.228 4 0 7.4
"8" "49ers D/ST" "2.18-15.58" 18.92 2.3 1.2 0.82 0.04 0.16 "#31" 15.58 2.18 6.7 44.89 5 0 328.384 4 0 7.38
"6" "Panthers D/ST" "1.69-13.67" 22.14 2.31 1.01 0.6 0.02 0.3 "#22" 13.67 1.69 5.99 35.8801 5 0 345.128 4 0 7.37
"9" "Dolphins D/ST" "2.27-13.91" 20.75 2.82 0.85 0.76 0.06 0.2 "#27" 13.91 2.27 5.82 33.8724 5 0 337.9 4 0 7.36
"14" "Titans D/ST" "2.06-13.56" 22.53 2.52 1.04 0.88 0.02 0.16 "#29" 13.56 2.06 5.75 33.0625 5 0 347.156 4 0 7.36
"15" "Redskins D/ST" "3.15-13.79" 19.68 2.39 1.38 0.5 0.06 0.18 "#29" 13.79 3.15 5.32 28.3024 5 0 332.336 4 0 7.35
"5" "Patriots D/ST" "1.59-15.93" 23.08 2.8 1.45 0.88 0.02 0.14 "#20" 15.93 1.59 7.17 51.4089 5 0 350.016 5 -1 7.34
"8" "Patriots D/ST" "3.17-14.71" 18.57 2.44 1.02 0.78 0.04 0.2 "#32" 14.71 3.17 5.77 33.2929 5 0 326.564 4 0 7.32
"16" "Patriots D/ST" "3.17-14.71" 18.57 2.44 1.02 0.78 0.04 0.2 "#32" 14.71 3.17 5.77 33.2929 5 0 326.564 4 0 7.32
"13" "Redskins D/ST" "2.43-13.57" 21.43 2.08 1.32 0.6 0.1 0.2 "#24" 13.57 2.43 5.57 31.0249 5 0 341.436 4 0 7.32
"17" "Redskins D/ST" "2.43-13.57" 21.43 2.08 1.32 0.6 0.1 0.2 "#24" 13.57 2.43 5.57 31.0249 5 0 341.436 4 0 7.32
"3" "Panthers D/ST" "2.08-14.36" 20.15 2.03 1 0.72 0.05 0.29 "#4" 14.36 2.08 6.14 37.6996 5 0 334.78 4 0 7.31
"7" "Eagles D/ST" "2.12-14.40" 21.05 2.56 1.08 0.54 0.06 0.23 "#16" 14.4 2.12 6.14 37.6996 5 0 339.46 4 0 7.3
"2" "Raiders D/ST" "1.81-13.99" 20.89 2.5 0.86 0.7 0 0.28 "#11" 13.99 1.81 6.09 37.0881 5 0 338.628 4 0 7.3
"15" "Bears D/ST" "2.90-13.16" 21.63 2.86 1.14 0.64 0.02 0.14 "#13" 13.16 2.9 5.13 26.3169 5 0 342.476 4 0 7.3
"9" "Cowboys D/ST" "2.03-14.13" 20.71 2.86 0.74 0.82 0.06 0.2 "#28" 14.13 2.03 6.05 36.6025 5 0 337.692 4 0 7.3
"16" "Chargers D/ST" "0.08-15.46" 22.94 1.6 1.14 0.78 0.02 0.3 "#8" 15.46 0.08 7.69 59.1361 5 0 349.288 4 0 7.28
"7" "Cowboys D/ST" "1.60-14.26" 21.94 3.05 0.73 0.92 0.04 0.14 "#22" 14.26 1.6 6.33 40.0689 5 0 344.088 4 0 7.27
"12" "Browns D/ST" "2.18-13.44" 21.66 2.34 1.3 0.62 0 0.18 "#4" 13.44 2.18 5.63 31.6969 5 0 342.632 4 0 7.26
"16" "Browns D/ST" "2.18-13.44" 21.66 2.34 1.3 0.62 0 0.18 "#4" 13.44 2.18 5.63 31.6969 5 0 342.632 4 0 7.26
"13" "Cardinals D/ST" "3.45-13.41" 23.4 2.85 1.3 0.8 0 0.2 "#13" 13.41 3.45 4.98 24.8004 5 0 351.68 5 -1 7.25
"5" "Titans D/ST" "2.59-15.03" 19.65 2.61 0.73 0.86 0.07 0.22 "#32" 15.03 2.59 6.22 38.6884 5 0 332.18 4 0 7.25
"5" "Bengals D/ST" "3.70-13.00" 19.21 2.21 1.08 0.97 0.04 0.14 "#26" 13 3.7 4.65 21.6225 5 0 329.892 4 0 7.23
"9" "Ravens D/ST" "0.16-15.24" 22.61 2.49 0.9 0.74 0 0.24 "#10" 15.24 0.16 7.54 56.8516 5 0 347.572 4 0 7.21
"3" "Browns D/ST" "2.86-13.58" 20.76 2.78 0.77 0.73 0.02 0.23 "#27" 13.58 2.86 5.36 28.7296 5 0 337.952 4 0 7.2
"8" "Redskins D/ST" "3.35-13.39" 19.12 2.44 1.32 0.56 0.06 0.14 "#21" 13.39 3.35 5.02 25.2004 5 0 329.424 4 0 7.16
"14" "Redskins D/ST" "3.35-13.39" 19.12 2.44 1.32 0.56 0.06 0.14 "#21" 13.39 3.35 5.02 25.2004 5 0 329.424 4 0 7.16
"15" "Broncos D/ST" "3.44-14.18" 18.18 2.83 0.92 0.52 0 0.24 "#30" 14.18 3.44 5.37 28.8369 5 0 324.536 4 0 7.15
"2" "Cowboys D/ST" "1.69-14.73" 20.48 2.27 1.34 0.72 0.02 0.12 "#21" 14.73 1.69 6.52 42.5104 5 0 336.496 4 0 7.15
"2" "Eagles D/ST" "1.88-15.58" 18.59 2.42 1 0.78 0.04 0.18 "#9" 15.58 1.88 6.85 46.9225 5 0 326.668 4 0 7.14
"15" "Lions D/ST" "2.50-13.26" 21.31 2.22 1.02 0.68 0.04 0.24 "#32" 13.26 2.5 5.38 28.9444 5 0 340.812 4 0 7.14
"15" "Giants D/ST" "1.95-13.59" 22.67 2.45 0.8 0.74 0.08 0.24 "#28" 13.59 1.95 5.82 33.8724 5 0 347.884 4 0 7.13
"7" "Broncos D/ST" "4.04-11.70" 16.19 1.99 0.87 0.51 0.03 0.21 "#31" 11.7 4.04 3.83 14.6689 4 1 314.188 4 0 7.07
"14" "Broncos D/ST" "2.56-13.38" 19.42 2.42 0.96 0.6 0.04 0.24 "#25" 13.38 2.56 5.41 29.2681 5 0 330.984 4 0 7.06
"10" "Steelers D/ST" "1.89-13.21" 21.55 2.38 1.1 0.72 0.04 0.16 "#16" 13.21 1.89 5.66 32.0356 5 0 342.06 4 0 7.06
"11" "Raiders D/ST" "3.18-12.74" 21.16 2.08 0.86 0.62 0.04 0.32 "#31" 12.74 3.18 4.78 22.8484 5 0 340.032 4 0 7.04
"3" "Ravens D/ST" "4.17-13.25" 13.94 1.93 0.96 0.39 0.04 0.22 "#11" 13.25 4.17 4.54 20.6116 4 1 302.488 4 0 7.03
"8" "Steelers D/ST" "2.06-14.40" 18.93 2.55 1 0.48 0.04 0.24 "#30" 14.4 2.06 6.17 38.0689 5 0 328.436 4 0 7.03
"16" "Bears D/ST" "2.84-13.64" 18.97 2.38 1.1 0.7 0.04 0.16 "#25" 13.64 2.84 5.4 29.16 5 0 328.644 4 0 7.02
"15" "Ravens D/ST" "0.79-14.51" 21.86 2.18 0.88 0.82 0 0.24 "#9" 14.51 0.79 6.86 47.0596 5 0 343.672 4 0 7.02
"10" "49ers D/ST" "1.91-13.13" 22.14 2.37 1.12 0.64 0.02 0.18 "#21" 13.13 1.91 5.61 31.4721 5 0 345.128 4 0 7.01
"4" "Lions D/ST" "1.94-12.68" 22.93 2.41 1.07 0.63 0 0.2 "#19" 12.68 1.94 5.37 28.8369 5 0 349.236 4 0 7.01
"2" "Cardinals D/ST" "1.86-13.04" 22.9 2.2 1.12 0.66 0.02 0.2 "#1" 13.04 1.86 5.59 31.2481 5 0 349.08 4 0 7
"2" "Ravens D/ST" "2.66-14.68" 18.21 2.36 1.04 0.68 0.06 0.18 "#4" 14.68 2.66 6.01 36.1201 5 0 324.692 4 0 7
"1" "Lions D/ST" "2.34-14.12" 20.43 2.3 1.16 0.74 0.02 0.14 "#27" 14.12 2.34 5.89 34.6921 5 0 336.236 4 0 6.98
"12" "Steelers D/ST" "2.08-13.74" 21.5 2.62 1.18 0.48 0.04 0.16 "#11" 13.74 2.08 5.83 33.9889 5 0 341.8 4 0 6.98
"2" "Titans D/ST" "2.19-12.69" 22.53 2.68 0.88 0.7 0.02 0.18 "#18" 12.69 2.19 5.25 27.5625 5 0 347.156 4 0 6.96
"9" "Broncos D/ST" "1.42-13.26" 22.3 2.4 0.84 0.7 0.02 0.24 "#18" 13.26 1.42 5.92 35.0464 5 0 345.96 4 0 6.96
"3" "Rams D/ST" "-0.99-16.57" 25.75 2.44 1.4 0.7 0 0.22 "#3" 16.57 -0.99 8.78 77.0884 5 0 363.9 5 -1 6.96
"11" "Ravens D/ST" "0.81-14.63" 21.7 2.28 0.98 0.7 0 0.22 "#4" 14.63 0.81 6.91 47.7481 5 0 342.84 4 0 6.96
"4" "Texans D/ST" "2.11-12.63" 22.54 2.45 0.81 0.85 0.02 0.19 "#20" 12.63 2.11 5.26 27.6676 5 0 347.208 4 0 6.95
"3" "Patriots D/ST" "2.01-13.89" 19.75 2.08 1.07 0.54 0.04 0.26 "#17" 13.89 2.01 5.94 35.2836 5 0 332.7 4 0 6.94
"12" "Dolphins D/ST" "2.34-12.66" 21.73 2.37 0.98 0.7 0 0.2 "#20" 12.66 2.34 5.16 26.6256 5 0 342.996 4 0 6.93
"3" "Jets D/ST" "3.81-12.03" 16.64 1.83 0.8 0.63 0.05 0.19 "#30" 12.03 3.81 4.11 16.8921 4 1 316.528 4 0 6.93
"11" "Jaguars D/ST" "1.58-13.44" 22.24 1.96 1.02 0.62 0 0.28 "#10" 13.44 1.58 5.93 35.1649 5 0 345.648 4 0 6.92
"8" "Seahawks D/ST" "2.68-13.08" 19.96 2.36 0.98 0.74 0.02 0.18 "#17" 13.08 2.68 5.2 27.04 5 0 333.792 4 0 6.92
