"Week" "Player" "range" "FGM" "FGA" "XPM" "XPA" "proj" "rnk" "XP_miss" "FG_miss" "Full_Proj" "max" "min" "std" "Var"
"2" "Greg Zuerlein" "4.93-16.37" 2.17 2.36 2.88 2.88 10.65 "#4" 0 0.19 10.08 16.37 4.93 5.72 32.7184
"1" "Caleb Sturgis" "5.43-16.15" 2.18 2.52 3.29 3.29 10.79 "#32" 0 0.34 9.77 16.15 5.43 5.36 28.7296
"2" "Wil Lutz" "5.68-14.42" 1.89 2.02 3.64 3.66 10.05 "#2" 0.02 0.13 9.64 14.42 5.68 4.37 19.0969
"17" "Wil Lutz" "6.57-13.99" 2.22 2.51 2.84 2.92 10.28 "#13" 0.0800000000000001 0.29 9.33 13.99 6.57 3.71 13.7641
"10" "Robbie Gould" "5.22-14.32" 2.14 2.28 2.43 2.47 9.77 "#24" 0.04 0.14 9.31 14.32 5.22 4.55 20.7025
"1" "Wil Lutz" "6.05-13.95" 1.9 2.12 3.55 3.59 10 "#29" 0.04 0.22 9.3 13.95 6.05 3.95 15.6025
"1" "Greg Zuerlein" "6.39-13.49" 1.93 2.16 3.25 3.26 9.94 "#30" 0.00999999999999979 0.23 9.24 13.49 6.39 3.55 12.6025
"15" "Justin Tucker" "6.23-14.29" 2.12 2.46 3.05 3.07 10.26 "#29" 0.02 0.34 9.22 14.29 6.23 4.03 16.2409
"17" "Matt Bryant" "5.94-13.74" 1.91 2.12 3.11 3.13 9.84 "#29" 0.02 0.21 9.19 13.74 5.94 3.9 15.21
"9" "Robbie Gould" "5.11-14.31" 2.01 2.16 2.89 2.96 9.71 "#30" 0.0699999999999998 0.15 9.19 14.31 5.11 4.6 21.16
"2" "Robbie Gould" "3.99-15.43" 2 2.16 2.78 2.83 9.71 "#28" 0.0500000000000003 0.16 9.18 15.43 3.99 5.72 32.7184
"3" "Josh Lambo" "5.16-14.26" 2.11 2.31 2.31 2.34 9.71 "#22" 0.0299999999999998 0.2 9.08 14.26 5.16 4.55 20.7025
"5" "Mason Crosby" "5.27-15.15" 1.97 2.37 3.52 3.52 10.21 "#28" 0 0.4 9.01 15.15 5.27 4.94 24.4036
"6" "Matt Bryant" "6.02-13.22" 1.86 2.07 3.14 3.16 9.62 "#29" 0.02 0.21 8.97 13.22 6.02 3.6 12.96
"5" "Graham Gano" "5.12-14.12" 1.98 2.21 2.72 2.72 9.62 "#24" 0 0.23 8.93 14.12 5.12 4.5 20.25
"1" "Justin Tucker" "3.57-15.53" 1.93 2.12 2.98 3.03 9.55 "#3" 0.0499999999999998 0.19 8.93 15.53 3.57 5.98 35.7604
"12" "Matt Bryant" "5.73-13.25" 1.89 2.08 2.95 2.95 9.49 "#27" 0 0.19 8.92 13.25 5.73 3.76 14.1376
"13" "Josh Lambo" "4.43-14.41" 2.04 2.22 2.45 2.47 9.42 "#20" 0.02 0.18 8.86 14.41 4.43 4.99 24.9001
"15" "Wil Lutz" "6.21-13.23" 2.1 2.37 2.69 2.76 9.72 "#13" 0.0699999999999998 0.27 8.84 13.23 6.21 3.51 12.3201
"13" "Brett Maher" "5.02-14.32" 2.06 2.31 2.67 2.77 9.67 "#27" 0.1 0.25 8.82 14.32 5.02 4.65 21.6225
"2" "Justin Tucker" "4.01-14.67" 1.98 2.15 2.31 2.33 9.34 "#17" 0.02 0.17 8.81 14.67 4.01 5.33 28.4089
"9" "Matt Bryant" "5.77-12.39" 1.79 1.88 2.86 2.88 9.08 "#15" 0.02 0.0899999999999999 8.79 12.39 5.77 3.31 10.9561
"16" "Graham Gano" "4.78-14.00" 1.79 1.98 3.22 3.26 9.39 "#31" 0.0399999999999996 0.19 8.78 14 4.78 4.61 21.2521
"5" "Robbie Gould" "3.58-15.22" 2.01 2.22 2.34 2.34 9.4 "#4" 0 0.21 8.77 15.22 3.58 5.82 33.8724
"7" "Harrison Butker" "4.59-14.85" 1.87 2.16 3.24 3.33 9.72 "#17" 0.0899999999999999 0.29 8.76 14.85 4.59 5.13 26.3169
"3" "Stephen Gostkowski" "5.44-13.94" 1.82 2.1 3.6 3.71 9.69 "#28" 0.11 0.28 8.74 13.94 5.44 4.25 18.0625
"5" "Justin Tucker" "4.69-14.05" 1.93 2.14 2.51 2.54 9.37 "#2" 0.0300000000000002 0.21 8.71 14.05 4.69 4.68 21.9024
"11" "Wil Lutz" "5.34-13.68" 2.06 2.3 2.41 2.5 9.51 "#10" 0.0899999999999999 0.24 8.7 13.68 5.34 4.17 17.3889
"16" "Ryan Succop" "5.35-13.61" 2.05 2.31 2.39 2.39 9.48 "#15" 0 0.26 8.7 13.61 5.35 4.13 17.0569
"4" "Wil Lutz" "5.47-13.31" 1.93 2.14 2.98 3.04 9.39 "#24" 0.0600000000000001 0.21 8.7 13.31 5.47 3.92 15.3664
"9" "Stephen Gostkowski" "5.51-13.65" 1.93 2.2 3.02 3.15 9.58 "#23" 0.13 0.27 8.64 13.65 5.51 4.07 16.5649
"16" "Wil Lutz" "5.44-13.94" 2.04 2.37 2.66 2.72 9.69 "#8" 0.0600000000000001 0.33 8.64 13.94 5.44 4.25 18.0625
"2" "Matt Bryant" "5.13-13.31" 1.9 2.11 2.46 2.46 9.22 "#13" 0 0.21 8.59 13.31 5.13 4.09 16.7281
"5" "Stephen Gostkowski" "5.42-14.16" 2.01 2.41 2.82 2.82 9.79 "#20" 0 0.4 8.59 14.16 5.42 4.37 19.0969
"9" "Graham Gano" "4.99-12.95" 1.65 1.77 3.42 3.48 8.97 "#29" 0.0600000000000001 0.12 8.55 12.95 4.99 3.98 15.8404
"3" "Wil Lutz" "5.11-12.95" 1.69 1.83 3.28 3.35 9.03 "#31" 0.0700000000000003 0.14 8.54 12.95 5.11 3.92 15.3664
"7" "Stephen Gostkowski" "4.74-13.58" 1.82 2.03 2.99 3.03 9.16 "#7" 0.0399999999999996 0.21 8.49 13.58 4.74 4.42 19.5364
"4" "Josh Lambo" "3.22-15.38" 2.08 2.35 2.8 2.8 9.3 "#9" 0 0.27 8.49 15.38 3.22 6.08 36.9664
"6" "Stephen Gostkowski" "5.38-13.36" 1.78 2.06 3.38 3.42 9.37 "#32" 0.04 0.28 8.49 13.36 5.38 3.99 15.9201
"14" "Jason Sanders" "4.35-13.65" 1.96 2.12 2.45 2.49 9 "#18" 0.04 0.16 8.48 13.65 4.35 4.65 21.6225
"4" "Justin Tucker" "4.51-13.79" 1.99 2.21 2.64 2.66 9.15 "#8" 0.02 0.22 8.47 13.79 4.51 4.64 21.5296
"11" "Justin Tucker" "4.69-14.11" 2.09 2.4 2.14 2.14 9.4 "#17" 0 0.31 8.47 14.11 4.69 4.71 22.1841
"3" "Justin Tucker" "3.96-14.84" 2.06 2.36 1.81 1.86 9.4 "#19" 0.05 0.3 8.45 14.84 3.96 5.44 29.5936
"12" "Robbie Gould" "4.78-12.90" 1.83 1.94 2.68 2.74 8.84 "#29" 0.0600000000000001 0.11 8.45 12.9 4.78 4.06 16.4836
"17" "Sebastian Janikowski" "4.44-14.40" 2.12 2.43 2.2 2.24 9.42 "#4" 0.04 0.31 8.45 14.4 4.44 4.98 24.8004
"1" "Matt Prater" "4.73-13.83" 2.06 2.34 2.37 2.37 9.28 "#9" 0 0.28 8.44 13.83 4.73 4.55 20.7025
"4" "Stephen Gostkowski" "4.79-14.07" 2.15 2.47 2.1 2.13 9.43 "#16" 0.0299999999999998 0.32 8.44 14.07 4.79 4.64 21.5296
"12" "Wil Lutz" "5.22-13.90" 1.79 2.14 3.38 3.46 9.56 "#31" 0.0800000000000001 0.35 8.43 13.9 5.22 4.34 18.8356
"5" "Wil Lutz" "5.25-13.33" 1.9 2.16 2.82 2.9 9.29 "#15" 0.0800000000000001 0.26 8.43 13.33 5.25 4.04 16.3216
"1" "Josh Lambo" "4.56-13.28" 2.02 2.18 2.01 2.03 8.92 "#24" 0.02 0.16 8.42 13.28 4.56 4.36 19.0096
"4" "Matt Bryant" "4.63-14.27" 1.74 2.07 2.85 2.9 9.45 "#17" 0.0499999999999998 0.33 8.41 14.27 4.63 4.82 23.2324
"10" "Josh Lambo" "4.19-13.63" 1.93 2.1 2.32 2.33 8.91 "#20" 0.0100000000000002 0.17 8.39 13.63 4.19 4.72 22.2784
"3" "Graham Gano" "4.58-13.80" 1.9 2.16 2.68 2.7 9.19 "#17" 0.02 0.26 8.39 13.8 4.58 4.61 21.2521
"16" "Brett Maher" "4.59-14.01" 1.92 2.19 2.72 2.84 9.3 "#29" 0.12 0.27 8.37 14.01 4.59 4.71 22.1841
"1" "Stephen Gostkowski" "5.52-13.12" 1.8 2.08 3.2 3.31 9.32 "#26" 0.11 0.28 8.37 13.12 5.52 3.8 14.44
"12" "Justin Tucker" "5.64-13.34" 1.91 2.28 3.03 3.05 9.49 "#30" 0.02 0.37 8.36 13.34 5.64 3.85 14.8225
"12" "Jason Sanders" "4.49-13.37" 1.89 2.08 2.47 2.47 8.93 "#20" 0 0.19 8.36 13.37 4.49 4.44 19.7136
"3" "Matt Bryant" "4.37-14.39" 1.81 2.14 2.87 2.91 9.38 "#27" 0.04 0.33 8.35 14.39 4.37 5.01 25.1001
"7" "Josh Lambo" "4.18-13.88" 1.9 2.09 2.68 2.79 9.03 "#26" 0.11 0.19 8.35 13.88 4.18 4.85 23.5225
"13" "Stephen Gostkowski" "4.89-13.11" 1.8 2.01 2.78 2.82 9 "#14" 0.04 0.21 8.33 13.11 4.89 4.11 16.8921
"5" "Matt Bryant" "5.52-12.28" 1.73 1.92 2.9 2.9 8.9 "#8" 0 0.19 8.33 12.28 5.52 3.38 11.4244
"10" "Harrison Butker" "4.73-13.97" 1.89 2.22 2.57 2.61 9.35 "#4" 0.04 0.33 8.32 13.97 4.73 4.62 21.3444
"16" "Harrison Butker" "4.66-13.92" 1.92 2.23 2.49 2.53 9.29 "#5" 0.0399999999999996 0.31 8.32 13.92 4.66 4.63 21.4369
"4" "Caleb Sturgis" "5.02-12.76" 1.64 1.83 3.5 3.51 8.89 "#25" 0.00999999999999979 0.19 8.31 12.76 5.02 3.87 14.9769
"3" "Harrison Butker" "5.45-13.07" 1.94 2.26 2.87 2.87 9.26 "#25" 0 0.32 8.3 13.07 5.45 3.81 14.5161
"14" "Josh Lambo" "4.41-13.37" 1.89 2.08 2.45 2.47 8.89 "#22" 0.02 0.19 8.3 13.37 4.41 4.48 20.0704
"15" "Harrison Butker" "4.75-14.09" 1.89 2.24 2.8 2.88 9.42 "#12" 0.0800000000000001 0.35 8.29 14.09 4.75 4.67 21.8089
"8" "Sebastian Janikowski" "4.78-12.58" 1.73 1.86 2.9 2.9 8.68 "#28" 0 0.13 8.29 12.58 4.78 3.9 15.21
"1" "Graham Gano" "4.23-13.69" 1.89 2.1 2.42 2.48 8.96 "#11" 0.0600000000000001 0.21 8.27 13.69 4.23 4.73 22.3729
"17" "Stephen Gostkowski" "4.66-13.34" 1.83 2.07 2.7 2.72 9 "#9" 0.02 0.24 8.26 13.34 4.66 4.34 18.8356
"16" "Matt Bryant" "5.52-12.12" 1.83 2.02 2.57 2.57 8.82 "#13" 0 0.19 8.25 12.12 5.52 3.3 10.89
"2" "Cody Parkey" "4.70-13.40" 2.02 2.29 1.73 1.73 9.05 "#5" 0 0.27 8.24 13.4 4.7 4.35 18.9225
"14" "Matt Bryant" "5.33-12.27" 1.72 1.91 2.89 2.89 8.8 "#23" 0 0.19 8.23 12.27 5.33 3.47 12.0409
"9" "Brett Maher" "4.44-13.78" 1.95 2.22 2.37 2.45 9.11 "#22" 0.0800000000000001 0.27 8.22 13.78 4.44 4.67 21.8089
"10" "Stephen Gostkowski" "5.29-13.11" 1.91 2.2 2.72 2.84 9.2 "#22" 0.12 0.29 8.21 13.11 5.29 3.91 15.2881
"15" "Robbie Gould" "4.13-13.09" 1.96 2.1 1.79 1.79 8.61 "#5" 0 0.14 8.19 13.09 4.13 4.48 20.0704
"8" "Stephen Hauschka" "4.03-13.53" 1.91 2.1 2.14 2.16 8.78 "#18" 0.02 0.19 8.19 13.53 4.03 4.75 22.5625
"6" "Josh Lambo" "3.92-13.90" 1.71 1.94 2.84 2.88 8.91 "#11" 0.04 0.23 8.18 13.9 3.92 4.99 24.9001
"15" "Matt Bryant" "4.60-13.06" 1.83 2.04 2.71 2.73 8.83 "#4" 0.02 0.21 8.18 13.06 4.6 4.23 17.8929
"15" "Stephen Hauschka" "4.50-13.78" 2.06 2.37 2.05 2.09 9.14 "#28" 0.04 0.31 8.17 13.78 4.5 4.64 21.5296
"15" "Josh Lambo" "4.20-13.62" 1.95 2.2 2.14 2.14 8.91 "#15" 0 0.25 8.16 13.62 4.2 4.71 22.1841
"3" "Jake Elliott" "4.22-12.88" 1.57 1.69 3.19 3.23 8.55 "#20" 0.04 0.12 8.15 12.88 4.22 4.33 18.7489
"17" "Robbie Gould" "4.27-13.45" 1.98 2.21 2 2.02 8.86 "#21" 0.02 0.23 8.15 13.45 4.27 4.59 21.0681
"2" "Jake Elliott" "4.53-13.19" 1.81 2.03 2.75 2.8 8.86 "#29" 0.0499999999999998 0.22 8.15 13.19 4.53 4.33 18.7489
"5" "Randy Bullock" "4.43-14.09" 1.89 2.24 3.31 3.37 9.26 "#16" 0.0600000000000001 0.35 8.15 14.09 4.43 4.83 23.3289
"5" "Caleb Sturgis" "5.26-11.76" 1.7 1.82 2.74 2.76 8.51 "#30" 0.0199999999999996 0.12 8.13 11.76 5.26 3.25 10.5625
"2" "Chris Boswell" "5.20-13.44" 1.91 2.27 2.63 2.75 9.32 "#32" 0.12 0.36 8.12 13.44 5.2 4.12 16.9744
"14" "Stephen Gostkowski" "5.16-12.66" 1.83 2.08 2.59 2.65 8.91 "#16" 0.0600000000000001 0.25 8.1 12.66 5.16 3.75 14.0625
"13" "Graham Gano" "4.72-12.24" 1.56 1.67 3.23 3.29 8.48 "#29" 0.0600000000000001 0.11 8.09 12.24 4.72 3.76 14.1376
"4" "Harrison Butker" "4.46-13.44" 1.64 1.91 2.6 2.65 8.95 "#19" 0.0499999999999998 0.27 8.09 13.44 4.46 4.49 20.1601
"14" "Mason Crosby" "4.73-14.17" 1.99 2.43 2.72 2.76 9.45 "#31" 0.0399999999999996 0.44 8.09 14.17 4.73 4.72 22.2784
"14" "Robbie Gould" "3.57-13.99" 1.87 2.1 2.24 2.26 8.78 "#19" 0.0199999999999996 0.23 8.07 13.99 3.57 5.21 27.1441
"7" "Robbie Gould" "4.28-12.72" 1.89 2.03 1.92 1.94 8.5 "#21" 0.02 0.14 8.06 12.72 4.28 4.22 17.8084
"13" "Wil Lutz" "5.10-13.06" 2 2.32 2.41 2.49 9.08 "#11" 0.0800000000000001 0.32 8.04 13.06 5.1 3.98 15.8404
"3" "Robbie Gould" "3.50-14.04" 1.75 1.98 2.62 2.67 8.77 "#32" 0.0499999999999998 0.23 8.03 14.04 3.5 5.27 27.7729
"1" "Jake Elliott" "5.07-12.49" 1.91 2.13 2.33 2.42 8.78 "#31" 0.0899999999999999 0.22 8.03 12.49 5.07 3.71 13.7641
"13" "Matt Bryant" "3.72-13.42" 1.79 1.97 2.47 2.49 8.57 "#1" 0.02 0.18 8.01 13.42 3.72 4.85 23.5225
"9" "Wil Lutz" "5.52-13.32" 1.79 2.22 3.27 3.39 9.42 "#21" 0.12 0.43 8.01 13.32 5.52 3.9 15.21
"16" "Adam Vinatieri" "5.24-13.14" 1.93 2.32 2.31 2.33 9.19 "#24" 0.02 0.39 8 13.14 5.24 3.95 15.6025
"1" "Chris Boswell" "4.84-12.52" 1.78 1.98 2.57 2.66 8.68 "#2" 0.0900000000000003 0.2 7.99 12.52 4.84 3.84 14.7456
"6" "Cody Parkey" "3.54-14.54" 1.98 2.32 2.37 2.41 9.04 "#16" 0.04 0.34 7.98 14.54 3.54 5.5 30.25
"10" "Jason Sanders" "4.08-13.40" 1.8 2.05 2.54 2.58 8.74 "#23" 0.04 0.25 7.95 13.4 4.08 4.66 21.7156
"17" "Harrison Butker" "4.83-12.69" 1.52 1.78 3.51 3.55 8.76 "#30" 0.04 0.26 7.94 12.69 4.83 3.93 15.4449
"8" "Harrison Butker" "4.03-14.13" 1.77 2.12 2.86 2.96 9.08 "#19" 0.1 0.35 7.93 14.13 4.03 5.05 25.5025
"11" "Matt Bryant" "4.99-12.39" 1.73 1.98 2.89 2.91 8.69 "#11" 0.02 0.25 7.92 12.39 4.99 3.7 13.69
"17" "Mason Crosby" "4.57-14.03" 1.96 2.41 2.76 2.8 9.3 "#28" 0.04 0.45 7.91 14.03 4.57 4.73 22.3729
"14" "Harrison Butker" "4.25-14.15" 1.94 2.35 2.31 2.37 9.2 "#1" 0.0600000000000001 0.41 7.91 14.15 4.25 4.95 24.5025
"6" "Ka'imi Fairbairn" "4.32-13.74" 1.87 2.24 2.78 2.8 9.03 "#3" 0.02 0.37 7.9 13.74 4.32 4.71 22.1841
"3" "Cody Parkey" "4.11-13.99" 2.05 2.44 1.58 1.58 9.05 "#4" 0 0.39 7.88 13.99 4.11 4.94 24.4036
"6" "Graham Gano" "3.90-13.82" 1.79 2.11 2.84 2.86 8.86 "#15" 0.02 0.32 7.88 13.82 3.9 4.96 24.6016
"9" "Harrison Butker" "4.38-13.30" 1.79 2.1 2.39 2.43 8.84 "#2" 0.04 0.31 7.87 13.3 4.38 4.46 19.8916
"1" "Robbie Gould" "3.62-13.50" 1.84 2.06 1.96 2 8.56 "#14" 0.04 0.22 7.86 13.5 3.62 4.94 24.4036
"8" "Wil Lutz" "4.27-13.17" 1.92 2.18 2.28 2.36 8.72 "#14" 0.0800000000000001 0.26 7.86 13.17 4.27 4.45 19.8025
"5" "Chris Boswell" "5.04-13.88" 1.93 2.42 3.28 3.42 9.46 "#31" 0.14 0.49 7.85 13.88 5.04 4.42 19.5364
"14" "Dustin Hopkins" "4.83-13.05" 1.93 2.28 2.43 2.47 8.94 "#24" 0.04 0.35 7.85 13.05 4.83 4.11 16.8921
"7" "Justin Tucker" "5.42-12.22" 1.91 2.22 2.33 2.37 8.82 "#27" 0.04 0.31 7.85 12.22 5.42 3.4 11.56
"1" "Matt Bryant" "5.05-11.89" 1.74 1.96 2.34 2.34 8.47 "#10" 0 0.22 7.81 11.89 5.05 3.42 11.6964
"10" "Wil Lutz" "5.36-12.64" 1.79 2.16 2.99 3.07 9 "#17" 0.0799999999999996 0.37 7.81 12.64 5.36 3.64 13.2496
"7" "Brandon McManus" "3.70-14.84" 1.89 2.35 2.56 2.64 9.27 "#4" 0.0800000000000001 0.46 7.81 14.84 3.7 5.57 31.0249
"12" "Stephen Gostkowski" "4.41-12.61" 1.73 1.96 2.55 2.57 8.51 "#9" 0.02 0.23 7.8 12.61 4.41 4.1 16.81
