"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"Andrew Luck" "QB" 18.05 15.88 14.26 18.38 16.92 15.45 16.61 20.59 NA 13.8 18.03 18.64 13.02 20.85 17.15 17.39 16.89
"Andy Dalton" "QB" 18.67 12.73 13.15 18.63 18.71 17.1 17.27 21.06 NA 20.43 14.03 18.34 17.77 15.64 20.02 17.31 15.41
"Andy Janovich" "RB" 0.84 0.85 1.25 1.01 1.34 1.31 1.37 1.26 1.24 NA 1.33 1.5 1.14 1.18 1.47 1.19 1.44
"Andy Jones" "WR" 0.51 0.54 0.47 0.56 0.6 NA 0.71 0.62 0.56 0.57 0.7 0.59 0.62 0.58 0.71 0.57 0.63
"Anthony Miller" "WR" 5.15 4.07 3.4 0 NA 4.19 4.29 3.89 3.52 3.98 3.76 3.86 3.86 3.04 4.1 4.27 3.66
"Anthony Sherman" "RB" 0.41 0.56 0.6 0.63 0.5 0.47 0.52 0.5 0.46 0.51 0.46 NA 0.48 0.5 0.5 0.45 0.51
"Antonio Brown" "WR" 12.94 14.65 15.35 15.87 15.59 14.88 NA 13.67 11.99 13.67 11.98 13.66 13.67 14.44 14.33 13.83 14.62
"Antonio Callaway" "WR" 4.39 4.32 6.27 6.42 6.8 6.97 7.64 5.95 6.96 6.83 NA 5.96 5.67 6.11 5.26 6.16 5.17
"Antonio Gates" "TE" 3.05 2.44 2.54 3.09 3.78 2.57 3.07 NA 2.41 2.72 3.15 2.48 2.73 3.01 2.36 2.16 2.99
"Antony Auclair" "TE" 0.62 0.53 0.66 0.69 NA 1.05 0.5 0.49 0.54 0.53 0.53 0.59 0.56 0.58 0.49 0.56 0.54
"Austin Carr" "WR" 4.3 4.06 2.13 2.18 1.24 NA 1.59 2.47 2.46 2.07 1.99 2.74 2.44 2.59 2.11 2.42 2.16
"Austin Davis" "QB" NA NA NA 0 0 0 0 NA 0 0 0 0 0 0 0 0 0
"Austin Ekeler" "RB" 5.93 5.43 5.26 6.53 7.42 6.56 7.33 NA 6.11 7.36 6.18 7.08 7.63 7.83 7.37 6.28 5.76
"Austin Hooper" "TE" 3.37 4.61 3.39 3.94 4.21 6.12 5.72 NA 4.97 4.5 6 6.08 4.02 5.54 4.53 5.29 5.85
"Baker Mayfield" "QB" 2.19 1.78 0.88 18.36 13.22 17.36 18.2 15.37 17.43 18.09 NA 16.19 17.79 16.84 16.19 17.21 12.19
"Ben Braunecker" "TE" 0.59 0.59 0.42 0.61 NA 0.48 0.6 0.48 0.45 0.5 0.5 0.47 0.5 0.65 0.6 0.54 0.48
"Ben Roethlisberger" "QB" 16.58 18.92 21.35 19.29 22.82 20.06 NA 19.94 18.92 21.41 18.78 20.61 21.34 21.92 22.16 20.89 20.42
"Benjamin Watson" "TE" 4.43 5.18 4.84 5.88 5.16 NA 4.77 5 6.05 5.62 5.56 6.48 5.89 6.68 6.34 5.19 6.56
"Benny Cunningham" "RB" 1.06 1.03 1.2 0.52 NA 0.48 0.56 0.5 0.5 0.58 0.52 0.56 0.56 0.56 0.59 0.56 0.5
"Bilal Powell" "RB" 5.55 5.95 6.92 6.09 8.05 7.59 6.55 5.94 5.86 6.59 NA 7.48 7.07 6.15 6.83 7.4 6.95
"Blaine Gabbert" "QB" 0.4 15.24 9.72 0 0.34 0.69 0.68 NA 0.67 0.73 0.79 0.78 0.67 0.73 0.72 0.79 0.85
"Blake Bortles" "QB" 14.58 16.97 17.51 16.2 19.98 18.66 20.66 18.58 NA 19.68 18.38 17.81 20.94 19.61 19.01 19.44 19.4
"Blake Jarwin" "TE" 4.51 3.15 1.56 1.74 1.59 1.25 1.31 NA 1.55 1.33 1.39 1.35 1.55 1.36 1.83 1.67 1.25
"Brandin Cooks" "WR" 8.64 9.77 9.96 10.84 12.13 10.51 11.05 11.52 11.19 11.78 12.02 NA 11.27 10.69 11.48 11.11 11.54
"Brandon Bolden" "RB" 0.54 0.52 0.52 0.43 0.58 0.37 0.76 0.53 0.42 0.61 NA 0.69 0.43 0.6 0.45 0.41 0.41
"Brandon LaFell" "WR" 0 2.33 0.72 0 0 0 NA 2.42 2.12 2.23 2.17 2 2.33 2.19 1.87 2.15 2.26
"Brandon Marshall" "WR" 4.59 6.41 5.46 4.19 3.08 3.69 NA 3.63 3.12 3.3 3.86 2.93 3.65 2.34 3.54 3.79 2.29
"Brandon Weeden" "QB" 0.77 0.73 0.94 0.82 0.88 0.8 0.68 0.85 0.87 NA 0.84 0.89 0.76 0.82 0.69 0.75 0.71
"Brandon Wilds" "RB" NA 0.66 1.64 0.46 0.87 0 0 0 NA 0 0 0 0 0 0 0 0
"Brandon Zylstra" "WR" NA NA NA NA NA 0.52 0.53 0.59 0.65 NA 0.56 0.58 0.59 0.57 0.56 0.63 0.59
"Brett Hundley" "QB" 0.64 0.62 1.01 0.88 1.04 1.1 NA 1.07 1.03 0.89 1.05 0.94 1.05 0.99 0.98 1.06 0.77
"Brian Hill" "RB" NA 0.51 1.51 0.94 0 0 0.57 NA 0.54 0.51 0.59 0.54 0.54 0.61 0.54 0.56 0.49
"Brian Hoyer" "QB" 0.78 0.58 0.73 0.99 0.99 0.98 0.62 0.74 0.9 0.85 NA 0.72 0.79 0.77 0.81 0.79 0.77
"Brian Parker" "TE" NA NA NA NA 0.45 0.4 0.28 0.43 0.33 NA 0.35 0.36 0.34 0.37 0.29 0.49 0.36
"Brian Quick" "WR" NA 0.81 0.77 NA 0.67 1.73 0.31 0.31 0.29 0.27 0.29 0.3 0.31 0.32 0.31 0.27 0.32
"Brice Butler" "WR" NA NA NA 0.81 0.87 0 0.93 NA 0.78 0.65 0.87 0.97 0.77 0.67 0.86 1.01 0.75
"Brock Osweiler" "QB" 0 0 0 0 0 11.9 0.97 0.87 0.88 0.85 NA 0.93 0.74 0.9 0.75 0.75 0.7
"Bruce Ellington" "WR" 3.18 2.71 3.1 0 0 0 0 0 0 NA 0 2.89 4.19 3.13 4.4 3.99 3.19
"Buddy Howell" "RB" NA NA NA 1.39 1.62 0.41 0.37 0.56 0.53 NA 0.57 0.6 0.36 0.7 0.39 0.38 0.39
"Byron Marshall" "WR" 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0.53
"C.J. Anderson" "RB" 5.1 5.74 5.37 NA 6.18 3.54 3.24 2.81 4.71 3.27 4.85 3.57 4.36 3.19 4.62 5.19 4.26
"C.J. Beathard" "QB" 0.67 0.9 0.86 14.05 12.92 14.14 12.11 11.85 14.92 14.09 NA 14.52 11.45 14.34 12.13 11.79 11.48
"C.J. Ham" "RB" 0.53 0.6 0.55 0.48 0.45 0.41 0.38 0.41 0.43 NA 0.28 0.42 0.33 0.4 0.46 0.36 0.28
"C.J. Prosise" "RB" 1.61 2.16 0 0 0 0 NA 0.68 0.49 0.61 0.66 0.54 0.59 0.58 0.55 0.74 0.49
"C.J. Uzomah" "TE" 0.5 0.33 0.36 0.56 3.49 4.03 4.11 4.44 NA 5.26 3.29 3.62 4.59 4.3 4.46 3.5 3.52
"Calvin Ridley" "WR" 4.15 4.23 3.09 6.83 7.75 8.17 6.87 NA 6.98 6.61 6.92 5.97 8.25 5.87 7.07 6.63 7.19
"Cam Newton" "QB" 19.87 18.22 20.18 NA 23.25 20.43 18.64 16.82 24.9 18.81 22.43 19.73 23.12 18.35 24.45 23.54 22.7
"Cameron Artis-Payne" "RB" 0 2 1.25 NA 0 0 1.18 1.28 2.07 1.38 1.9 1.11 1.93 1.16 1.92 2.06 1.81
"Cameron Brate" "TE" 4.81 2.42 2.43 3.89 NA 4.41 4.22 4.15 4.12 3.74 4.34 4.36 4.35 4.62 4.1 4.23 4.67
"Cameron Meredith" "WR" 0 0 1.13 2.75 4.09 NA 3.25 2.5 2.41 2.74 2.86 2.72 2.29 2.83 2.41 2.64 2.41
"Carlos Hyde" "RB" 8.59 10.03 11.24 11.7 10.39 12.06 11.62 11.1 13.8 13.46 NA 11.71 10.09 11.78 10.76 12.82 9.59
"Carson Wentz" "QB" 0 0 19.52 19.86 19.39 17.73 17.9 16.45 NA 18.79 19.31 18.84 21.92 17.73 20.22 24.39 20.67
"Case Keenum" "QB" 12.53 17.08 12.85 17.84 15.61 16.86 15.98 18.68 20.53 NA 18.03 17.35 17.97 19.53 16.89 18.9 19.2
"Chad Henne" "QB" 0.46 0.54 0.58 0.35 0.47 0.42 0.57 0.43 0.48 0.51 0.53 NA 0.46 0.47 0.49 0.45 0.49
"Chad Williams" "WR" 1.73 1.88 1.94 0.78 3.86 3.11 3.68 3.48 NA 3.04 3.13 3.22 3.52 3.15 2.93 3.04 3.21
"Charles Clay" "TE" 4.25 4.32 4.02 4.18 4.51 4.77 3.99 3.65 4.63 4.8 NA 4.48 4.07 5.05 4.89 3.52 4.26
"Charone Peake" "WR" 0.6 0.67 0.73 0 0 0 0.62 0.52 0.64 0.55 NA 0.7 0.73 0.54 0.75 0.69 0.67
"Chase Daniel" "QB" 0.75 0.76 0.79 0.91 NA 0.77 0.9 0.72 0.72 0.86 0.75 0.81 0.78 0.89 0.9 0.85 0.71
"Chase Edmonds" "RB" 4.47 3.93 4.04 3.81 4.03 1.22 1.79 1.97 NA 2.01 1.94 1.71 1.86 1.92 1.87 1.95 1.31
"Chester Rogers" "WR" 3.47 2.78 2.6 2.78 6.73 7.4 3.72 4.54 NA 3.85 5.17 4.77 3.71 4.73 4.96 4.88 5.04
"Chris Carson" "RB" 7.79 7.98 6 0 7.35 11.48 NA 12.94 12.52 11.23 12.17 10.61 11.4 7.57 10.52 12.47 7.93
"Chris Conley" "WR" 2.15 2.51 3.21 3.54 4.03 2.15 2.01 2.14 2.23 2.22 2.58 NA 2.77 1.9 2.09 2.2 2.87
"Chris Godwin" "WR" 4.36 5.11 4.49 5.58 NA 6.1 5.16 5.35 4.83 6.36 4.83 4.54 5.05 4.28 6.33 4.13 4.74
"Chris Herndon" "TE" NA NA 2.91 0.95 0.93 1.12 0.47 0.36 0.4 0.48 NA 0.47 0.49 0.45 0.65 0.48 0.44
"Chris Hogan" "WR" 10.52 9.55 8.48 5.93 4.64 4.85 5.18 5.44 5.5 5.27 NA 5.88 6.15 5.79 3.82 5.67 6.04
"Chris Ivory" "RB" 4.03 4.69 6.79 5.6 5.61 4.79 5.22 5.08 4.23 3.79 NA 3.76 4.69 4 5.78 4.78 4.95
"Chris Manhertz" "TE" 0.37 0.39 2.96 NA 1.25 0.52 0.49 0.42 0.53 0.54 0.53 0.53 0.5 0.48 0.42 0.52 0.4
"Chris Moore" "WR" 0.29 0.39 0.49 0.45 0.66 0.5 0.53 0.49 0.58 NA 0.57 0.51 0.51 0.59 0.53 0.49 0.54
"Chris Thompson" "RB" 6.44 9.95 8.98 NA 8.8 0 8.76 8.83 9.48 9.58 9.97 8.22 7.04 9.38 7.12 8.9 7.35
"Christian Kirk" "WR" 3.94 4.56 4.59 3.99 5.75 5.28 6.03 6.27 NA 6.89 7.38 4.81 6.57 7.26 7.01 5.54 4.93
"Christian McCaffrey" "RB" 14.11 12.35 13.11 NA 15.54 14.75 12.49 11.96 15.18 11.94 13.82 12.79 14.22 12.6 12.87 15.15 12.08
"Cody Core" "WR" 0 0 0.39 0.58 1.51 1.35 0.68 0.66 NA 0.67 0.51 0.59 0.72 0.6 0.71 0.57 0.6
"Cody Kessler" "QB" 0.46 0.59 0.55 0.54 0.88 0.79 0.87 0.64 NA 0.83 0.71 0.66 0.88 0.83 0.83 0.8 0.82
"Cody Latimer" "WR" 1.86 2.68 3.52 0 1.41 1.08 2.5 2.72 NA 2.91 2.69 2.06 1.98 2.63 3.72 3.18 3.83
"Cole Beasley" "WR" 2.6 4.49 4.38 4.44 4.5 4.5 4.86 NA 5.54 4.45 5 5.01 5.07 4.61 4.76 4.79 5.25
"Cole Wick" "TE" 0.46 0.59 0.55 0.49 0.45 0.42 0.47 0.32 0.51 0.43 NA 0.44 0.3 0.34 0.3 0.33 0.45
"Colt McCoy" "QB" 0.68 0.78 0.83 NA 0.82 0.82 0.86 0.85 0.87 0.8 0.91 0.82 0.76 0.9 0.66 0.85 0.8
"Cooper Kupp" "WR" 7.59 5.72 6 8.02 9.57 10.27 10.9 10.81 11.08 11.34 10.17 NA 10.39 9.69 10.05 9.72 11.44
"Cooper Rush" "QB" 0.68 0.73 0.65 0.82 0.79 0.79 0.79 NA 0.81 0.76 0.78 0.84 0.83 0.81 0.8 0.84 0.78
"Cordarrelle Patterson" "WR" 1.95 1.36 0.91 0.31 1.97 2.85 2.76 2.72 2.64 2.44 NA 2.22 2.53 2.38 2.96 2.85 2.27
"Corey Clement" "RB" 4.8 5.73 10.4 0 2.04 9.33 7.37 8.01 NA 7.18 6.87 8.08 9.55 6.56 9.21 8.36 9.75
"Corey Davis" "WR" 7.61 8.25 8.03 8.35 9.16 8.49 9.08 NA 8.33 8.72 7.83 8 7.87 8.4 7.94 7.46 8.17
"Courtland Sutton" "WR" 3.08 4.48 2.41 4.06 4.99 4.7 4.87 5.36 4.92 NA 5.2 3.92 4.58 5.43 4.97 6.13 5.37
"Curtis Samuel" "WR" 0 0 0 NA 1.68 2.52 2.47 2.44 3.34 2.4 2.84 3.16 3.22 2.59 3.23 2.97 3.11
"D'Onta Foreman" "RB" 0 0 0 0 0 0 5.01 5.45 5.13 NA 5.93 5.06 5.33 5.45 4.68 5.03 3.53
"D.J. Chark" "WR" 1.58 1.44 0.62 0.56 0.61 1.52 0.43 0.39 NA 0.47 0.35 0.35 0.48 0.48 0.44 0.46 0.42
"D.J. Moore" "WR" 5.19 4.31 3.41 NA 3.25 5.88 4.38 4.32 5.85 5.46 4.49 4.73 5.67 4.42 5.16 5.36 4.98
"DaeSean Hamilton" "WR" NA NA NA 0.55 0.57 0.65 0.65 0.75 0.53 NA 0.57 0.64 0.69 0.57 0.71 0.56 0.58
"Dak Prescott" "QB" 15.04 15.59 13.81 17.43 17.57 14.58 17.8 NA 17.32 14.83 16.84 19.13 18.32 15.83 17.14 18.24 16.13
"Dallas Goedert" "TE" 2.47 3.02 3.15 3.45 2.64 2.93 2.47 2.38 NA 3 2.98 3.01 2.85 2.92 2.74 3.35 2.68
"Dalvin Cook" "RB" 13.38 12.7 0 8.07 0 0 11.49 10.89 14.5 NA 11.66 12.08 10.98 12.29 12.44 14.56 12.6
"Damien Williams" "RB" 0.33 0.4 0.35 0.32 0.27 0.28 0.37 0.35 0.29 0.32 0.37 NA 0.43 0.38 0.29 0.31 0.44
"Damiere Byrd" "WR" 0.61 0 0 NA 1.2 0 0.61 0.65 0.6 0.58 0.65 0.7 0.58 0.64 0.63 0.66 0.62
"Daniel Brown" "TE" 0 0.58 0.49 0.63 NA 0.49 0.55 0.53 0.51 0.56 0.51 0.52 0.56 0.59 0.62 0.57 0.49
"Danny Amendola" "WR" 5.16 4.27 4.64 5.39 4.95 4.26 4.33 4.89 4.26 4.09 NA 4.11 4.17 4.1 4.05 4.53 4.13
"Dante Pettis" "WR" NA 5.99 4.74 2.39 0 0 2.59 2.06 3.1 2.59 NA 2.86 2.15 2.5 2.21 2.19 2.48
"Darius Jennings" "WR" 0.65 0.7 0.45 0.48 0.5 0.45 0.49 NA 0.47 0.48 0.47 0.63 0.54 0.47 0.47 0.53 0.47
"Darren Fells" "TE" 1.48 1.33 2.14 2.99 2.29 3.17 2.73 2.84 2.6 2.45 NA 3.03 2.85 2.94 2.85 3.21 2.28
"Darren Sproles" "RB" 3.72 0 0 0 0 0 5.74 3.99 NA 4.74 5.24 5.31 5.53 4.4 5.32 5.51 5.22
"Darrius Heyward-Bey" "WR" 1.62 1.51 0.77 2.12 0 0 NA 0.69 0.58 0.7 0.57 0.7 0.86 0.82 0.61 0.54 0.88
"Davante Adams" "WR" 9.99 9.71 11.35 11.85 13.1 12.33 NA 11.6 12.9 12 11.09 10.79 10.32 14.39 9.92 11.21 13.89
"David Fales" "QB" 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0
"David Fluellen" "RB" 0.97 0.91 0 0 1.01 1.39 1.64 NA 1.46 1.74 1.69 1.35 0.96 1.38 1.5 1.8 1.8
"David Johnson" "RB" 18.44 14.9 11.35 10.72 14.08 10.57 12.04 12.38 NA 15.21 13.16 12.12 12.65 14.89 14.58 13.43 9.14
"David Moore" "WR" NA 0.63 1.67 1.31 0.48 3.76 NA 2.98 2.53 2.86 3.1 2.43 2.78 3.34 2.71 2.9 2.4
"David Morgan" "TE" 1.36 1.27 0 1.77 1.74 1.53 1.32 1.14 1.55 NA 1.55 1.14 1.11 1.49 1.33 1.5 1.61
"David Njoku" "TE" 4.12 5.14 4.43 5.89 5.83 6.44 6.36 6.22 6.24 6.03 NA 6.43 6.22 6.55 6.07 6.49 6.41
"De'Lance Turner" "RB" NA NA NA NA 0.94 1.37 1.6 1.3 1.16 NA 0.72 0.85 0.73 0.76 0.76 0.58 0.62
"DeAndre Carter" "WR" NA 0.81 0 0.76 0.78 0.66 0.77 0.72 NA 0.77 0.94 0.68 0.59 0.75 0.56 0.8 0.57
"DeAndre Hopkins" "WR" 14.98 12.4 13.01 14.53 15.31 14.46 12.14 13.88 13.39 NA 15.39 14.04 13.03 14.67 12.8 12.01 12.41
"DeAndre Washington" "RB" 0 0 0 0 0 0 NA 0.66 0.56 0.53 0.46 0.44 0.8 0.46 0.45 0.6 0.75
"Dede Westbrook" "WR" 4.79 4.34 4.82 4.5 6.16 6.09 5.68 6.1 NA 4.99 6.35 6.27 5.09 6.05 4.52 5.73 5.55
"Demarcus Robinson" "WR" 0.47 0.39 0.38 0.39 1.03 0.29 0.32 0.31 0.48 0.47 0.32 NA 0.33 0.47 0.36 0.47 0.34
"Demaryius Thomas" "WR" 8.73 9.74 8.51 8.78 7.92 8.7 7.58 9.05 9.7 NA 7.92 8.06 8.07 8.89 7.97 9.83 7.35
"Demetrius Harris" "TE" 0 1.86 2.97 1.95 2.81 1.97 2.27 1.86 2.43 2.84 2.5 NA 2.08 2.95 2.15 2.3 2.17
"Deonte Thompson" "WR" 1.87 2.28 3.68 3.49 3.36 2.71 3.15 NA 2.77 2.79 3.14 3.25 3.36 2.83 3.32 3.71 3.04
"Derek Carr" "QB" 14.26 11.98 13.33 15.92 14.83 15.77 NA 18.85 16.2 14.8 15.49 13.31 16.49 12.61 14.62 17.51 15.61
"Derek Carrier" "TE" 1.01 1.18 1.37 1.6 1.24 1.09 NA 1.08 1.12 1.11 1.06 0.9 0.97 1.17 0.99 1.33 0.96
"Derek Watt" "RB" 0.75 0.72 0.74 0.91 1.04 0.56 0.9 NA 0.61 0.7 0.8 0.55 0.67 0.91 0.83 0.55 0.73
"Derrick Coleman" "RB" NA 0.28 0.18 0.24 0.2 0.2 0.19 0.21 NA 0.24 0.21 0.23 0.19 0.25 0.23 0.23 0.23
"Derrick Henry" "RB" 9.4 9.16 8.99 8.74 10.03 7.21 8.71 NA 8.78 8.34 8.19 8.08 8.34 6.66 8.84 8.43 8.85
"DeSean Jackson" "WR" 5.87 6.54 6.97 6.04 NA 7.25 4.82 5.52 5.02 6.05 5.27 6.26 5.16 6.18 4.55 5.69 6.19
"Deshaun Watson" "QB" 19.16 18.95 19.66 22.18 23.21 20.62 19.29 21.87 19.92 NA 21.21 23.07 21.07 23.77 20.49 19.27 20.59
"DeShone Kizer" "QB" 0.98 1.39 0.77 0.96 0.72 0.6 NA 0.54 0.54 0.61 0.51 0.53 0.49 0.52 0.51 0.54 0.51
"DeVante Parker" "WR" 0 0 5.34 0 0 3.97 5 4.69 3.95 5.67 NA 5.67 3.98 5.8 4.3 3.5 3.89
"Devin Funchess" "WR" 7.9 7.73 8.26 NA 9.53 7.95 8.74 6.71 9.36 7.24 8.31 9.39 9.08 8.49 8.77 8.14 8.47
"Devonta Freeman" "RB" 10.38 0 0 0 8.95 0 9.8 NA 10.33 9.44 8.5 8.08 8.05 8.79 9.37 9.11 9.03
"Devontae Booker" "RB" 5.35 5.6 1.92 2.25 1.58 3.08 2.44 3.04 2.43 NA 3.14 2.76 2.76 2.42 2.85 2.83 3.27
"Dion Lewis" "RB" 6.85 8.04 8.89 8.45 8.28 8.42 8.12 NA 7.81 9.79 9.63 8.9 8.54 8.29 8.17 10.59 10.22
"Dion Sims" "TE" 2.15 2.48 1.06 2.06 NA 1.29 1.7 1.6 1.69 1.72 1.82 1.65 1.66 1.83 1.49 1.64 1.77
"Donte Moncrief" "WR" 4.45 4.17 6.04 5.71 5.69 6.78 7.21 5.19 NA 7.71 5.77 5.7 8.08 6.99 5.54 6.09 6.92
"Doug Baldwin" "WR" 9.27 0 0 7.83 9.06 9.08 NA 8.07 9.1 8.85 9.65 9.01 9.31 7.92 8.92 7.38 7.66
"Doug Martin" "RB" 4.94 3.81 5.43 4.49 4.94 3.26 NA 4.04 3.24 3.89 3.04 2.6 3.12 3.48 3.25 3.65 3.14
"Drew Brees" "QB" 24.06 23.92 19.97 22.68 21.26 NA 20.65 20.87 21.12 19.69 23.29 23.23 21.36 23.8 23.01 20.5 24.51
"Drew Stanton" "QB" 0 0 0 0.96 0 0 0 0 0 0 NA 0 0 0 0 0 0
"Duke Johnson Jr." "RB" 7.5 6.42 4.67 6.12 4.55 4.83 5.4 5.24 5.97 5.65 NA 5.37 4.91 5.07 4.12 5.7 3.95
"Durham Smythe" "TE" NA NA NA NA 0.49 0.48 0.51 0.43 0.32 0.44 NA 0.43 0.39 0.44 0.3 0.48 0.39
"Dwayne Allen" "TE" 1.99 0.72 1.19 1.49 1.17 0.79 0.48 0.48 0.75 0.7 NA 0.45 0.5 0.66 0.66 0.49 0.46
"Dwayne Harris" "WR" 0.62 0 0.65 0.4 0.38 0.44 NA 0.41 0.41 0.38 0.48 0.53 0.36 0.32 0.36 0.45 0.35
"Dwayne Washington" "RB" NA NA NA 1.2 0.36 NA 0.2 0.24 0.44 0.34 0.22 0.4 0.28 0.35 0.31 0.34 0.33
"Ed Dickson" "TE" 0 0 0 0 0 0 NA 2.33 2.02 2.21 2.69 1.89 2.39 2.26 2.32 2.35 2.48
"Eli Manning" "QB" 10.9 15.42 15.64 18.07 13.7 14.69 17.3 16.38 NA 17.06 20.05 13.86 14.34 15.49 17.93 17.29 17.42
"Eli Rogers" "WR" 0 0 0 0 0 0.5 NA 0.6 0.64 0.63 0.64 0.59 0.63 0.56 0.54 0.51 0.52
"Elijah McGuire" "RB" 0 0 0 0 0 0 0 1.56 1.61 1.47 NA 2 1.89 1.39 2.24 2.02 1.86
"Elijhaa Penny" "RB" NA NA 0.55 0.7 0.66 0.42 0.63 0.58 NA 0.6 0.44 0.4 0.41 0.54 0.55 0.62 0.52
"Emmanuel Sanders" "WR" 8.17 8.89 8.67 9.93 8.33 8.59 6.14 9.96 11.37 NA 8.03 7.29 9.02 8.48 5.96 11.23 8.22
"Equanimeous St. Brown" "WR" NA NA NA NA NA 2.6 NA 1.44 1.7 1.45 1.26 1.29 1.3 1.76 1.33 1.28 1.73
"Eric Ebron" "TE" 3.51 4.24 6.21 5.46 6.17 7.82 6.67 6.97 NA 4.9 7.68 6.92 4.76 6.79 7.65 7.61 7.39
"Eric Saubert" "TE" 0.97 1 2.17 1.91 1.81 1.81 1.55 NA 1.58 1.54 1.68 1.42 1.21 1.57 1.67 1.58 1.71
