"Week" "Player" "range" "FGM" "FGA" "XPM" "XPA" "proj" "rnk" "XP_miss" "FG_miss" "Full_Proj" "max" "min" "std" "Var"
"1" "Justin Tucker" "3.57-15.53" 1.93 2.12 2.98 3.03 9.55 "#11" 0.0499999999999998 0.19 8.93 15.53 3.57 5.98 35.7604
"6" "Stephen Gostkowski" "5.27-13.69" 1.9 2.1 3.13 3.13 9.48 "#32" 0 0.2 8.88 13.69 5.27 4.21 17.7241
"5" "Graham Gano" "4.90-14.32" 1.99 2.24 2.78 2.78 9.61 "#22" 0 0.25 8.86 14.32 4.9 4.71 22.1841
"15" "Graham Gano" "5.61-13.95" 2.08 2.39 2.63 2.63 9.78 "#30" 0 0.31 8.85 13.95 5.61 4.17 17.3889
"11" "Matt Bryant" "5.27-13.21" 1.75 1.89 3.21 3.21 9.24 "#23" 0 0.14 8.82 13.21 5.27 3.97 15.7609
"2" "Justin Tucker" "4.01-14.67" 1.98 2.15 2.31 2.33 9.34 "#19" 0.02 0.17 8.81 14.67 4.01 5.33 28.4089
"5" "Robbie Gould" "3.91-15.03" 2.05 2.27 2.39 2.39 9.47 "#13" 0 0.22 8.81 15.03 3.91 5.56 30.9136
"14" "Wil Lutz" "5.50-13.52" 1.94 2.14 2.91 3.01 9.51 "#31" 0.0999999999999996 0.2 8.81 13.52 5.5 4.01 16.0801
"3" "Stephen Gostkowski" "5.44-13.94" 1.82 2.1 3.6 3.71 9.69 "#28" 0.11 0.28 8.74 13.94 5.44 4.25 18.0625
"7" "Matt Bryant" "5.35-13.41" 1.71 1.93 3.39 3.39 9.38 "#22" 0 0.22 8.72 13.41 5.35 4.03 16.2409
"9" "Graham Gano" "5.55-13.83" 1.94 2.25 3.1 3.14 9.69 "#31" 0.04 0.31 8.72 13.83 5.55 4.14 17.1396
"7" "Josh Lambo" "4.93-12.97" 1.5 1.56 3.8 3.86 8.95 "#27" 0.0600000000000001 0.0600000000000001 8.71 12.97 4.93 4.02 16.1604
"7" "Robbie Gould" "4.14-14.70" 1.99 2.22 2.27 2.29 9.42 "#10" 0.02 0.23 8.71 14.7 4.14 5.28 27.8784
"4" "Wil Lutz" "5.47-13.31" 1.93 2.14 2.98 3.04 9.39 "#22" 0.0600000000000001 0.21 8.7 13.31 5.47 3.92 15.3664
"15" "Caleb Sturgis" "5.60-13.02" 1.82 2 3.05 3.13 9.31 "#32" 0.0800000000000001 0.18 8.69 13.02 5.6 3.71 13.7641
"7" "Justin Tucker" "4.66-14.30" 2 2.26 2.53 2.55 9.48 "#30" 0.02 0.26 8.68 14.3 4.66 4.82 23.2324
"5" "Justin Tucker" "4.28-14.38" 1.93 2.14 2.5 2.53 9.33 "#2" 0.0299999999999998 0.21 8.67 14.38 4.28 5.05 25.5025
"12" "Justin Tucker" "5.22-13.68" 1.89 2.14 3.03 3.07 9.45 "#25" 0.04 0.25 8.66 13.68 5.22 4.23 17.8929
"9" "Robbie Gould" "4.94-13.88" 1.93 2.18 2.63 2.63 9.41 "#25" 0 0.25 8.66 13.88 4.94 4.47 19.9809
"5" "Stephen Gostkowski" "5.55-14.05" 2.01 2.4 2.83 2.83 9.8 "#9" 0 0.39 8.63 14.05 5.55 4.25 18.0625
"13" "Justin Tucker" "5.46-13.04" 1.97 2.18 2.46 2.46 9.25 "#29" 0 0.21 8.62 13.04 5.46 3.79 14.3641
"10" "Caleb Sturgis" "5.50-12.70" 1.8 1.94 2.93 3.01 9.1 "#25" 0.0799999999999996 0.14 8.6 12.7 5.5 3.6 12.96
"2" "Matt Bryant" "5.13-13.31" 1.9 2.11 2.46 2.46 9.22 "#7" 0 0.21 8.59 13.31 5.13 4.09 16.7281
"9" "Matt Bryant" "5.84-12.64" 1.88 2.1 2.8 2.82 9.24 "#12" 0.02 0.22 8.56 12.64 5.84 3.4 11.56
"3" "Wil Lutz" "5.11-12.95" 1.69 1.83 3.28 3.35 9.03 "#29" 0.0700000000000003 0.14 8.54 12.95 5.11 3.92 15.3664
"5" "Wil Lutz" "4.99-13.87" 1.9 2.17 2.86 2.94 9.43 "#12" 0.0800000000000001 0.27 8.54 13.87 4.99 4.44 19.7136
"11" "Graham Gano" "5.12-13.44" 1.96 2.22 2.53 2.53 9.28 "#28" 0 0.26 8.5 13.44 5.12 4.16 17.3056
"16" "Brett Maher" "4.82-13.82" 1.9 2.15 2.71 2.79 9.32 "#31" 0.0800000000000001 0.25 8.49 13.82 4.82 4.5 20.25
"4" "Josh Lambo" "3.22-15.38" 2.08 2.35 2.8 2.8 9.3 "#4" 0 0.27 8.49 15.38 3.22 6.08 36.9664
"12" "Matt Bryant" "5.27-12.35" 1.64 1.75 3.17 3.17 8.81 "#30" 0 0.11 8.48 12.35 5.27 3.54 12.5316
"10" "Greg Zuerlein" "4.43-14.35" 1.88 2.18 2.86 2.88 9.39 "#8" 0.02 0.3 8.47 14.35 4.43 4.96 24.6016
"4" "Justin Tucker" "4.51-13.79" 1.99 2.21 2.64 2.66 9.15 "#15" 0.02 0.22 8.47 13.79 4.51 4.64 21.5296
"3" "Justin Tucker" "3.96-14.84" 2.06 2.36 1.81 1.86 9.4 "#16" 0.05 0.3 8.45 14.84 3.96 5.44 29.5936
"5" "Matt Bryant" "5.82-12.14" 1.76 1.94 2.93 2.93 8.98 "#15" 0 0.18 8.44 12.14 5.82 3.16 9.9856
"1" "Matt Prater" "4.73-13.83" 2.06 2.34 2.37 2.37 9.28 "#4" 0 0.28 8.44 13.83 4.73 4.55 20.7025
"4" "Stephen Gostkowski" "4.79-14.07" 2.15 2.47 2.1 2.13 9.43 "#24" 0.0299999999999998 0.32 8.44 14.07 4.79 4.64 21.5296
"17" "Greg Zuerlein" "4.72-13.54" 1.72 1.95 3.13 3.15 9.13 "#18" 0.02 0.23 8.42 13.54 4.72 4.41 19.4481
"1" "Josh Lambo" "4.56-13.28" 2.02 2.18 2.01 2.03 8.92 "#22" 0.02 0.16 8.42 13.28 4.56 4.36 19.0096
"4" "Matt Bryant" "4.63-14.27" 1.74 2.07 2.85 2.9 9.45 "#19" 0.0499999999999998 0.33 8.41 14.27 4.63 4.82 23.2324
"16" "Stephen Gostkowski" "5.09-14.11" 2.06 2.45 2.61 2.65 9.6 "#11" 0.04 0.39 8.39 14.11 5.09 4.51 20.3401
"13" "Wil Lutz" "5.57-12.95" 1.91 2.16 2.74 2.86 9.26 "#23" 0.12 0.25 8.39 12.95 5.57 3.69 13.6161
"3" "Graham Gano" "4.58-13.80" 1.9 2.16 2.68 2.7 9.19 "#19" 0.02 0.26 8.39 13.8 4.58 4.61 21.2521
"17" "Graham Gano" "5.30-13.20" 1.97 2.26 2.49 2.49 9.25 "#30" 0 0.29 8.38 13.2 5.3 3.95 15.6025
"1" "Stephen Gostkowski" "5.52-13.12" 1.8 2.08 3.2 3.31 9.32 "#27" 0.11 0.28 8.37 13.12 5.52 3.8 14.44
"3" "Matt Bryant" "4.37-14.39" 1.81 2.14 2.87 2.91 9.38 "#30" 0.04 0.33 8.35 14.39 4.37 5.01 25.1001
"16" "Graham Gano" "4.86-13.58" 1.93 2.22 2.59 2.59 9.22 "#29" 0 0.29 8.35 13.58 4.86 4.36 19.0096
"4" "Caleb Sturgis" "5.02-12.76" 1.64 1.83 3.5 3.51 8.89 "#18" 0.00999999999999979 0.19 8.31 12.76 5.02 3.87 14.9769
"13" "Brett Maher" "5.15-13.21" 1.87 2.16 2.51 2.51 9.18 "#30" 0 0.29 8.31 13.21 5.15 4.03 16.2409
"3" "Harrison Butker" "5.45-13.07" 1.94 2.26 2.87 2.87 9.26 "#18" 0 0.32 8.3 13.07 5.45 3.81 14.5161
"7" "Caleb Sturgis" "5.41-12.29" 1.77 1.93 2.74 2.82 8.85 "#14" 0.0799999999999996 0.16 8.29 12.29 5.41 3.44 11.8336
"1" "Graham Gano" "4.23-13.69" 1.89 2.1 2.42 2.48 8.96 "#23" 0.0600000000000001 0.21 8.27 13.69 4.23 4.73 22.3729
"9" "Greg Zuerlein" "4.54-13.22" 1.72 1.92 2.88 2.9 8.88 "#30" 0.02 0.2 8.26 13.22 4.54 4.34 18.8356
"13" "Graham Gano" "5.25-13.07" 1.83 2.12 2.93 2.97 9.16 "#31" 0.04 0.29 8.25 13.07 5.25 3.91 15.2881
"2" "Cody Parkey" "4.70-13.40" 2.02 2.29 1.73 1.73 9.05 "#8" 0 0.27 8.24 13.4 4.7 4.35 18.9225
"17" "Robbie Gould" "3.91-13.91" 1.88 2.1 2.15 2.17 8.91 "#10" 0.02 0.22 8.23 13.91 3.91 5 25
"17" "Brett Maher" "4.97-12.93" 1.84 2.08 2.49 2.49 8.95 "#22" 0 0.24 8.23 12.93 4.97 3.98 15.8404
"8" "Greg Zuerlein" "4.68-13.10" 1.68 1.89 3.07 3.11 8.89 "#21" 0.04 0.21 8.22 13.1 4.68 4.21 17.7241
"17" "Josh Lambo" "4.66-12.26" 1.42 1.48 3.59 3.65 8.46 "#27" 0.0600000000000001 0.0600000000000001 8.22 12.26 4.66 3.8 14.44
"11" "Justin Tucker" "4.34-13.64" 1.97 2.22 2.14 2.16 8.99 "#19" 0.02 0.25 8.22 13.64 4.34 4.65 21.6225
"8" "Randy Bullock" "5.03-12.95" 1.71 1.95 3.27 3.36 8.99 "#31" 0.0899999999999999 0.24 8.18 12.95 5.03 3.96 15.6816
"15" "Stephen Gostkowski" "5.01-13.49" 2.06 2.41 2.28 2.3 9.25 "#15" 0.02 0.35 8.18 13.49 5.01 4.24 17.9776
"9" "Justin Tucker" "4.35-13.29" 1.87 2.08 2.26 2.28 8.82 "#15" 0.02 0.21 8.17 13.29 4.35 4.47 19.9809
"9" "Wil Lutz" "4.70-13.54" 1.85 2.14 2.73 2.81 9.12 "#10" 0.0800000000000001 0.29 8.17 13.54 4.7 4.42 19.5364
"3" "Jake Elliott" "4.22-12.88" 1.57 1.69 3.19 3.23 8.55 "#9" 0.04 0.12 8.15 12.88 4.22 4.33 18.7489
"2" "Jake Elliott" "4.53-13.19" 1.81 2.03 2.75 2.8 8.86 "#31" 0.0499999999999998 0.22 8.15 13.19 4.53 4.33 18.7489
"14" "Matt Bryant" "4.93-12.13" 1.6 1.73 2.98 2.98 8.53 "#21" 0 0.13 8.14 12.13 4.93 3.6 12.96
"2" "Chris Boswell" "5.20-13.44" 1.91 2.27 2.63 2.75 9.32 "#32" 0.12 0.36 8.12 13.44 5.2 4.12 16.9744
"5" "Randy Bullock" "4.56-13.92" 1.86 2.21 3.24 3.31 9.24 "#24" 0.0699999999999998 0.35 8.12 13.92 4.56 4.68 21.9024
"16" "Sebastian Janikowski" "4.82-13.54" 1.89 2.24 2.82 2.84 9.18 "#32" 0.02 0.35 8.11 13.54 4.82 4.36 19.0096
"14" "Stephen Gostkowski" "5.08-13.24" 1.89 2.24 2.7 2.7 9.16 "#24" 0 0.35 8.11 13.24 5.08 4.08 16.6464
"7" "Cody Parkey" "4.82-12.98" 1.87 2.13 2.57 2.59 8.9 "#17" 0.02 0.26 8.1 12.98 4.82 4.08 16.6464
"10" "Wil Lutz" "4.68-13.32" 1.87 2.13 2.39 2.51 9 "#19" 0.12 0.26 8.1 13.32 4.68 4.32 18.6624
"4" "Harrison Butker" "4.46-13.44" 1.64 1.91 2.6 2.65 8.95 "#16" 0.0499999999999998 0.27 8.09 13.44 4.46 4.49 20.1601
"6" "Sebastian Janikowski" "4.98-13.00" 1.93 2.22 2.53 2.56 8.99 "#25" 0.0300000000000002 0.29 8.09 13 4.98 4.01 16.0801
"11" "Brett Maher" "4.76-12.76" 1.79 2.02 2.49 2.49 8.76 "#29" 0 0.23 8.07 12.76 4.76 4 16
"5" "Caleb Sturgis" "5.10-11.96" 1.72 1.85 2.8 2.87 8.53 "#25" 0.0700000000000003 0.13 8.07 11.96 5.1 3.43 11.7649
"15" "Brett Maher" "4.91-12.79" 1.84 2.1 2.31 2.33 8.85 "#9" 0.02 0.26 8.05 12.79 4.91 3.94 15.5236
"14" "Caleb Sturgis" "4.94-13.18" 1.85 2.16 2.61 2.69 9.06 "#19" 0.0800000000000001 0.31 8.05 13.18 4.94 4.12 16.9744
"10" "Cody Parkey" "4.51-12.75" 1.72 1.91 2.82 2.84 8.63 "#28" 0.02 0.19 8.04 12.75 4.51 4.12 16.9744
"3" "Robbie Gould" "3.50-14.04" 1.75 1.98 2.62 2.67 8.77 "#32" 0.0499999999999998 0.23 8.03 14.04 3.5 5.27 27.7729
"1" "Jake Elliott" "5.07-12.49" 1.91 2.13 2.33 2.42 8.78 "#29" 0.0899999999999999 0.22 8.03 12.49 5.07 3.71 13.7641
"11" "Sebastian Janikowski" "4.64-13.44" 1.89 2.22 2.57 2.61 9.04 "#21" 0.04 0.33 8.01 13.44 4.64 4.4 19.36
"15" "Harrison Butker" "4.75-13.19" 1.75 2.06 2.96 3 8.97 "#20" 0.04 0.31 8 13.19 4.75 4.22 17.8084
"13" "Sebastian Janikowski" "5.31-12.75" 1.87 2.2 2.61 2.65 9.03 "#18" 0.04 0.33 8 12.75 5.31 3.72 13.8384
"1" "Chris Boswell" "4.84-12.52" 1.78 1.98 2.57 2.66 8.68 "#2" 0.0900000000000003 0.2 7.99 12.52 4.84 3.84 14.7456
"12" "Robbie Gould" "4.65-12.79" 1.77 2.02 2.56 2.56 8.72 "#31" 0 0.25 7.97 12.79 4.65 4.07 16.5649
"8" "Josh Lambo" "3.84-13.48" 1.85 2.08 2.16 2.18 8.66 "#6" 0.02 0.23 7.95 13.48 3.84 4.82 23.2324
"13" "Stephen Gostkowski" "4.32-13.96" 1.9 2.29 2.67 2.69 9.14 "#26" 0.02 0.39 7.95 13.96 4.32 4.82 23.2324
"17" "Stephen Gostkowski" "4.79-13.97" 1.98 2.45 2.63 2.65 9.38 "#4" 0.02 0.47 7.95 13.97 4.79 4.59 21.0681
"8" "Stephen Gostkowski" "4.82-13.34" 1.95 2.32 2.47 2.51 9.08 "#11" 0.0399999999999996 0.37 7.93 13.34 4.82 4.26 18.1476
"11" "Greg Zuerlein" "4.52-12.14" 1.46 1.58 3.33 3.37 8.33 "#32" 0.04 0.12 7.93 12.14 4.52 3.81 14.5161
"6" "Harrison Butker" "5.26-12.40" 1.63 1.92 3.29 3.33 8.83 "#17" 0.04 0.29 7.92 12.4 5.26 3.57 12.7449
"17" "Ryan Succop" "4.33-13.89" 1.93 2.32 2.38 2.4 9.11 "#9" 0.02 0.39 7.92 13.89 4.33 4.78 22.8484
"12" "Brett Maher" "4.78-12.48" 1.77 2 2.49 2.53 8.63 "#12" 0.0399999999999996 0.23 7.9 12.48 4.78 3.85 14.8225
"12" "Jason Myers" "4.01-12.93" 1.71 1.89 2.61 2.65 8.47 "#17" 0.04 0.18 7.89 12.93 4.01 4.46 19.8916
"3" "Cody Parkey" "4.11-13.99" 2.05 2.44 1.58 1.58 9.05 "#13" 0 0.39 7.88 13.99 4.11 4.94 24.4036
"15" "Cody Parkey" "4.49-13.05" 1.85 2.14 2.47 2.49 8.77 "#21" 0.02 0.29 7.88 13.05 4.49 4.28 18.3184
"15" "Matt Bryant" "5.28-12.40" 1.69 2.01 3.09 3.11 8.84 "#13" 0.02 0.32 7.86 12.4 5.28 3.56 12.6736
"1" "Robbie Gould" "3.62-13.50" 1.84 2.06 1.96 2 8.56 "#26" 0.04 0.22 7.86 13.5 3.62 4.94 24.4036
"15" "Greg Zuerlein" "4.33-13.85" 1.88 2.29 2.49 2.51 9.09 "#6" 0.0199999999999996 0.41 7.84 13.85 4.33 4.76 22.6576
"10" "Chandler Catanzaro" "4.32-13.26" 1.77 2.09 2.63 2.63 8.79 "#12" 0 0.32 7.83 13.26 4.32 4.47 19.9809
"5" "Chris Boswell" "5.13-13.73" 1.91 2.4 3.23 3.37 9.43 "#29" 0.14 0.49 7.82 13.73 5.13 4.3 18.49
"16" "Jason Myers" "4.09-13.17" 1.73 1.99 2.67 2.71 8.63 "#21" 0.04 0.26 7.81 13.17 4.09 4.54 20.6116
"1" "Matt Bryant" "5.05-11.89" 1.74 1.96 2.34 2.34 8.47 "#6" 0 0.22 7.81 11.89 5.05 3.42 11.6964
"2" "Josh Lambo" "4.40-12.88" 1.79 2.06 2.46 2.5 8.64 "#17" 0.04 0.27 7.79 12.88 4.4 4.24 17.9776
"14" "Chandler Catanzaro" "5.55-12.83" 1.81 2.26 3.08 3.14 9.19 "#30" 0.0600000000000001 0.45 7.78 12.83 5.55 3.64 13.2496
"13" "Matt Bryant" "4.52-12.24" 1.65 1.85 2.74 2.76 8.38 "#1" 0.0199999999999996 0.2 7.76 12.24 4.52 3.86 14.8996
"12" "Chandler Catanzaro" "5.54-12.56" 1.77 2.18 3.06 3.13 9.05 "#18" 0.0699999999999998 0.41 7.75 12.56 5.54 3.51 12.3201
"3" "Chris Boswell" "5.22-12.26" 1.77 2.07 2.59 2.68 8.74 "#31" 0.0900000000000003 0.3 7.75 12.26 5.22 3.52 12.3904
"4" "Chris Boswell" "5.29-13.17" 2.02 2.49 2.53 2.6 9.23 "#1" 0.0700000000000003 0.47 7.75 13.17 5.29 3.94 15.5236
"6" "Jason Myers" "4.31-13.39" 1.83 2.18 2.53 2.59 8.85 "#9" 0.0600000000000001 0.35 7.74 13.39 4.31 4.54 20.6116
"7" "Harrison Butker" "4.83-12.67" 1.61 1.93 3.23 3.29 8.75 "#19" 0.0600000000000001 0.32 7.73 12.67 4.83 3.92 15.3664
"10" "Robbie Gould" "3.77-13.09" 1.79 2.02 2.12 2.14 8.43 "#22" 0.02 0.23 7.72 13.09 3.77 4.66 21.7156
"2" "Stephen Gostkowski" "4.40-13.14" 1.86 2.19 2.27 2.33 8.77 "#3" 0.0600000000000001 0.33 7.72 13.14 4.4 4.37 19.0969
"14" "Cody Parkey" "4.51-12.29" 1.68 1.91 2.4 2.4 8.4 "#10" 0 0.23 7.71 12.29 4.51 3.89 15.1321
"7" "Stephen Gostkowski" "4.67-13.49" 2 2.45 2.18 2.2 9.08 "#5" 0.02 0.45 7.71 13.49 4.67 4.41 19.4481
"13" "Josh Lambo" "3.93-12.15" 1.48 1.58 3 3.06 8.04 "#9" 0.0600000000000001 0.1 7.68 12.15 3.93 4.11 16.8921
"14" "Chris Boswell" "5.63-12.55" 1.69 2.14 3.29 3.36 9.09 "#25" 0.0699999999999998 0.45 7.67 12.55 5.63 3.46 11.9716
"10" "Harrison Butker" "4.14-13.44" 1.74 2.11 2.57 2.59 8.79 "#13" 0.02 0.37 7.66 13.44 4.14 4.65 21.6225
"17" "Justin Tucker" "3.74-12.76" 1.72 1.91 2.26 2.28 8.25 "#2" 0.02 0.19 7.66 12.76 3.74 4.51 20.3401
"16" "Matt Bryant" "5.15-11.95" 1.67 1.96 2.78 2.8 8.55 "#7" 0.02 0.29 7.66 11.95 5.15 3.4 11.56
"9" "Dustin Hopkins" "4.59-12.99" 1.79 2.14 2.67 2.76 8.79 "#29" 0.0899999999999999 0.35 7.65 12.99 4.59 4.2 17.64
"15" "Jason Myers" "4.18-13.80" 1.86 2.28 2.61 2.7 8.99 "#27" 0.0900000000000003 0.42 7.64 13.8 4.18 4.81 23.1361
"6" "Justin Tucker" "3.91-12.59" 1.79 1.98 2.24 2.28 8.25 "#14" 0.0399999999999996 0.19 7.64 12.59 3.91 4.34 18.8356
"14" "Mason Crosby" "4.25-13.45" 1.7 2.09 3.02 3.06 8.85 "#29" 0.04 0.39 7.64 13.45 4.25 4.6 21.16
"12" "Cody Parkey" "4.27-12.05" 1.63 1.8 2.66 2.68 8.16 "#28" 0.02 0.17 7.63 12.05 4.27 3.89 15.1321
"8" "Wil Lutz" "4.48-12.58" 1.73 2.02 2.55 2.59 8.53 "#26" 0.04 0.29 7.62 12.58 4.48 4.05 16.4025
"15" "Josh Lambo" "4.74-12.88" 1.83 2.23 2.46 2.46 8.81 "#12" 0 0.4 7.61 12.88 4.74 4.07 16.5649
"15" "Chris Boswell" "5.41-12.23" 1.75 2.12 3 3.11 8.82 "#17" 0.11 0.37 7.6 12.23 5.41 3.41 11.6281
"13" "Caleb Sturgis" "4.56-12.48" 1.73 2.02 2.51 2.57 8.52 "#15" 0.0600000000000001 0.29 7.59 12.48 4.56 3.96 15.6816
"11" "Harrison Butker" "4.43-12.87" 1.65 1.98 2.88 2.95 8.65 "#10" 0.0700000000000003 0.33 7.59 12.87 4.43 4.22 17.8084
"16" "Robbie Gould" "3.39-12.63" 1.73 1.87 1.95 1.95 8.01 "#5" 0 0.14 7.59 12.63 3.39 4.62 21.3444
"3" "Chandler Catanzaro" "4.21-13.13" 1.81 2.15 2.48 2.55 8.67 "#15" 0.0699999999999998 0.34 7.58 13.13 4.21 4.46 19.8916
"15" "Stephen Hauschka" "3.69-12.63" 1.79 1.97 2.06 2.1 8.16 "#28" 0.04 0.18 7.58 12.63 3.69 4.47 19.9809
"12" "Ka'imi Fairbairn" "4.57-12.45" 1.73 2.03 2.55 2.59 8.51 "#14" 0.04 0.3 7.57 12.45 4.57 3.94 15.5236
"15" "Sebastian Janikowski" "5.02-12.06" 1.77 2.08 2.47 2.51 8.54 "#18" 0.0399999999999996 0.31 7.57 12.06 5.02 3.52 12.3904
"6" "Robbie Gould" "4.01-12.49" 1.75 1.98 2.02 2.02 8.25 "#21" 0 0.23 7.56 12.49 4.01 4.24 17.9776
"17" "Harrison Butker" "4.54-12.76" 1.43 1.78 3.7 3.74 8.65 "#25" 0.04 0.35 7.56 12.76 4.54 4.11 16.8921
"16" "Justin Tucker" "4.18-12.40" 1.77 2 2.18 2.22 8.29 "#20" 0.04 0.23 7.56 12.4 4.18 4.11 16.8921
"6" "Randy Bullock" "4.65-11.75" 1.7 1.91 2.45 2.47 8.2 "#15" 0.02 0.21 7.55 11.75 4.65 3.55 12.6025
"10" "Graham Gano" "3.87-12.81" 1.77 2.03 2.33 2.35 8.34 "#15" 0.02 0.26 7.54 12.81 3.87 4.47 19.9809
"4" "Cody Parkey" "3.70-14.12" 1.83 2.18 2.45 2.77 8.91 "#31" 0.32 0.35 7.54 14.12 3.7 5.21 27.1441
"6" "Caleb Sturgis" "4.76-11.54" 1.63 1.83 2.64 2.66 8.15 "#2" 0.02 0.2 7.53 11.54 4.76 3.39 11.4921
"8" "Chandler Catanzaro" "4.87-12.21" 1.71 2.04 2.7 2.72 8.54 "#19" 0.02 0.33 7.53 12.21 4.87 3.67 13.4689
"16" "Wil Lutz" "4.01-13.03" 1.67 1.96 2.63 2.75 8.52 "#15" 0.12 0.29 7.53 13.03 4.01 4.51 20.3401
"17" "Stephen Hauschka" "3.37-13.07" 1.85 2.08 1.87 1.89 8.22 "#24" 0.0199999999999998 0.23 7.51 13.07 3.37 4.85 23.5225
"16" "Jake Elliott" "4.29-12.13" 1.71 1.93 2.44 2.48 8.21 "#27" 0.04 0.22 7.51 12.13 4.29 3.92 15.3664
"17" "Mason Crosby" "4.34-12.78" 1.66 2.01 3 3 8.56 "#28" 0 0.35 7.51 12.78 4.34 4.22 17.8084
"6" "Josh Lambo" "3.82-11.74" 1.43 1.51 2.92 2.95 7.78 "#23" 0.0300000000000002 0.0800000000000001 7.51 11.74 3.82 3.96 15.6816
"12" "Stephen Gostkowski" "4.53-13.21" 1.87 2.32 2.48 2.5 8.87 "#4" 0.02 0.45 7.5 13.21 4.53 4.34 18.8356
"7" "Brett Maher" "4.52-11.80" 1.68 1.89 2.35 2.39 8.16 "#12" 0.04 0.21 7.49 11.8 4.52 3.64 13.2496
"14" "Greg Zuerlein" "3.93-13.07" 1.74 2.07 2.41 2.43 8.5 "#5" 0.02 0.33 7.49 13.07 3.93 4.57 20.8849
"15" "Ryan Succop" "4.23-13.13" 1.87 2.26 2.14 2.16 8.68 "#22" 0.02 0.39 7.49 13.13 4.23 4.45 19.8025
"2" "Caleb Sturgis" "5.17-11.59" 1.78 2.08 2.28 2.28 8.38 "#11" 0 0.3 7.48 11.59 5.17 3.21 10.3041
"10" "Matt Bryant" "4.88-11.56" 1.55 1.79 2.86 2.88 8.22 "#2" 0.02 0.24 7.48 11.56 4.88 3.34 11.1556
"11" "Ryan Succop" "4.09-13.13" 1.83 2.2 2.25 2.27 8.61 "#9" 0.02 0.37 7.48 13.13 4.09 4.52 20.4304
"6" "Graham Gano" "4.26-12.18" 1.73 1.98 2.25 2.25 8.22 "#12" 0 0.25 7.47 12.18 4.26 3.96 15.6816
"16" "Ryan Succop" "4.57-12.71" 1.81 2.2 2.28 2.28 8.64 "#12" 0 0.39 7.47 12.71 4.57 4.07 16.5649
"17" "Jason Myers" "3.79-12.23" 1.62 1.79 2.46 2.5 8.01 "#17" 0.04 0.17 7.46 12.23 3.79 4.22 17.8084
"15" "Randy Bullock" "4.84-11.66" 1.5 1.75 3.09 3.13 8.25 "#25" 0.04 0.25 7.46 11.66 4.84 3.41 11.6281
"8" "Stephen Hauschka" "3.50-12.70" 1.83 2.04 1.87 1.89 8.1 "#17" 0.0199999999999998 0.21 7.45 12.7 3.5 4.6 21.16
"17" "Brandon McManus" "3.25-13.05" 1.72 1.95 2.14 2.16 8.15 "#20" 0.02 0.23 7.44 13.05 3.25 4.9 24.01
"17" "Dan Bailey" "4.19-12.27" 1.77 2.02 2.1 2.14 8.23 "#5" 0.04 0.25 7.44 12.27 4.19 4.04 16.3216
"10" "Ryan Succop" "3.88-13.62" 1.83 2.27 2.3 2.3 8.75 "#17" 0 0.44 7.43 13.62 3.88 4.87 23.7169
"1" "Ryan Succop" "4.40-12.46" 1.81 2.15 2.13 2.13 8.43 "#24" 0 0.34 7.41 12.46 4.4 4.03 16.2409
