"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"A.J. Derby" "TE" 1.73 1.73 2.65 0 0 0 0 0 1.87 1.63 NA 1.88 1.75 1.83 1.4 1.86 1.7
"A.J. Green" "WR" 12.65 10.69 11.96 9.6 11.17 11.93 12.36 13.24 NA 13.16 10.41 9.43 12.77 13.26 15.02 9.24 11.18
"A.J. McCarron" "QB" 0.54 0.5 0.63 0.61 0.57 0.58 NA 0.83 0.72 0.77 0.72 0.67 0.71 0.79 0.69 0.7 0.68
"Aaron Jones" "RB" 0 0 5.42 5.58 8.76 7.16 NA 5.88 7.95 8.64 7.39 6.84 8.48 8.83 8.09 7.94 8.6
"Aaron Rodgers" "QB" 22.36 19.52 20.7 22.61 21.59 21.89 NA 23.08 23.17 26.37 19.21 18.45 21.65 25.97 18.52 20.23 25.93
"Adam Humphries" "WR" 2.14 2.32 2.2 3.92 NA 3.72 3.57 2.62 4 4.06 3.72 4.01 4.16 3.69 3.51 3.9 3.4
"Adam Shaheen" "TE" 0 0 0 0 NA 0 0 0.5 0.51 0.56 0.49 0.53 0.53 0.58 0.58 0.57 0.47
"Adam Thielen" "WR" 11.05 10.03 11.35 9.78 12.27 13.17 14.47 15.43 14.51 NA 14.35 15.72 13.96 13.95 16.8 16.42 14.83
"Adrian Peterson" "RB" 3.71 9.35 9.32 NA 9.69 11.34 11.45 11.6 14.34 15.55 13.27 12.18 15.05 16.75 12.91 15.57 16.27
"Alan Cross" "TE" 0.67 0.57 0.54 0.49 NA 1.06 0.44 0.57 0.58 0.6 0.66 0.68 0.62 0.72 0.64 0.6 0.69
"Aldrick Robinson" "WR" NA NA 0.5 0.43 2.13 0.51 0.54 0.79 0.59 NA 0.55 0.72 0.58 0.53 0.71 0.56 0.57
"Alex Armah" "RB" 0.69 0.61 0.63 NA 0.59 0.39 0.3 0.69 1.16 1.06 1.17 0.81 1.04 0.89 1.17 1.31 1.05
"Alex Collins" "RB" 10.28 8.1 9.93 9.97 7.62 5.99 10.35 10.49 9.04 NA 10.53 11.38 10.44 10.27 9.86 9.16 7.42
"Alex Erickson" "WR" 0.47 0.5 0.79 0.82 1.26 1.07 1.48 0.9 NA 0.41 0.33 0.29 0.33 0.38 0.36 0.28 0.32
"Alex Smith" "QB" 14.97 20.24 18.71 NA 19.7 19.02 16.03 16.85 19.67 19.66 19.91 15.23 13.64 18.81 13.72 18.14 14.5
"Alex Tanney" "QB" 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"Alfred Blue" "RB" 3.38 2.71 4.54 4.98 8.86 6.58 5.31 4.67 4.71 NA 5.11 5.45 4.29 5.83 4.35 4.73 5.19
"Alfred Morris" "RB" 5.23 7.48 8.35 6.96 6.2 6.73 3.74 5.54 5 4.64 NA 4.65 3.9 5.19 4.21 4.68 4.42
"Allen Hurns" "WR" 4.5 4.92 4.66 4.73 4.9 4.48 3.64 NA 2.44 2.26 1.93 2.4 2.26 2.33 2.3 2.31 2.26
"Allen Robinson" "WR" 8.56 8.46 8.4 7.7 NA 8.03 7.2 0 3.33 8.48 6.91 8.12 7.45 6.51 8.38 7.98 6.67
"Alshon Jeffery" "WR" 0 0 0 3.85 9.19 9.03 10.67 10.99 NA 10.86 10.73 12.31 11.84 10.53 10.92 12.43 11.38
"Alvin Kamara" "RB" 19.29 18.49 16.06 17.7 17.45 NA 13.68 14.82 18.52 17.22 17.64 17.24 14.82 15.74 16.77 17.25 18.04
"Amari Cooper" "WR" 8.35 8.45 8.25 10.1 9.01 7.5 NA NA 6.57 6.94 7.82 6.94 7.58 7.14 6.88 7.95 6.9
"Ameer Abdullah" "RB" 0 0 1.71 0 2.31 NA 1.6 1.63 1.01 0.57 0.83 0.6 0.66 0.77 0.72 0.62 0.7
"Andre Holmes" "WR" 0.97 0.44 0.45 0.53 0.39 2.02 2.46 2.73 1.05 1.12 NA 1.33 1.95 1.13 2.26 1.53 1.99
"Andre Roberts" "WR" NA NA 0.43 0.26 0.27 0.24 0.58 2.16 0.72 0.38 NA 0.38 0.19 0.35 0.33 0.18 0.36
"Andrew Luck" "QB" 18.05 15.88 14.26 18.38 16.92 15.45 18.69 21.61 NA 17.18 19.76 21.63 16.2 19.86 18.97 20.29 18.66
