"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"Chase Edmonds" "RB" 4.47 3.93 4.04 3.81 4.03 3.41 3.34 4.27 NA 4.4 4.7 3.63 3.76 4.18 3.65 3.77 3.1
"Chester Rogers" "WR" 3.47 2.78 2.6 2.78 4.67 3.06 3.37 3.7 NA 3.23 4.04 3.54 3.14 3.58 3.32 3.57 3.88
"Chris Carson" "RB" 7.79 7.98 6 0 7.35 7.26 NA 7.08 7.64 7.11 7.42 6.73 7.28 6.72 6.77 8.04 6.41
"Chris Conley" "WR" 2.15 2.51 3.21 3.54 4.03 2.32 2.73 2.64 2.48 2.87 2.81 NA 3.17 2.74 2.69 2.55 3.3
"Chris Godwin" "WR" 4.36 5.11 4.49 5.58 NA 3.73 3.53 4.1 4.18 4.96 4.27 3.64 4.31 3.7 5.13 4.13 3.86
"Chris Herndon" "TE" NA NA 2.91 0.95 0.93 0.37 0.45 0.42 0.37 0.43 NA 0.43 0.45 0.41 0.37 0.4 0.4
"Chris Hogan" "WR" 10.52 9.55 8.48 5.93 4.64 4.46 4.46 3.9 4.55 4.69 NA 4.68 4.96 4.4 3.52 4.05 4.87
"Chris Ivory" "RB" 4.03 4.69 6.79 5.6 5.61 5.28 4.86 5.47 4.54 4.73 NA 4.4 4.56 5.09 4.84 5.15 4.84
"Chris Manhertz" "TE" 0.37 0.39 2.96 NA 1.25 1.14 1.19 1 0.43 0.49 0.37 0.39 0.41 0.38 0.39 0.39 0.37
"Chris Moore" "WR" 0.29 0.39 0.49 0.45 0.66 0.66 0.65 0.64 0.74 NA 0.76 0.71 0.62 0.71 0.73 0.74 0.68
"Chris Thompson" "RB" 6.44 9.95 8.98 NA 8.8 7.36 8.77 7.75 8.93 6.95 8.13 8.2 6.9 8.3 6.4 7.13 4.79
"Christian Kirk" "WR" 3.94 4.56 4.59 3.99 5.75 5.75 5.44 5.93 NA 6.45 6.41 6.02 6.26 6.28 5.94 4.71 5.06
"Christian McCaffrey" "RB" 14.11 12.35 13.11 NA 15.54 12.93 12.58 12.72 14.13 11.35 13.29 13.59 13.23 12.42 12.84 13.9 12.03
"Christine Michael" "RB" 4.29 0 0.36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cody Core" "WR" 0 0 0.39 0.58 1.51 0.58 0.55 0.69 NA 0.73 0.45 0.68 0.62 0.52 0.58 0.67 0.57
"Cody Kessler" "QB" 0.46 0.59 0.55 0.54 0.88 0.86 0.93 0.64 NA 0.83 0.73 0.7 0.88 0.7 0.75 0.72 0.87
"Cody Latimer" "WR" 1.86 2.68 3.52 0 1.41 2.25 3.14 3.55 NA 3.27 3.28 2.2 2.63 3.42 3.59 3.24 3.35
"Cole Beasley" "WR" 2.6 4.49 4.38 4.44 4.5 3.9 4.28 NA 4.58 3.75 4.39 4.43 4.71 3.84 4.55 3.99 4.76
"Cole Wick" "TE" 0.46 0.59 0.55 0.49 0.45 0.58 0.57 0.44 0.56 0.5 NA 0.57 0.56 0.6 0.59 0.47 0.54
"Colt McCoy" "QB" 0.68 0.78 0.83 NA 0.82 0.76 0.87 0.83 0.89 0.8 0.88 0.82 0.63 0.88 0.68 0.78 0.67
"Cooper Kupp" "WR" 7.59 5.72 6 8.02 9.57 9.81 10 9.99 9.79 10 10.08 NA 9.24 8.55 9.06 8.7 10.43
"Cooper Rush" "QB" 0.68 0.73 0.65 0.82 0.79 0.82 0.79 NA 0.81 0.75 0.82 0.84 0.85 0.8 0.78 0.84 0.84
"Cordarrelle Patterson" "WR" 1.95 1.36 0.91 0.31 1.97 2.03 1.16 1.16 1.7 1.67 NA 1.36 1.58 1.48 1.28 1.16 1.37
"Corey Clement" "RB" 4.8 5.73 10.4 0 2.04 3.82 4.35 4.72 NA 4.57 3.62 4.1 6.26 4.26 5.81 5.65 5.79
"Corey Davis" "WR" 7.61 8.25 8.03 8.35 9.16 9.16 8.77 NA 8.11 8.87 8.64 7.44 9.75 9.52 7.29 8.4 8.89
"Corey Grant" "RB" 3.22 5.83 7.51 3.9 5.8 4.68 2.43 1.85 NA 2.25 2.54 2.25 2.51 2.11 2.9 2.17 2.18
"Courtland Sutton" "WR" 3.08 4.48 2.41 4.06 4.99 5.15 4.95 5.86 5.48 NA 4.89 5.37 4.91 5.72 5.22 6.02 5.09
"Curtis Samuel" "WR" 0 0 0 NA 1.68 1.86 1.72 1.49 2.73 2.72 3.1 2.12 2.66 1.97 3.09 3.21 2.96
"D'Onta Foreman" "RB" 0 0 0 0 0 5.5 3.32 4.62 4.32 NA 4.5 4.78 4.73 4.71 4.88 3.62 3.49
"D.J. Chark" "WR" 1.58 1.44 0.62 0.56 0.61 0.66 0.73 0.53 NA 0.65 0.44 0.53 0.68 0.56 0.55 0.54 0.7
"D.J. Moore" "WR" 5.19 4.31 3.41 NA 3.25 4.17 5.38 5.79 3.45 3.45 3.59 4.41 3.35 4.06 3.3 3.55 3.19
"DaeSean Hamilton" "WR" NA NA NA 0.55 0.57 0.59 0.62 0.76 0.65 NA 0.71 0.59 0.71 0.69 0.62 0.66 0.74
"Dak Prescott" "QB" 15.04 15.59 13.81 17.43 17.57 13.18 15.77 NA 18.08 13.07 18.53 16.92 19.53 13.91 17.99 19.6 18.53
"Dallas Goedert" "TE" 2.47 3.02 3.15 3.45 2.64 3.24 2.69 2.5 NA 2.85 2.93 3.33 3.54 2.76 3.2 3.11 3.45
"Dalvin Cook" "RB" 13.38 12.7 0 8.07 10.45 12.02 10.91 13.44 13.97 NA 11.12 13.35 13.11 11.32 13.34 12.88 12.06
"Damien Williams" "RB" 0.33 0.4 0.35 0.32 0.27 0.27 0.29 0.28 0.23 0.28 0.3 NA 0.33 0.29 0.27 0.28 0.34
"Damiere Byrd" "WR" 0.61 0 0 NA 1.2 0.52 0.55 0.54 0.57 0.53 0.6 0.53 0.56 0.46 0.55 0.55 0.53
"Daniel Brown" "TE" 0 0.58 0.49 0.63 NA 0.56 0.61 0.58 0.48 0.58 0.5 0.55 0.55 0.59 0.57 0.54 0.49
"Danny Amendola" "WR" 5.16 4.27 4.64 5.39 4.95 4.7 4.73 5.53 4.17 4.84 NA 4.77 4.69 4.84 4.46 3.73 4.61
"Dante Pettis" "WR" NA 5.99 4.74 2.39 0 2.64 1.99 2.08 3.48 2.26 NA 3.78 2.33 2.57 2.39 2.37 1.93
"Darius Jennings" "WR" 0.65 0.7 0.45 0.48 0.5 0.57 0.49 NA 0.56 0.52 0.56 0.6 0.46 0.51 0.52 0.52 0.58
"Darrell Daniels" "TE" 0.27 0.21 2.87 0 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Darren Fells" "TE" 1.48 1.33 2.14 2.99 2.29 2.82 3.13 2.57 2.71 2.64 NA 2.87 2.81 2.51 2.43 3 2.22
"Darren Sproles" "RB" 3.72 0 0 0 1.94 4.02 3.48 3.5 NA 4.32 4.22 4.78 4.55 4.01 4.43 4.48 4.27
"Darrius Heyward-Bey" "WR" 1.62 1.51 0.77 2.12 0.43 0.76 NA 0.79 0.53 0.84 0.6 0.63 0.81 0.67 0.72 0.62 0.79
"Davante Adams" "WR" 9.99 9.71 11.35 11.85 13.04 12.3 NA 9.12 12.4 12.5 10.97 9.66 9.34 12.54 9.32 9.48 12.29
"David Fales" "QB" 0 0 0 0 1.03 0.94 1.21 1.23 0.95 1.12 NA 1.19 1.02 1.14 0.97 0.8 0.97
"David Fluellen" "RB" 0.97 0.91 0 0 1.01 1.12 1.01 NA 1.31 1.26 1.37 1.04 0.97 1.12 1.17 1.44 1.46
"David Johnson" "RB" 18.44 14.9 11.35 10.72 14.08 11.18 12.5 15.09 NA 14.1 14.9 12.21 14.16 15.11 14.65 14.96 11.97
"David Moore" "WR" NA 0.63 1.67 1.31 0.48 0.72 NA 0.74 0.57 0.46 0.73 0.6 0.8 0.74 0.77 0.74 0.72
"David Morgan" "TE" 1.36 1.27 0 1.77 1.74 1.81 1.52 1.33 1.52 NA 1.6 1.33 1.25 1.64 1.32 1.45 1.68
"David Njoku" "TE" 4.12 5.14 4.43 5.89 5.81 5.9 7.28 5.88 6.27 6.59 NA 6.14 7.4 4.4 4.86 6.32 4.52
"De'Anthony Thomas" "WR" 0.38 0.37 0.75 0.48 1.22 0.62 0.62 0.6 0.66 0.54 0.48 NA 0.48 0.59 0.71 0.56 0.5
"DeAndre Hopkins" "WR" 14.98 12.4 13.01 14.53 15.31 13.24 11.79 15.28 11.12 NA 13.79 14.49 13.47 15.6 12.47 11.5 12.08
"DeAndre Washington" "RB" 0 0 0 0 0.47 0.59 NA 0.66 0.59 0.5 0.47 0.44 0.69 0.43 0.51 0.61 0.65
"Dede Westbrook" "WR" 4.79 4.34 4.82 4.5 6.16 4.69 5.94 5.7 NA 5.38 5.72 5.02 5.58 4.95 5.66 5.48 5.73
"Demarcus Robinson" "WR" 0.47 0.39 0.38 0.39 1.03 0.41 0.41 0.49 0.49 0.46 0.35 NA 0.5 0.45 0.39 0.45 0.51
"Demaryius Thomas" "WR" 8.73 9.74 8.51 8.78 7.92 8.99 7.93 9.43 9.7 NA 8.59 9.22 8.53 8.48 8.54 9.62 8.89
"Demetrius Harris" "TE" 0 1.86 2.97 1.95 2.81 1.77 1.82 2.71 2.2 2.64 2.67 NA 2.06 2.88 2.13 2.59 2.15
"Deonte Thompson" "WR" 1.87 2.28 3.68 3.49 3.36 2.58 3.63 NA 3.21 2.94 3.11 3.73 3.25 2.99 3.08 3.88 3.13
"Derek Carr" "QB" 14.26 11.98 13.33 15.92 14.83 16.28 NA 20.27 18.85 15.65 14.38 13.64 19.4 15.56 16.19 17.51 18.35
"Derek Carrier" "TE" 1.01 1.18 1.37 1.6 1.24 1.38 NA 1.21 1.22 1.29 1.27 1.2 1.14 1.33 1.14 1.38 1.1
"Derek Watt" "RB" 0.75 0.72 0.74 0.91 1.04 0.64 0.9 NA 0.49 0.97 0.53 0.58 0.79 0.86 0.96 0.6 0.5
"Derrick Coleman" "RB" NA 0.28 0.18 0.24 0.2 0.24 0.23 0.2 NA 0.21 0.22 0.24 0.22 0.21 0.24 0.23 0.23
"Derrick Henry" "RB" 9.4 9.16 8.99 8.74 10.03 7.86 7.24 NA 9.82 9.97 9.91 10.2 7.93 7.67 9.52 11.14 10.71
"DeSean Jackson" "WR" 5.87 6.54 6.97 6.04 NA 6.93 5.48 5.92 5.1 5.42 6.35 6.12 5.24 6.32 4.25 6.86 7.15
"Deshaun Watson" "QB" 19.16 18.95 19.66 22.18 23.21 20.74 16.97 22.91 19.79 NA 17.26 24.42 21.42 23.59 19.55 18.5 18.06
"DeShone Kizer" "QB" 0.98 1.39 0.77 0.96 0.72 0.75 NA 0.61 0.74 0.73 0.61 0.72 0.67 0.71 0.64 0.67 0.76
"Detrez Newsome" "RB" NA NA 0.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"DeVante Parker" "WR" 0 0 5.34 0 2.61 3.13 4.9 5.2 4 5.05 NA 4.86 5.53 4.85 4.79 3.59 5.36
"Devin Funchess" "WR" 7.9 7.73 8.26 NA 9.53 7.84 8.19 7.95 9.47 8.28 8.76 9.04 9.17 9 7.87 9.2 7.62
"Devonta Freeman" "RB" 10.38 0 0 0 8.95 13.15 11.23 NA 10.17 9.35 10.59 10.08 9.9 9.9 10.23 9.15 12
"Devontae Booker" "RB" 5.35 5.6 1.92 2.25 1.58 1.83 1.58 2.1 1.99 NA 1.6 1.96 1.87 1.88 1.77 2.21 1.69
"Dion Lewis" "RB" 6.85 8.04 8.89 8.45 8.28 7.76 7.18 NA 8.36 8.96 8.49 8.53 7.99 7.89 8.68 9.76 9.07
"Dion Sims" "TE" 2.15 2.48 1.06 2.06 NA 1.68 1.76 1.47 1.96 1.6 1.42 1.53 1.69 2.52 1.8 1.86 1.36
"Donte Moncrief" "WR" 4.45 4.17 6.04 5.71 5.69 5.07 6.15 6.4 NA 4.95 4.74 5.51 5.12 6.06 3.68 5.26 5.96
"Doug Baldwin" "WR" 9.27 0 0 7.83 9.06 8.32 NA 9.05 8.96 9.21 10.26 7.93 9.25 8.28 8.93 8.75 8.05
"Doug Martin" "RB" 4.94 3.81 5.43 4.49 4.94 4.36 NA 5.2 4.94 5.35 4.37 3.47 5.18 5.72 4.94 4.36 4.78
"Drew Brees" "QB" 24.06 23.92 19.97 22.68 21.26 NA 20.38 20.7 21.18 20.86 20.02 23.55 22.89 23.77 18.38 20.66 19.51
"Drew Stanton" "QB" 0 0 0 0.96 0 0 0 0 0 0 NA 0 0 0 0 0 0
"Duke Johnson Jr." "RB" 7.5 6.42 4.67 6.12 4.55 5.37 5.98 5.67 6.82 5.63 NA 5.13 5.48 5.73 4.36 5.43 4.26
"Dwayne Allen" "TE" 1.99 0.72 1.19 1.49 1.17 0.85 0.52 0.58 0.81 0.65 NA 0.61 0.52 0.7 0.68 0.6 0.63
"Dwayne Harris" "WR" 0.62 0 0.65 0.4 0.38 0.43 NA 0.49 0.46 0.39 0.41 0.37 0.45 0.42 0.43 0.37 0.44
"Ed Dickson" "TE" 0 0 0 0 0 0 NA 2.57 2.69 2.34 2.7 2.46 2.96 2.56 2.85 2.45 2.55
"Eli Manning" "QB" 10.9 15.42 15.64 18.07 13.7 13.72 15.49 13.73 NA 15.6 18.57 13.03 14.42 13.02 16.63 15.74 16.36
"Eli Rogers" "WR" 0 0 0 0 0 0.54 NA 0.65 0.58 0.54 0.56 0.59 0.53 0.58 0.6 0.57 0.56
"Elijah McGuire" "RB" 0 0 0 0 0 0 0 1.59 1.94 2.17 NA 2.25 1.78 2.03 2.2 2.11 2.11
"Elijhaa Penny" "RB" NA NA 0.55 0.7 0.66 0.5 0.76 0.68 NA 0.68 0.66 0.48 0.59 0.65 0.66 0.66 0.68
"Emanuel Byrd" "TE" 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Emmanuel Sanders" "WR" 8.17 8.89 8.67 9.93 8.33 8.02 7.77 8.83 9.89 NA 7.3 7.64 7.28 8.49 7.35 9.56 6.77
"Eric Ebron" "TE" 3.51 4.24 6.21 5.46 5.89 5.62 5.37 5.9 NA 4.67 5.64 5.44 4.11 5.64 5.75 5.19 5.43
"Eric Saubert" "TE" 0.97 1 2.17 1.91 1.81 1.87 1.91 NA 1.75 1.43 1.75 1.55 1.38 1.62 1.66 1.49 1.76
